IE_XML_ID;IE_NAME;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP157;IP_PROP160;IP_PROP162;IP_PROP163;IP_PROP164;IP_PROP149;IP_PROP146;IP_PROP147;IP_PROP148;IC_GROUP0;IC_GROUP1;IC_GROUP2
4966;карниз FLEX;2000;;;;1.50.168;120;119;;;;;Да;ВР000005893;;4,00;93,00;;3000;3000;;Интерьерный декор;гибкие карнизы;
4967;карниз FLEX;2000;;;;1.50.169;95;102;;;;;Да;ВР000006092;;4,00;93,00;;2500;2000;;Интерьерный декор;гибкие карнизы;
4968;карниз FLEX;2000;;;;1.50.170;113;80;;;;;Да;ВР000005852;;4,00;93,00;;2500;2000;;Интерьерный декор;гибкие карнизы;
4969;карниз FLEX;2000;;;;1.50.171;30;45;;;;;Да;ВР001022862;;4,00;93,00;;1000;550;;Интерьерный декор;гибкие карнизы;
4970;карниз FLEX;2000;;;;1.50.172;48;47;;;;;Да;ВР001022861;;4,00;72,50;;1500;1000;;Интерьерный декор;гибкие карнизы;
4971;карниз FLEX;2000;;;;1.50.173;40;55;;;;;Да;ВР001022860;;4,00;93,00;;1500;1000;;Интерьерный декор;гибкие карнизы;
4972;карниз FLEX;2000;;;;1.50.174;36;61;;;;;Да;ВР001022859;;4,00;93,00;;1500;1000;;Интерьерный декор;гибкие карнизы;
4973;карниз FLEX;2000;;;;1.50.175;119;133;;;;;Да;ВР000005868;;4,00;93,00;;2500;2000;;Интерьерный декор;гибкие карнизы;
4974;карниз FLEX;2000;;;;1.50.176;67;131;;;;;Да;ВР000005910;;4,00;93,00;;1500;2000;;Интерьерный декор;гибкие карнизы;
4975;карниз FLEX;2000;;;;1.50.177;55;120;;;;;Да;ВР000006276;;4,00;93,00;;1500;1500;;Интерьерный декор;гибкие карнизы;
4976;карниз FLEX;2000;;;;1.50.180;94;120;;;;;Да;ВР000005866;;4,00;103,00;;2500;2000;;Интерьерный декор;гибкие карнизы;
4977;карниз FLEX;2000;;;;1.50.181;38;75;;;;;Да;ВР001023419;;4,00;93,00;;1500;1000;;Интерьерный декор;гибкие карнизы;
4978;карниз FLEX;2000;;;;1.50.182;40;67;;;;;Да;ВР001023420;;4,00;93,00;;1500;1000;;Интерьерный декор;гибкие карнизы;
4979;карниз FLEX;2000;;;;1.50.183;84;96;;;;;Да;ВР001023421;;4,00;93,00;;2000;1500;;Интерьерный декор;гибкие карнизы;
4980;карниз FLEX;2000;;;;1.50.184;72;74;;;;;Да;ВР001023422;;4,00;93,00;;2000;1500;;Интерьерный декор;гибкие карнизы;
4981;карниз FLEX;2000;;;;1.50.185;98;115;;;;;Да;ВР001023423;;4,00;93,00;;2000;1500;;Интерьерный декор;гибкие карнизы;
4982;карниз FLEX;2000;;;;1.50.186;56;83;;;;;Да;ВР001023424;;4,00;93,00;;1500;1000;;Интерьерный декор;гибкие карнизы;
4983;карниз FLEX;2000;;;;1.50.187;51;51;;;;;Да;ВР001023425;;4,00;72,50;;1500;1000;;Интерьерный декор;гибкие карнизы;
4984;карниз FLEX;2000;;;;1.50.188;50;53;;;;;Да;ВР001023694;;4,00;93,00;;1500;1000;;Интерьерный декор;гибкие карнизы;
4985;карниз FLEX;2000;;;;1.50.190;25;40;;;;;Да;ВР001024051;;4,00;93,00;;1000;550;;Интерьерный декор;гибкие карнизы;
4986;карниз FLEX;2000;;;;1.50.191;25;40;;;;;Да;ВР001024052;;4,00;93,00;;1000;550;;Интерьерный декор;гибкие карнизы;
4987;карниз FLEX;2000;;;;1.50.192;40;70;;;;;Да;ВР002025146;;4,00;93,00;;1500;1000;;Интерьерный декор;гибкие карнизы;
4988;карниз FLEX;2000;;;;1.50.193;55;91;;;;;Да;ВР002025143;;4,00;93,00;;1500;1000;;Интерьерный декор;гибкие карнизы;
4989;карниз FLEX;2000;;;;1.50.194;51;52;;;;;Да;ВР002025138;;4,00;93,00;;1500;1000;;Интерьерный декор;гибкие карнизы;
4990;карниз FLEX;2000;;;;1.50.195;51;55;;;;;Да;ВР002025295;;4,00;93,00;;1500;1000;;Интерьерный декор;гибкие карнизы;
4991;карниз FLEX;2000;;;;1.50.197;73;76;;;;;Да;ВР002025292;;4,00;93,00;;2000;1000;;Интерьерный декор;гибкие карнизы;
4992;карниз FLEX;2000;;;;1.50.200;55;55;;;;;Да;ВР002025311;;4,00;93,00;;1500;1000;;Интерьерный декор;гибкие карнизы;
4993;карниз FLEX;2000;;;;1.50.202;97;103;;;;;Да;ВР002025340;;4,00;93,00;;2500;1500;;Интерьерный декор;гибкие карнизы;
4994;карниз FLEX;2000;;;;1.50.203;115;129;;;;;Да;ВР002025342;;4,50;103,00;;2500;1500;;Интерьерный декор;гибкие карнизы;
4995;карниз FLEX;2000;;;;1.50.209;118;150;;;;;Да;ВР000005859;;4,00;103,00;;4000;;;Интерьерный декор;гибкие карнизы;
4996;карниз FLEX;2000;;;;1.50.210;121;155;;;;;Да;ВР000005860;;4,00;103,00;;4000;;;Интерьерный декор;гибкие карнизы;
4997;карниз FLEX;2000;;;;1.50.220;122;126;;;;;Да;ВР000005867;;4,00;93,00;;4000;;;Интерьерный декор;гибкие карнизы;
4998;карниз FLEX;2000;;;;1.50.221;140;150;;;;;Да;ВР000005869;;4,00;93,00;;4000;;;Интерьерный декор;гибкие карнизы;
4999;карниз FLEX;2000;;;;1.50.222;162;170;;;;;Да;ВР000005870;;4,50;103,00;;4500;;;Интерьерный декор;гибкие карнизы;
5000;карниз FLEX;2000;;;;1.50.250;73;164;;;;;Да;ВР000005895;;4,50;103,00;;1500;2000;;Интерьерный декор;гибкие карнизы;
5001;карниз FLEX;2000;;;;1.50.251;55;70;;;;;Да;ВР000005900;;4,00;72,50;;1500;1500;;Интерьерный декор;гибкие карнизы;
5002;карниз FLEX;2000;;;;1.50.252;120;119;;;;;Да;ВР000005885;;4,00;93,00;;3000;2500;;Интерьерный декор;гибкие карнизы;
5003;карниз FLEX;2000;;;;1.50.253;66;108;;;;;Да;ВР000005896;;4,00;72,50;;2500;2000;;Интерьерный декор;гибкие карнизы;
5004;карниз FLEX;2000;;;;1.50.254;93;130;;;;;Да;ВР000005899;;4,00;93,00;;2500;2000;;Интерьерный декор;гибкие карнизы;
5005;карниз FLEX;2000;;;;1.50.255;82;127;;;;;Да;ВР000005901;;4,00;93,00;;3500;3000;;Интерьерный декор;гибкие карнизы;
5006;карниз FLEX;2000;;;;1.50.256;132;175;;;;;Да;ВР000005902;;4,50;103,00;;4000;3500;;Интерьерный декор;гибкие карнизы;
5007;карниз FLEX;2000;;;;1.50.257;38;38;;;;;Да;ВР000005903;;4,00;72,50;;1000;1000;1000;Интерьерный декор;гибкие карнизы;
5008;карниз FLEX;2000;;;;1.50.258;25;27;;;;;Да;ВР000005904;;4,00;93,00;;1000;1000;;Интерьерный декор;гибкие карнизы;
5009;карниз FLEX;2000;;;;1.50.259;36;81;;;;;Да;ВР000005905;;4,00;93,00;;1500;1500;;Интерьерный декор;гибкие карнизы;
5010;карниз FLEX;2000;;;;1.50.260;133;166;;;;;Да;ВР001002940;;4,50;103,00;;3500;;;Интерьерный декор;гибкие карнизы;
5011;карниз FLEX;1980;;;;1.50.261;102;101;;;;;Да;ВР001002929;;4,00;93,00;;3500;3000;;Интерьерный декор;гибкие карнизы;
5012;карниз FLEX;2000;;;;1.50.262;50;120;;;;;Да;ВР001002939;;4,00;93,00;;1000;1000;;Интерьерный декор;гибкие карнизы;
5013;карниз FLEX;2000;;;;1.50.264;170;170;;;;;Да;ВР001002938;;4,50;103,00;;5000;4500;;Интерьерный декор;гибкие карнизы;
5014;карниз FLEX;2000;;;;1.50.265;115;21;;;;;Да;ВР001008167;;4,00;93,00;;3000;3000;;Интерьерный декор;гибкие карнизы;
5015;карниз FLEX;2000;;;;1.50.266;76;21;;;;;Да;ВР001008165;;4,00;93,00;;1500;1000;;Интерьерный декор;гибкие карнизы;
5016;карниз FLEX;2000;;;;1.50.267;171;33;;;;;Да;ВР001008162;;4,50;103,00;;>5000;;;Интерьерный декор;гибкие карнизы;
5017;карниз FLEX;2000;;;;1.50.268;170;33;;;;;Да;ВР001008163;;4,50;103,00;;>5000;;;Интерьерный декор;гибкие карнизы;
5018;карниз FLEX;2000;;;;1.50.269;220;47;;;;;Да;ВР001008164;;4,50;103,00;;>5000;;;Интерьерный декор;гибкие карнизы;
5019;карниз FLEX;2000;;;;1.50.270;220;47;;;;;Да;ВР001008166;;4,50;103,00;;>5000;;;Интерьерный декор;гибкие карнизы;
5020;молдинг;2000;;;;1.51.311;;86;;;;;Нет;ВР000001522;;4,00;93,00;20;;;;Интерьерный декор;молдинги;
5021;молдинг;2000;;;;1.51.314;;66;;;;;Нет;ВР000001642;;4,00;93,00;18;;;;Интерьерный декор;молдинги;
5022;молдинг;2000;;;;1.51.327;;80;;;;;Нет;ВР000004028;;4,00;93,00;21;;;;Интерьерный декор;молдинги;
5023;молдинг;2000;;;;1.51.301;;42;;;;;Нет;ВР000001059;;4,00;72,50;16;;;;Интерьерный декор;молдинги;
5024;молдинг;2000;;;;1.51.305;;28;;;;;Нет;ВР000001062;;4,00;72,50;15;;;;Интерьерный декор;молдинги;
5025;молдинг;2000;;;;1.51.321;;19;;;;;Нет;ВР000005725;;4,00;72,50;8;;;;Интерьерный декор;молдинги;
5026;молдинг;2000;;;;1.51.400;;44;;;;;Нет;ВР000005827;;4,00;72,50;16;;;;Интерьерный декор;молдинги;
5027;молдинг;2000;;;;1.51.302;;60;;;;;Нет;ВР000001060;;4,00;93,00;25;;;;Интерьерный декор;молдинги;
5028;молдинг;2000;;;;1.51.303;;82;;;;;Нет;ВР000001061;;4,00;72,50;19;;;;Интерьерный декор;молдинги;
5029;молдинг;2000;;;;1.51.304;;51;;;;;Нет;ВР000001167;;4,00;72,50;25;;;;Интерьерный декор;молдинги;
5030;молдинг;2000;;;;1.51.306;;31;;;;;Нет;ВР000001064;;4,00;93,00;10;;;;Интерьерный декор;молдинги;
5031;молдинг;2000;;;;1.51.307;;96;;;;;Нет;ВР000001065;;4,00;93,00;25;;;;Интерьерный декор;молдинги;
5032;молдинг;2000;;;;1.51.324;;54;;;;;Нет;ВР000002932;;4,00;93,00;12;;;;Интерьерный декор;молдинги;
5033;молдинг;2000;;;;1.51.352;;36;;;;;Нет;ВР000005503;;4,00;93,00;21;;;;Интерьерный декор;молдинги;
5034;молдинг;2000;;;;1.51.325;;125;;;;;Нет;ВР000002935;;4,00;93,00;15;;;;Интерьерный декор;молдинги;
5035;молдинг;2000;;;;1.51.312;;40;;;;;Нет;ВР000001595;;4,00;72,50;19;;;;Интерьерный декор;молдинги;
5036;молдинг;2000;;;;1.51.332;;50;;;;;Нет;ВР001023823;;4,00;93,00;16;;;;Интерьерный декор;молдинги;
5037;молдинг;2000;;;;1.51.350;;139;;;;;Нет;ВР000005488;;4,00;93,00;36;;;;Интерьерный декор;молдинги;
5038;молдинг;2000;;;;1.51.326;;50;;;;;Нет;ВР000004305;;4,00;72,50;28;;;;Интерьерный декор;молдинги;
5039;молдинг;2000;;;;1.51.308;;41;;;;;Нет;ВР000001175;;4,00;72,50;20;;;;Интерьерный декор;молдинги;
5040;молдинг;2000;;;;1.51.309;;74;;;;;Нет;ВР000001170;;4,00;93,00;21;;;;Интерьерный декор;молдинги;
5041;молдинг;2000;;;;1.51.310;;96;;;;;Нет;ВР000001183;;4,00;93,00;19;;;;Интерьерный декор;молдинги;
5042;молдинг;2000;;;;1.51.313;;53;;;;;Нет;ВР000004235;;4,00;93,00;20;;;;Интерьерный декор;молдинги;
5043;молдинг;2000;;;;1.51.315;;75;;;;;Нет;ВР000001942;;4,00;93,00;22;;;;Интерьерный декор;молдинги;
5044;молдинг;2000;;;;1.51.316;;90;;;;;Нет;ВР000002045;;4,00;93,00;18;;;;Интерьерный декор;молдинги;
5045;молдинг;2000;;;;1.51.317;;101;;;;;Нет;ВР000002067;;4,00;93,00;20;;;;Интерьерный декор;молдинги;
5046;молдинг;2000;;;;1.51.318;;65;;;;;Нет;ВР000002158;;4,00;93,00;32;;;;Интерьерный декор;молдинги;
5047;молдинг;2000;;;;1.51.319;;124;;;;;Нет;ВР000002566;;4,00;93,00;30;;;;Интерьерный декор;молдинги;
5048;молдинг;2000;;;;1.51.320;;113;;;;;Нет;ВР000002330;;4,00;93,00;20;;;;Интерьерный декор;молдинги;
5049;молдинг;2000;;;;1.51.322;;25;;;;;Нет;ВР001022869;;4,00;93,00;12;;;;Интерьерный декор;молдинги;
5050;молдинг;2000;;;;1.51.328;;46;;;;;Нет;ВР000005631;;4,00;93,00;30;;;;Интерьерный декор;молдинги;
5051;молдинг;2000;;;;1.51.330;;60;;;;;Нет;ВР000004389;;4,00;93,00;28;;;;Интерьерный декор;молдинги;
5052;молдинг;2000;;;;1.51.333;;57;;;;;Нет;ВР000004893;;4,00;93,00;27;;;;Интерьерный декор;молдинги;
5053;молдинг;2000;;;;1.51.340;;78;;;;;Нет;ВР000002481;;4,00;93,00;25;;;;Интерьерный декор;молдинги;
5054;молдинг;2000;;;;1.51.341;;75;;;;;Нет;ВР001007514;;4,00;93,00;21;;;;Интерьерный декор;молдинги;
5055;молдинг;2000;;;;1.51.342;;75;;;;;Нет;ВР001007515;;4,00;93,00;15;;;;Интерьерный декор;молдинги;
5056;молдинг;2000;;;;1.51.343;;75;;;;;Нет;ВР001007516;;4,00;93,00;12;;;;Интерьерный декор;молдинги;
5057;молдинг;2000;;;;1.51.344;;90;;;;;Нет;ВР001007518;;4,00;93,00;18;;;;Интерьерный декор;молдинги;
5058;молдинг;2000;;;;1.51.351;;58;;;;;Нет;ВР000005561;;4,00;93,00;28;;;;Интерьерный декор;молдинги;
5059;молдинг;2000;;;;1.51.380;;220;;;;;Нет;ВР000004027;;4,50;103,00;25;;;;Интерьерный декор;молдинги;
5060;молдинг;2000;;;;1.51.401;;22;;;;;Нет;ВР000005728;;4,00;93,00;12;;;;Интерьерный декор;молдинги;
5061;молдинг;2000;;;;1.51.323;;32;;;;;Нет;ВР001022870;;4,00;93,00;10;;;;Интерьерный декор;молдинги;
5062;молдинг;2000;;;;1.51.339;;56;;;;;Нет;ВР001023833;;4,00;93,00;13;;;;Интерьерный декор;молдинги;
5063;молдинг;2000;;;;1.51.331;;67;;;;;Нет;ВР001023821;;4,00;93,00;20;;;;Интерьерный декор;молдинги;
5064;молдинг;2000;;;;1.51.336;;66;;;;;Нет;ВР001023829;;4,00;93,00;12;;;;Интерьерный декор;молдинги;
5065;молдинг;2000;;;;1.51.334;;33;;;;;Нет;ВР001023825;;4,00;93,00;14;;;;Интерьерный декор;молдинги;
5066;молдинг;2000;;;;1.51.335;;75;;;;;Нет;ВР001023827;;4,00;93,00;16;;;;Интерьерный декор;молдинги;
5067;молдинг;2000;;;;1.51.337;;78;;;;;Нет;ВР001023831;;4,00;93,00;14;;;;Интерьерный декор;молдинги;
5068;молдинг;2000;;;;1.51.348;;49;;;;;Нет;ВР002025333;;4,00;93,00;25;;;;Интерьерный декор;молдинги;
5069;молдинг;2000;;;;1.51.349;;105;;;;;Нет;ВР002025335;;4,00;93,00;20;;;;Интерьерный декор;молдинги;
5070;молдинг;2000;;;;1.51.329;;23;;;;;Нет;ВР001023819;;4,00;93,00;12;;;;Интерьерный декор;молдинги;
5071;молдинг;2000;;;;1.51.347;;91;;;;;Нет;ВР002025135;;4,00;93,00;27;;;;Интерьерный декор;молдинги;
5072;молдинг;2000;;;;1.51.355;;102;;;;;Нет;ВР002025434;;4,00;93,00;33;;;;Интерьерный декор;молдинги;
5073;молдинг;2000;;;;1.51.354;;68;;;;;Нет;ВР002025432;;4,00;93,00;26;;;;Интерьерный декор;молдинги;
5074;молдинг FLEX;2000;;;;1.51.311;;86;;;;;Да;ВР000005927;;4,00;93,00;20;550;550;1500;Интерьерный декор;гибкие молдинги;
5075;молдинг FLEX;2000;;;;1.51.314;;66;;;;;Да;ВР000005928;;4,00;93,00;18;550;550;1500;Интерьерный декор;гибкие молдинги;
5076;молдинг FLEX;2000;;;;1.51.327;;80;;;;;Да;ВР000005938;;4,00;93,00;21;550;550;1000;Интерьерный декор;гибкие молдинги;
5077;молдинг FLEX;2000;;;;1.51.301;;42;;;;;Да;ВР000005917;;4,00;72,50;16;550;550;550;Интерьерный декор;гибкие молдинги;
5078;молдинг FLEX;2000;;;;1.51.305;;28;;;;;Да;ВР000005916;;4,00;72,50;15;550;550;550;Интерьерный декор;гибкие молдинги;
5079;молдинг FLEX;2000;;;;1.51.321;;19;;;;;Да;ВР000005947;;4,00;72,50;8;550;550;550;Интерьерный декор;гибкие молдинги;
5080;молдинг FLEX;2000;;;;1.51.400;;44;;;;;Да;ВР000006106;;4,00;72,50;16;550;550;550;Интерьерный декор;гибкие молдинги;
5081;молдинг FLEX;2000;;;;1.51.302;;60;;;;;Да;ВР000005918;;4,00;93,00;25;550;550;1000;Интерьерный декор;гибкие молдинги;
5082;молдинг FLEX;2000;;;;1.51.303;;82;;;;;Да;ВР000005919;;4,00;72,50;19;550;550;1500;Интерьерный декор;гибкие молдинги;
5083;молдинг FLEX;2000;;;;1.51.304;;51;;;;;Да;ВР000005921;;4,00;72,50;25;550;550;550;Интерьерный декор;гибкие молдинги;
5084;молдинг FLEX;2000;;;;1.51.306;;31;;;;;Да;ВР000005924;;4,00;93,00;10;550;550;550;Интерьерный декор;гибкие молдинги;
5085;молдинг FLEX;2000;;;;1.51.307;;96;;;;;Да;ВР000005920;;4,00;93,00;25;550;550;1500;Интерьерный декор;гибкие молдинги;
5086;молдинг FLEX;2000;;;;1.51.324;;54;;;;;Да;ВР000005936;;4,00;93,00;12;550;550;1500;Интерьерный декор;гибкие молдинги;
5087;молдинг FLEX;2000;;;;1.51.352;;36;;;;;Да;ВР000005945;;4,00;93,00;21;550;550;550;Интерьерный декор;гибкие молдинги;
5088;молдинг FLEX;2000;;;;1.51.325;;125;;;;;Да;ВР000005941;;4,00;93,00;15;550;550;2500;Интерьерный декор;гибкие молдинги;
5089;молдинг FLEX;2000;;;;1.51.312;;40;;;;;Да;ВР000005926;;4,00;72,50;19;550;550;1500;Интерьерный декор;гибкие молдинги;
5090;молдинг FLEX;2000;;;;1.51.332;;50;;;;;Да;ВР001023824;;4,00;93,00;16;550;550;1000;Интерьерный декор;гибкие молдинги;
5091;молдинг FLEX;2000;;;;1.51.350;;139;;;;;Да;ВР000005943;;4,00;93,00;36;550;550;2500;Интерьерный декор;гибкие молдинги;
5092;молдинг FLEX;2000;;;;1.51.326;;50;;;;;Да;ВР000005940;;4,00;72,50;28;550;550;550;Интерьерный декор;гибкие молдинги;
5093;молдинг FLEX;2000;;;;1.51.308;;41;;;;;Да;ВР000005922;;4,00;72,50;20;550;550;550;Интерьерный декор;гибкие молдинги;
5094;молдинг FLEX;2000;;;;1.51.309;;74;;;;;Да;ВР000005923;;4,00;93,00;21;550;550;1000;Интерьерный декор;гибкие молдинги;
5095;молдинг FLEX;2000;;;;1.51.310;;96;;;;;Да;ВР000005925;;4,00;93,00;19;550;550;1500;Интерьерный декор;гибкие молдинги;
5096;молдинг FLEX;2000;;;;1.51.313;;53;;;;;Да;ВР000005939;;4,00;93,00;20;550;550;550;Интерьерный декор;гибкие молдинги;
5097;молдинг FLEX;2000;;;;1.51.315;;75;;;;;Да;ВР000005929;;4,00;93,00;22;550;550;1000;Интерьерный декор;гибкие молдинги;
5098;молдинг FLEX;2000;;;;1.51.316;;90;;;;;Да;ВР000005930;;4,00;93,00;18;550;550;1500;Интерьерный декор;гибкие молдинги;
5099;молдинг FLEX;2000;;;;1.51.317;;101;;;;;Да;ВР000005931;;4,00;93,00;20;550;550;1500;Интерьерный декор;гибкие молдинги;
5100;молдинг FLEX;2000;;;;1.51.318;;65;;;;;Да;ВР000005932;;4,00;93,00;32;550;550;550;Интерьерный декор;гибкие молдинги;
5101;молдинг FLEX;2000;;;;1.51.319;;124;;;;;Да;ВР000005937;;4,00;93,00;30;550;550;1500;Интерьерный декор;гибкие молдинги;
5102;молдинг FLEX;2000;;;;1.51.320;;113;;;;;Да;ВР000005933;;4,00;93,00;20;550;550;1500;Интерьерный декор;гибкие молдинги;
5103;молдинг FLEX;2000;;;;1.51.322;;25;;;;;Да;ВР001022872;;4,00;93,00;12;550;550;550;Интерьерный декор;гибкие молдинги;
5104;молдинг FLEX;2000;;;;1.51.328;;46;;;;;Да;ВР000005946;;4,00;93,00;30;550;550;550;Интерьерный декор;гибкие молдинги;
5105;молдинг FLEX;2000;;;;1.51.330;;60;;;;;Да;ВР000005951;;4,00;93,00;28;550;550;550;Интерьерный декор;гибкие молдинги;
5106;молдинг FLEX;2000;;;;1.51.333;;57;;;;;Да;ВР000005942;;4,00;93,00;27;550;550;550;Интерьерный декор;гибкие молдинги;
5107;молдинг FLEX;2000;;;;1.51.340;;78;;;;;Да;ВР000005934;;4,00;93,00;25;550;550;1000;Интерьерный декор;гибкие молдинги;
5108;молдинг FLEX;2000;;;;1.51.341;;75;;;;;Да;ВР001008158;;4,00;93,00;21;550;550;1000;Интерьерный декор;гибкие молдинги;
5109;молдинг FLEX;2000;;;;1.51.342;;75;;;;;Да;ВР001008159;;4,00;93,00;15;550;550;1500;Интерьерный декор;гибкие молдинги;
5110;молдинг FLEX;2000;;;;1.51.343;;75;;;;;Да;ВР001008161;;4,00;93,00;12;550;550;1500;Интерьерный декор;гибкие молдинги;
5111;молдинг FLEX;2000;;;;1.51.344;;90;;;;;Да;ВР001008160;;4,00;93,00;18;550;550;1500;Интерьерный декор;гибкие молдинги;
5112;молдинг FLEX;2000;;;;1.51.351;;58;;;;;Да;ВР000005944;;4,00;93,00;28;550;550;550;Интерьерный декор;гибкие молдинги;
5113;молдинг FLEX;2000;;;;1.51.380;;220;;;;;Да;ВР000005935;;4,50;103,00;25;550;550;3500;Интерьерный декор;гибкие молдинги;
5114;молдинг FLEX;2000;;;;1.51.401;;22;;;;;Да;ВР000005948;;4,00;93,00;12;550;550;550;Интерьерный декор;гибкие молдинги;
5115;молдинг FLEX;2000;;;;1.51.323;;32;;;;;Да;ВР001022871;;4,00;93,00;10;550;550;550;Интерьерный декор;гибкие молдинги;
5116;молдинг FLEX;2000;;;;1.51.339;;56;;;;;Да;ВР001023834;;4,00;93,00;13;550;550;1000;Интерьерный декор;гибкие молдинги;
5117;молдинг FLEX;2000;;;;1.51.331;;67;;;;;Да;ВР001023822;;4,00;93,00;20;550;550;1000;Интерьерный декор;гибкие молдинги;
5118;молдинг FLEX;2000;;;;1.51.336;;66;;;;;Да;ВР001023830;;4,00;93,00;12;550;550;1500;Интерьерный декор;гибкие молдинги;
5119;молдинг FLEX;2000;;;;1.51.334;;33;;;;;Да;ВР001023826;;4,00;93,00;14;550;550;1000;Интерьерный декор;гибкие молдинги;
5120;молдинг FLEX;2000;;;;1.51.335;;75;;;;;Да;ВР001023828;;4,00;93,00;16;550;550;1000;Интерьерный декор;гибкие молдинги;
5121;молдинг FLEX;2000;;;;1.51.337;;78;;;;;Да;ВР001023832;;4,00;93,00;14;550;550;1500;Интерьерный декор;гибкие молдинги;
5122;молдинг FLEX;2000;;;;1.51.348;;49;;;;;Да;ВР002025334;;4,00;93,00;25;550;550;;Интерьерный декор;гибкие молдинги;
5123;молдинг FLEX;2000;;;;1.51.349;;105;;;;;Да;ВР002025336;;4,00;93,00;20;550;550;;Интерьерный декор;гибкие молдинги;
5124;молдинг FLEX;2000;;;;1.51.329;;23;;;;;Да;ВР001023820;;4,00;93,00;12;550;550;550;Интерьерный декор;гибкие молдинги;
5125;молдинг FLEX;2000;;;;1.51.347;;91;;;;;Да;ВР002025136;;4,00;93,00;27;550;550;;Интерьерный декор;гибкие молдинги;
5126;молдинг FLEX;2000;;;;1.51.355;;102;;;;;Да;ВР002025435;;4,00;93,00;33;550;550;2000;Интерьерный декор;гибкие молдинги;
5127;молдинг FLEX;2000;;;;1.51.354;;68;;;;;Да;ВР002025433;;4,00;93,00;26;550;550;1000;Интерьерный декор;гибкие молдинги;
5128;плинтус;2000;;;;1.53.102;;150;22;;;;Нет;ВР000004322;;4,00;93,00;;;;;Интерьерный декор;плинтусы;
5129;плинтус;2000;;;;1.53.103;;110;15;;;;Нет;ВР000004323;;4,00;93,00;;;;;Интерьерный декор;плинтусы;
5130;плинтус;2000;;;;1.53.104;;120;25;;;;Нет;ВР001005248;;4,00;93,00;;;;;Интерьерный декор;плинтусы;
5131;плинтус;2000;;;;1.53.105;;160;24;;;;Нет;ВР001022003;;4,50;103,00;;;;;Интерьерный декор;плинтусы;
5132;плинтус;2000;;;;1.53.106;;70;17;;;;Нет;ВР001022873;;4,00;93,00;;;;;Интерьерный декор;плинтусы;
5133;плинтус;2000;;;;1.53.107;;80;22;;;;Нет;ВР001022874;;4,00;93,00;;;;;Интерьерный декор;плинтусы;
5134;плинтус;2000;;;;1.53.109;;98;16;;;;Нет;ВР002025436;;4,00;93,00;;;;;Интерьерный декор;плинтусы;
5135;плинтус;2000;;;;1.53.101;;110;26;;;;Нет;ВР000004321;;4,00;93,00;;;;;Интерьерный декор;плинтусы;
5136;плинтус FLEX;2000;;;;1.53.102;;150;22;;;;Да;ВР000005960;;4,00;93,00;;550;550;;Интерьерный декор;гибкие плинтусы;
5137;плинтус FLEX;2000;;;;1.53.103;;110;15;;;;Да;ВР000005961;;4,00;93,00;;550;550;;Интерьерный декор;гибкие плинтусы;
5138;плинтус FLEX;2000;;;;1.53.104;;120;25;;;;Да;ВР001022004;;4,00;93,00;;550;550;;Интерьерный декор;гибкие плинтусы;
5139;плинтус FLEX;2000;;;;1.53.105;;160;24;;;;Да;ВР001022005;;4,50;103,00;;550;550;;Интерьерный декор;гибкие плинтусы;
5140;плинтус FLEX;2000;;;;1.53.106;;70;17;;;;Да;ВР001022876;;4,00;93,00;;550;550;;Интерьерный декор;гибкие плинтусы;
5141;плинтус FLEX;2000;;;;1.53.107;;80;22;;;;Да;ВР001022875;;4,00;93,00;;550;550;;Интерьерный декор;гибкие плинтусы;
5142;плинтус FLEX;2000;;;;1.53.109;;98;16;;;;Да;ВР002025437;;4,00;93,00;;550;550;;Интерьерный декор;гибкие плинтусы;
5143;плинтус FLEX;2000;;;;1.53.101;;110;26;;;;Да;ВР000005959;;4,00;93,00;;550;550;;Интерьерный декор;гибкие плинтусы;
5144;угловой элемент;;285;285;;1.52.326;;;;;;;Нет;ВР000004306;;4,00;28,00;30;;;;Интерьерный декор;угловые элементы;
5145;угловой элемент;;210;210;;1.52.301;;;;;;;Нет;ВР000001080;;4,00;24,00;16;;;;Интерьерный декор;угловые элементы;
5146;угловой элемент;;215;215;;1.52.302;;;;;;;Нет;ВР000001300;;4,00;24,00;25;;;;Интерьерный декор;угловые элементы;
5147;угловой элемент;;395;215;;1.52.290;;;;;;;Нет;ВР000001732;;4,00;18,10;24;;;;Интерьерный декор;угловые элементы;
5148;угловой элемент;;395;215;;1.52.293;;;;;;;Нет;ВР000001733;;4,00;18,10;24;;;;Интерьерный декор;угловые элементы;
5149;угловой элемент;;255;255;;1.52.292;;;;;;;Нет;ВР000001755;;4,00;24,00;19;;;;Интерьерный декор;угловые элементы;
5150;угловой элемент;;270;270;;1.52.288;;;;;;;Нет;ВР000005304;;4,00;24,00;32;;;;Интерьерный декор;угловые элементы;
5151;угловой элемент;;260;260;;1.52.294;;;;;;;Нет;ВР000001643;;4,00;24,00;19;;;;Интерьерный декор;угловые элементы;
5152;угловой элемент;;195;195;;1.52.291;;;;;;;Нет;ВР000001731;;4,00;18,10;22;;;;Интерьерный декор;угловые элементы;
