IE_XML_ID;IE_NAME;IP_PROP157;IP_PROP160;IP_PROP253;IP_PROP257;IP_PROP258;CV_PRICE_1
6012;капитель 4.51.301;Нет;ВР001005120;5230;18,83;18,83;1062.00
6013;капитель 4.15.101;Нет;ВР001004949;11187;42,57;42,57;2389.00
6014;капитель 4.15.201;Нет;ВР001005016;9936;37,66;37,66;2123.00
6015;капитель 4.15.301;Нет;ВР001005076;14083;53,21;53,21;3008.00
6016;капитель 4.21.101;Нет;ВР001022010;8703;33,16;33,16;1860.00
6017;капитель 4.21.201;Нет;ВР001022011;8703;33,16;33,16;1860.00
6018;капитель 4.21.301;Нет;ВР001022012;12421;47,07;47,07;2655.00
6019;капитель 4.41.101;Нет;ВР001004964;15240;54,85;54,85;3095.00
6020;капитель 4.41.201;Нет;ВР001005040;10626;36,43;36,43;2045.00
6021;капитель 4.41.301;Нет;ВР001005097;11506;41,34;41,34;2336.00
6022;капитель 4.45.101;Нет;ВР001004961;6943;24,97;24,97;1408.00
6023;капитель 4.45.201;Нет;ВР001005036;4599;16,78;16,78;932.00
6024;капитель 4.45.301;Нет;ВР001005101;5230;18,83;18,83;1062.00
6025;капитель 4.51.101;Нет;ВР001004980;3949;14,33;14,33;800.00
6026;капитель 4.51.201;Нет;ВР001005058;3949;14,33;14,33;800.00
6027;капитель 4.11.101;Нет;ВР001004953;24586;92,92;92,92;5255.00
6028;капитель 4.11.201;Нет;ВР001005020;21860;82,68;82,68;4671.00
6029;капитель 4.11.301;Нет;ВР001005080;30942;117,07;117,07;6613.00
6030;капитель 4.15.102;Нет;ВР002025160;18622;70,4;70,4;3981.00
6031;регул 4.37.101;Нет;ВР001004975;1153;4,09;4,09;234.00
6032;регул 4.07.101;Нет;ВР001004948;1096;4,09;4,09;234.00
6033;мутул 4.05.102;Нет;ВР001022589;5603;21,28;21,28;1195.00
6034;мутул 4.35.102;Нет;ВР001004988;1766;6,55;6,55;357.00
6035;мутул 4.35.101;Нет;ВР001004974;2290;8,19;8,19;463.00
6036;мутул 4.05.101;Нет;ВР001004947;5979;22,51;22,51;1276.00
6037;модильон 4.08.301;Нет;ВР001005084;1765;6,96;6,96;375.00
6038;модильон 4.08.302;Нет;ВР001022579;1096;4,09;4,09;234.00
6039;модильон 4.38.301;Нет;ВР001005106;1153;4,09;4,09;234.00
6040;модильон 4.38.302;Нет;ВР001005127;1153;4,09;4,09;234.00
6041;триглиф 4.36.101;Нет;ВР001004967;1587;5,73;5,73;320.00
6042;триглиф 4.06.101;Нет;ВР001004946;3152;12,28;12,28;673.00
6043;ствол 4.52.102;Нет;ВР001004982;18364;62,63;62,63;3537.00
6044;ствол 4.52.301;Нет;ВР001005121;13076;47,07;47,07;2655.00
6045;ствол 4.16.101;Нет;ВР001004950;66164;250,1;250,1;14143.00
6046;ствол 4.16.102;Нет;ВР001004951;41357;156,36;156,36;8841.00
6047;ствол 4.16.201;Нет;ВР001005017;53777;203,43;203,43;11494.00
6048;ствол 4.16.202;Нет;ВР001022042;49632;187,88;187,88;10608.00
6049;ствол 4.16.301;Нет;ВР001005077;41357;156,36;156,36;8841.00
6050;ствол 4.22.101;Нет;ВР001022013;41357;156,36;156,36;8841.00
6051;ствол 4.22.102;Нет;ВР001022039;37228;140,81;140,81;7957.00
6052;ствол 4.22.201;Нет;ВР001022014;37228;140,81;140,81;7957.00
6053;ствол 4.22.202;Нет;ВР001022040;37228;140,81;140,81;7957.00
6054;ствол 4.22.301;Нет;ВР001022015;38050;144,08;144,08;8134.00
6055;ствол 4.22.302;Нет;ВР001022041;33082;125,25;125,25;7072.00
6056;ствол 4.42.101;Нет;ВР001004965;42162;151,45;151,45;8560.00
6057;ствол 4.42.201;Нет;ВР001005041;34482;124,02;124,02;7003.00
6058;ствол 4.42.301;Нет;ВР001005098;28747;103,15;103,15;5837.00
6059;ствол 4.46.101;Нет;ВР001004962;19170;68,77;68,77;3892.00
6060;ствол 4.46.201;Нет;ВР001005037;15689;56,49;56,49;3184.00
6061;ствол 4.46.301;Нет;ВР001005102;13076;47,07;47,07;2655.00
6062;ствол 4.52.101;Нет;ВР001004981;17420;62,63;62,63;3537.00
6063;ствол 4.52.201;Нет;ВР001005059;17420;62,63;62,63;3537.00
6064;ствол 4.52.202;Нет;ВР001005060;20901;75,32;75,32;4245.00
6065;ствол 4.52.302;Нет;ВР001005122;10459;37,66;37,66;2123.00
6066;верхний фрагмент ствола 4.16.001;Нет;ВР002025163;18211;68,77;68,77;3892.00
6067;фрагмент ствола 4.16.002;Нет;ВР002025404;18622;70,4;70,4;3981.00
6068;ствол 4.12.301;Нет;ВР001005081;90989;343,83;343,83;19449.00
6069;ствол 4.12.101;Нет;ВР001004954;145554;550,13;550,13;31116.00
6070;ствол 4.12.102;Нет;ВР001004955;90989;343,83;343,83;19449.00
6071;ствол 4.12.202;Нет;ВР001022043;109182;412,6;412,6;23337.00
6072;ствол 4.12.201;Нет;ВР001005021;118280;446,98;446,98;25283.00
6104;E01.M.290 / Клей Европласт Монтажный 290 мл.;Нет;ЧХ002025782;3121;10,95;10,95;498.00
6105;E04.U.290 / Клей Европласт универсальный 290 мл.;Нет;ЧХ002025783;4722;14,53;14,53;960.00
6107;E02.S.290 / Клей Европласт стыковочный 290 мл.;Нет;ЧХ002025785;6149;27,01;27,01;1200.00
6108;карниз 1.50.101;Нет;ВР001024048;5905;18,16;18,16;1318.00
6109;карниз 1.50.101 гибкий;Да;ВР002028661;11810;36,33;36,33;2635.00
6110;карниз 1.50.199 гибкий;Да;ВР002028428;12496;40,94;40,94;2781.00
6111;карниз 1.50.199;Нет;ВР002025287;6248;20,47;20,47;1391.00
6112;молдинг 1.51.353;Нет;ВР002025430;3830;12,07;12,07;855.00
6113;молдинг 1.51.353 гибкий;Да;ВР002028512;7659;24,15;24,15;1708.00
6114;молдинг 1.51.356;Нет;ВР002025479;4821;15,2;15,2;1075.00
6115;молдинг 1.51.356 гибкий;Да;ВР002028515;9642;30,39;30,39;2149.00
6135;откос 4.88.001;Нет;ВР002025306;14495;54,85;54,85;3097.00
6168;элемент камина 1.64.004;Нет;ВР002025747;67925;203,49;203,49;14392.00
6169;элемент камина 1.64.005;Нет;ВР002025748;34447;103,29;103,29;7300.00
6171;элемент камина 1.64.005;Нет;ВР002025748;34447;103,29;103,29;7300.00
6172;карниз 1.50.108;Нет;ВР001023155;11414;35,19;35,19;2547.00
6173;карниз 1.50.161;Нет;ВР002025141;6248;20,47;20,47;1391.00
6174;карниз 1.50.179;Нет;ВР002025139;6014;19,29;19,29;1339.00
6175;карниз 1.50.189;Нет;ВР001023817;6248;20,47;20,47;1391.00
6176;карниз 1.50.207;Нет;ВР002025475;6213;20,07;20,07;1385.00
6177;карниз 1.50.274;Нет;ВР002025532;6248;20,47;20,47;1391.00
6178;карниз 1.50.275;Нет;ВР002025578;11577;36,99;36,99;2583.00
6179;молдинг 1.51.346;Нет;ВР002025133;4118;13,24;13,24;919.00
6180;розетка 1.56.040;Нет;ВР002025329;20064;63,53;63,53;4476.00
6181;розетка 1.56.041;Нет;ВР002025487;13941;44,04;44,04;3110.00
6182;кронштейн 1.19.007;Нет;ВР002025530;7711;24,55;24,55;1719.00
6183;кронштейн 1.19.008;Нет;ВР002025531;7711;24,55;24,55;1719.00
6184;капитель 1.21.008;Нет;ВР002025694;7928;24,94;24,94;1766.00
6185;ствол 1.22.050;Нет;ВР002025695;11668;37,03;37,03;2603.00
6186;база 1.23.600;Нет;ВР002025696;8308;26,11;26,11;1851.00
6188;карниз 4.91.001;Нет;ВР002027812;41460;148,99;148,99;8420.00
6189;карниз 4.91.004;Нет;ВР002027810;53903;193,61;193,61;10946.00
6194;карниз 1.50.208 гибкий;Да;ВР002028435;12496;40,94;40,94;2781.00
6195;карниз 1.50.204 гибкий;Да;ВР002028433;11233;36,99;36,99;2503.00
6196;карниз 1.50.189 гибкий;Да;ВР002028418;12496;40,94;40,94;2781.00
6198;замковый камень 4.85.004;Нет;ВР002027803;5208;19,72;19,72;1113.00
