IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP747;IP_PROP749
5945;наличник;4.84.001;N;;
5946;наличник;4.84.002;N;;
5947;наличник;4.84.003;N;;
5948;наличник;4.84.051;N;;
5949;наличник;4.84.052;N;;
5950;наличник;4.84.053;N;;
5951;арочное обрамление;4.87.031;N;;
5952;арочное обрамление;4.87.032;N;;
5953;арочное обрамление;4.87.033;N;;
5954;замковый камень;4.85.001;N;;
5955;замковый камень;4.85.002;N;;
5956;замковый камень;4.85.003;N;;
5957;подоконный элемент;4.82.001;N;;
5958;подоконный элемент;4.82.002;N;;
5959;подоконный элемент;4.82.003;N;;
5960;подоконный элемент;4.82.101;N;;
5961;подоконный элемент;4.82.201;N;;
5962;подоконный элемент;4.82.202;N;;
5963;подоконный элемент;4.82.301;N;;
5964;подоконный элемент;4.82.302;N;;
5965;кронштейн-пьедестал;4.83.101;N;;
5966;кронштейн-пьедестал;4.83.102;N;;
5967;кронштейн-пьедестал;4.83.201;N;;
5968;кронштейн-пьедестал;4.83.202;N;;
5969;кронштейн-пьедестал;4.83.301;N;;
5970;кронштейн-пьедестал;4.83.302;N;;
5971;руст;4.86.003;N;;
5972;руст;4.86.004;N;;
5973;руст;4.86.005;N;;
5974;руст;4.86.001;N;;
5975;руст;4.86.002;N;;
5982;угловой элемент;1.52.361;N;Y;11
5983;база;4.17.302;N;;
5984;база;4.53.201;N;;
5985;база;4.53.301;N;;
5986;база;4.17.101;N;;
5987;база;4.17.201;N;;
5988;база;4.17.202;N;;
5989;база;4.17.301;N;;
5990;база;4.23.101;N;;
5991;база;4.23.201;N;;
5992;база;4.23.301;N;;
5993;база;4.43.101;N;;
5994;база;4.43.201;N;;
5995;база;4.43.202;N;;
5996;база;4.43.301;N;;
5997;база;4.43.302;N;;
5998;база;4.47.101;N;;
5999;база;4.47.201;N;;
6000;база;4.47.202;N;;
6001;база;4.47.301;N;;
6002;база;4.47.302;N;;
6003;база;4.53.101;N;;
6004;база;4.53.302;N;;
6005;база;4.13.101;N;;
6006;база;4.13.201;N;;
6007;база;4.13.202;N;;
6008;база;4.13.301;N;;
6009;база;4.13.302;N;;
6010;база;4.17.002;N;;
6011;база;4.17.001;N;;
6012;капитель;4.51.301;N;;
6013;капитель;4.15.101;N;;
6014;капитель;4.15.201;N;;
6015;капитель;4.15.301;N;;
6016;капитель;4.21.101;N;;
6017;капитель;4.21.201;N;;
6018;капитель;4.21.301;N;;
6019;капитель;4.41.101;N;;
6020;капитель;4.41.201;N;;
6021;капитель;4.41.301;N;;
6022;капитель;4.45.101;N;;
6023;капитель;4.45.201;N;;
6024;капитель;4.45.301;N;;
6025;капитель;4.51.101;N;;
6026;капитель;4.51.201;N;;
6027;капитель;4.11.101;N;;
6028;капитель;4.11.201;N;;
6029;капитель;4.11.301;N;;
6030;капитель;4.15.102;N;;
6031;регул;4.37.101;N;;
6032;регул;4.07.101;N;;
6033;мутул;4.05.102;N;;
6034;мутул;4.35.102;N;;
6035;мутул;4.35.101;N;;
6036;мутул;4.05.101;N;;
6037;модильон;4.08.301;N;;
6038;модильон;4.08.302;N;;
6039;модильон;4.38.301;N;;
6040;модильон;4.38.302;N;;
6041;триглиф;4.36.101;N;;
6042;триглиф;4.06.101;N;;
6043;ствол;4.52.102;N;;
6044;ствол;4.52.301;N;;
6045;ствол;4.16.101;N;;
6046;ствол;4.16.102;N;;
6047;ствол;4.16.201;N;;
6048;ствол;4.16.202;N;;
6049;ствол;4.16.301;N;;
6050;ствол;4.22.101;N;;
6051;ствол;4.22.102;N;;
6052;ствол;4.22.201;N;;
6053;ствол;4.22.202;N;;
6054;ствол;4.22.301;N;;
6055;ствол;4.22.302;N;;
6056;ствол;4.42.101;N;;
6057;ствол;4.42.201;N;;
6058;ствол;4.42.301;N;;
6059;ствол;4.46.101;N;;
6060;ствол;4.46.201;N;;
6061;ствол;4.46.301;N;;
6062;ствол;4.52.101;N;;
6063;ствол;4.52.201;N;;
6064;ствол;4.52.202;N;;
6065;ствол;4.52.302;N;;
6066;верхний фрагмент ствола;4.16.001;N;;
6067;фрагмент ствола;4.16.002;N;;
6068;ствол;4.12.301;N;;
6069;ствол;4.12.101;N;;
6070;ствол;4.12.102;N;;
6071;ствол;4.12.202;N;;
6072;ствол;4.12.201;N;;
6073;колонна;4.30.301;N;;
6074;колонна;4.30.201;N;;
6075;колонна;4.30.202;N;;
6076;колонна;4.30.101;N;;
6077;колонна;4.30.102;N;;
6078;колонна;4.30.104;N;;
6079;колонна;4.30.204;N;;
6080;колонна;4.30.304;N;;
6081;полуколонна;4.10.301;N;;
6082;полуколонна;4.10.201;N;;
6083;полуколонна;4.10.202;N;;
6084;полуколонна;4.10.101;N;;
6085;полуколонна;4.10.102;N;;
6086;полуколонна;4.10.104;N;;
6087;полуколонна;4.10.103;N;;
6088;полуколонна;4.10.204;N;;
6089;полуколонна;4.10.305;N;;
6090;пилястра;4.20.301;N;;
6091;пилястра;4.20.302;N;;
6092;пилястра;4.20.201;N;;
6093;пилястра;4.20.202;N;;
6094;пилястра;4.20.101;N;;
6095;пилястра;4.20.102;N;;
6096;пилястра;4.20.103;N;;
6097;пилястра;4.20.104;N;;
6098;пилястра;4.20.203;N;;
6099;пилястра;4.20.204;N;;
6100;пилястра;4.20.303;N;;
6101;пилястра;4.20.304;N;;
6102;пилястра;4.20.305;N;;
6103;пилястра;4.20.306;N;;
6104;клей монтажный 290 мл;E01.M.290;N;;
6105;клей универсальный 290 мл;E04.U.290;N;;
6106;клей стыковочный 80 мл;k-es80;N;;
6107;клей стыковочный 290 мл;E02.S.290;N;;
6108;карниз;1.50.101;N;;
6109;карниз FLEX;1.50.101;Y;;
6110;карниз FLEX;1.50.199;Y;;
6111;карниз;1.50.199;N;;
6112;молдинг;1.51.353;N;;
6113;молдинг FLEX;1.51.353;Y;;
6114;молдинг;1.51.356;N;;
6115;молдинг FLEX;1.51.356;Y;;
6135;откос;4.88.001;N;;
6136;база;1.54.010;N;;
6168;элемент камина;1.64.004;N;;
6169;элемент камина;1.64.005;N;;
6170;декоративнный камин;1.64.100;N;;
6171;элемент камина;1.64.005;N;;
6172;карниз;1.50.108;N;;
6173;карниз;1.50.161;N;;
6174;карниз;1.50.179;N;;
6175;карниз;1.50.189;N;;
6176;карниз;1.50.207;N;Y;64
6177;карниз;1.50.274;N;;
6178;карниз;1.50.275;N;;
6179;молдинг;1.51.346;N;;
6180;розетка;1.56.040;N;;
6181;розетка;1.56.041;N;;
6182;кронштейн;1.19.007;N;Y;9
6183;кронштейн;1.19.008;N;;
6184;капитель;1.21.008;N;;
6185;ствол;1.22.050;N;;
6186;база;1.23.600;N;;
6187;пилястра;1.20.103;N;;
6188;карниз;4.91.001;N;;
6189;карниз;4.91.004;N;;
6194;карниз FLEX;1.50.208;Y;;
6195;карниз FLEX;1.50.204;Y;Y;23
6196;карниз FLEX;1.50.189;Y;;
6198;замковый камень;4.85.004;N;;
6199;замковый камень;4.85.005;N;;
6200;карниз;4.91.002;N;;
6201;наличник;4.84.005;N;;
6202;кронштейн-пьедестал;4.83.003;N;;
6206;молдинг;1.51.359;N;Y;459
6207;карниз FLEX;1.50.161;Y;;
6208;молдинг FLEX;1.51.359;Y;Y;29
6211;наличник;4.84.004;N;;
6212;наличник;4.84.006;N;;
6213;карниз;4.91.003;N;;
6214;карниз;4.91.005;N;;
6215;фриз;4.33.302;N;;
6216;кронштейн-пьедестал;4.83.002;N;;
6217;фрагмент ствола;4.16.002;N;;
6218;фрагмент ствола;4.16.002;N;;
6313;молдинг FLEX;1.51.346;Y;;
6355;угловой элемент;1.52.322;N;;
6356;угловой элемент;1.52.348;N;;
6357;угловой элемент;1.52.286;N;;
6358;угловой элемент;1.52.287;N;;
6359;карниз FLEX;1.50.108;Y;;
6360;карниз;1.50.213;N;;
6361;карниз FLEX;1.50.213;Y;;
6362;карниз;1.50.279;N;Y;78
6363;карниз;1.50.276;N;;
6364;карниз FLEX;1.50.276;Y;;
6365;карниз;1.50.278;N;Y;99
6366;карниз FLEX;1.50.278;Y;Y;26
6367;розетка;1.56.044;N;;
6368;молдинг;1.51.360;N;;
6369;молдинг FLEX;1.51.360;Y;;
6370;молдинг;1.51.363;N;;
6371;молдинг FLEX;1.51.363;Y;;
6372;молдинг;1.51.362;N;;
6373;молдинг FLEX;1.51.362;Y;;
6374;молдинг;1.51.370;N;;
6375;молдинг FLEX;1.51.370;Y;;
6376;плинтус;1.53.110;N;;
6377;плинтус FLEX;1.53.110;Y;;
6378;колонна;1.30.203;N;;
6379;колонна;1.30.103;N;;
6380;карниз FLEX;1.50.179;Y;;
6381;карниз FLEX;1.50.207;Y;Y;22
6382;карниз FLEX;1.50.275;Y;;
6385;ствол;4.16.003;N;;
6386;ствол;4.16.004;N;;
6387;ствол;4.16.005;N;;
6388;капитель;4.15.202;N;;
6389;капитель;4.15.302;N;;
6390;капитель;4.11.102;N;;
6391;капитель;4.11.202;N;;
6392;капитель;4.11.302;N;;
6393;база;4.13.001;N;;
6394;ствол;4.12.001;N;;
6395;ствол;4.12.002;N;;
6396;ствол;4.12.003;N;;
6397;ствол;4.12.004;N;;
6398;ствол;4.12.005;N;;
6423;карниз FLEX;1.50.271;Y;;
6424;карниз FLEX;1.50.274;Y;;
6429;клей стыковочный 60 мл;E03.S.60;N;;
6430;база;1.54.030;N;;
6431;квадрат;1.54.013;N;;
6432;квадрат;1.54.013;N;;
6433;база;1.54.030;N;;
6434;угловой элемент;1.52.285;N;;
6435;молдинг;1.51.367;N;;
6436;молдинг FLEX;1.51.367;Y;;
6437;карниз;1.50.214;N;;
6438;карниз;1.50.280;N;Y;0
6439;молдинг;1.51.368;N;Y;129
6440;орнамент;1.60.025;N;;
6441;орнамент;1.60.032;N;;
6442;орнамент;1.60.020;N;;
6443;орнамент;1.60.120;N;;
6444;торцевой элемент;4.33.332;N;;
6445;торцевой элемент;4.31.232;N;;
6446;торцевой элемент;4.81.031;N;;
6447;торцевой элемент;4.81.032;N;;
6448;внешний угол;4.32.111;N;;
6449;внешний угол;4.32.312;N;;
6450;внешний угол;4.81.011;N;;
6451;внешний угол;4.81.012;N;;
6452;внутренний угол;4.31.222;N;;
6453;внутренний угол;4.32.221;N;;
6454;внутренний угол;4.81.021;N;;
6455;внутренний угол;4.81.022;N;;
6456;опорный блок;4.78.101;N;;
6457;полукрышка;4.73.211;N;;
6458;полукрышка пирамида;4.76.111;N;;
6459;полуоснование;4.74.111;N;;
6460;полупоручень;4.72.111;N;;
6461;полустолб;4.75.111;N;;
6462;полустолб;4.75.211;N;;
6463;торцевой элемент;4.02.331;N;;
6464;торцевой элемент;4.03.131;N;;
6465;торцевой элемент;4.03.132;N;;
6466;торцевой элемент;4.03.332;N;;
6467;полубалясина;4.71.111;N;;
6468;полубалясина;4.71.211;N;;
6469;торцевой элемент;4.33.331;N;;
6470;торцевой элемент;4.34.131;N;;
6471;торцевой элемент;4.34.231;N;;
6472;внутренний угол;4.32.322;N;;
6473;торцевой элемент;4.32.331;N;;
6474;торцевой элемент;4.32.332;N;;
6475;торцевой элемент;4.33.132;N;;
6476;торцевой элемент;4.33.232;N;;
6477;торцевой элемент;4.04.331;N;;
6478;внешний угол;4.01.111;N;;
6479;внешний угол;4.01.113;N;;
6480;внешний угол;4.01.211;N;;
6481;внешний угол;4.01.212;N;;
6482;внешний угол;4.01.311;N;;
6483;внешний угол;4.02.111;N;;
6484;внешний угол;4.02.211;N;;
6485;внешний угол;4.02.311;N;;
6486;внутренний угол;4.01.121;N;;
6487;внутренний угол;4.01.123;N;;
6488;внутренний угол;4.01.221;N;;
6489;внутренний угол;4.01.222;N;;
6490;внутренний угол;4.01.321;N;;
6491;внутренний угол;4.01.322;N;;
6492;внутренний угол;4.02.121;N;;
6493;плинтус столба;4.79.101;N;;
6497;МОНТАЖНЫЙ КОМПЛЕКТ 101;m_comp_b101;N;;
6498;карниз;1.50.284;N;Y;0
6499;карниз FLEX;1.50.284;Y;Y;13
6500;карниз;1.50.283;N;Y;102
6501;МОНТАЖНЫЙ КОМПЛЕКТ 201;m_comp_b201;N;;
6502;внешний угол;4.32.212;N;;
6503;внутренний угол;4.32.121;N;;
6504;торцевой элемент;4.32.131;N;;
6505;балюстрада;4.70.101;N;;
6506;балюстрада;4.70.102;N;;
6507;балюстрада;4.70.103;N;;
6508;балюстрада;4.70.111;N;;
6509;балюстрада;4.70.112;N;;
6510;балюстрада;4.70.201;N;;
6511;балюстрада;4.70.202;N;;
6512;балюстрада;4.70.203;N;;
6513;балюстрада;4.70.211;N;;
6514;балюстрада;4.70.212;N;;
6515;полукрышка;4.73.111;N;;
6516;полупоручень;4.72.211;N;;
6517;полуоснование;4.74.211;N;;
6518;полукрышка пирамида;4.76.211;N;;
6519;ниша;0-1.61.102-1.61.120;N;;
6520;ниша;0-1.61.101-1.61.110;N;;
6538;орнамент;1.60.026;N;Y;5
6539;орнамент;1.60.029;N;Y;31
6540;карниз;1.50.281;N;;
6541;молдинг;1.51.374;N;;
6542;молдинг FLEX;1.51.374;Y;;
6544;внешний угол;4.32.311;N;;
6545;внутренний угол;4.32.321;N;;
6546;торцевой элемент;4.32.231;N;;
6547;орнамент;1.60.021;N;;
6548;орнамент;1.60.022;N;;
6549;орнамент;1.60.024;N;;
6550;орнамент;1.60.027;N;;
6551;орнамент;1.60.028;N;;
6552;кронштейн;1.19.010;N;;
6553;карниз;1.50.285;N;Y;52
6554;карниз;1.50.286;N;Y;193
6555;карниз;1.50.282;N;Y;37
6564;карниз FLEX;1.50.286;Y;Y;0
6565;карниз;1.50.288;N;;
6566;молдинг;1.51.375;N;;
6581;карниз FLEX;1.50.288;Y;;
6582;карниз FLEX;1.50.280;Y;Y;0
6583;орнамент;1.60.034;N;;
6584;молдинг;1.51.373;N;Y;72
6585;орнамент;1.60.033;N;Y;0
6586;орнамент;1.60.030;N;;
6587;карниз;1.50.277;N;Y;1
6588;розетка;1.56.008;N;Y;0
6589;орнамент;1.60.031;N;;
6590;орнамент;1.60.123;N;;
6591;орнамент;1.60.023;N;;
6592;полуколонна;4.10.205;N;;
6593;полуколонна;4.10.206;N;;
6594;ствол;4.16.004;N;;
6595;ствол;4.16.004;N;;
6596;полуколонна;4.10.307;N;;
6597;полуколонна;4.10.306;N;;
6598;база;4.13.002;N;;
6599;ствол;4.12.002;N;;
6600;ствол;4.12.002;N;;
6601;ствол;4.12.004;N;;
6602;ствол;4.12.004;N;;
6603;колонна;4.30.205;N;;
6604;колонна;4.30.306;N;;
6605;колонна;4.30.206;N;;
6606;колонна;4.30.307;N;;
6611;карниз FLEX;1.50.273;Y;;
6612;молдинг FLEX;1.51.375;Y;;
6613;внешний угол;4.01.312;N;;
6614;сандрик;4.89.001;N;;
6615;орнамент;4.99.001;N;;
6616;орнамент;4.99.002;N;;
6617;внутренний угол;4.02.221;N;;
6618;внутренний угол;4.02.321;N;;
6619;торцевой элемент;4.34.332;N;;
6620;торцевой элемент;4.34.232;N;;
6621;торцевой элемент;4.01.131;N;;
6622;торцевой элемент;4.34.132;N;;
6623;торцевой элемент;4.32.232;N;;
6624;торцевой элемент;4.01.133;N;;
6625;торцевой элемент;4.01.231;N;;
6626;внутренний угол;4.32.222;N;;
6627;торцевой элемент;4.01.232;N;;
6628;внешний угол;4.32.211;N;;
6629;торцевой элемент;4.01.331;N;;
6630;торцевой элемент;4.34.331;N;;
6631;торцевой элемент;4.01.332;N;;
6632;торцевой элемент;4.33.231;N;;
6633;торцевой элемент;4.33.131;N;;
6634;торцевой элемент;4.31.332;N;;
6635;торцевой элемент;4.31.331;N;;
6636;торцевой элемент;4.31.231;N;;
6637;торцевой элемент;4.02.131;N;;
6638;торцевой элемент;4.31.131;N;;
6639;торцевой элемент;4.02.231;N;;
6640;внутренний угол;4.31.322;N;;
6641;торцевой элемент;4.03.132;N;;
6642;внутренний угол;4.31.321;N;;
6643;торцевой элемент;4.03.231;N;;
6644;внутренний угол;4.31.221;N;;
6645;внутренний угол;4.31.121;N;;
6646;торцевой элемент;4.03.232;N;;
6647;торцевой элемент;4.03.331;N;;
6648;внешний угол;4.31.312;N;;
6649;торцевой элемент;4.04.131;N;;
6650;внешний угол;4.31.311;N;;
6651;торцевой элемент;4.04.132;N;;
6652;внешний угол;4.31.212;N;;
6653;торцевой элемент;4.04.231;N;;
6654;внешний угол;4.31.211;N;;
6655;торцевой элемент;4.04.232;N;;
6656;внешний угол;4.31.111;N;;
6657;торцевой элемент;4.04.332;N;;
6658;торцевой элемент;4.82.031;N;;
6659;арочное обрамление FLEX;4.87.031;Y;;
6660;арочное обрамление FLEX;4.87.032;Y;;
6661;арочное обрамление FLEX;4.87.033;Y;;
6662;карниз FLEX;1.50.281;Y;;
6663;карниз FLEX;1.50.282;Y;Y;11
6664;молдинг FLEX;1.51.368;Y;Y;14
6665;молдинг;1.51.364;N;Y;19
6666;элемент камина;1.64.001;N;;
6667;элемент камина;1.64.002;N;;
6668;элемент камина;1.64.003;N;;
6669;декоративнный камин;1.64.101;N;;
6670;карниз FLEX;1.50.277;Y;Y;0
6671;молдинг FLEX;1.51.373;Y;Y;14
6672;розетка;1.56.050;N;;
6674;архитрав FLEX;1.26.001;Y;Y;32
6675;архитрав FLEX;1.26.002;Y;Y;5
6676;архитрав FLEX;1.26.003;Y;Y;0
6683;розетка;1.56.047;N;;
6684;кронштейн;1.19.011;N;Y;25
6707;молдинг;1.51.369;N;Y;14
6708;молдинг;1.51.376;N;Y;1
6709;розетка;1.56.045;N;Y;6
6710;угловой элемент;1.52.352;N;Y;0
6711;кронштейн;1.19.009;N;Y;31
6736;орнамент;1.60.037;N;;
6737;орнамент;1.60.038;N;;
6738;орнамент;1.60.039;N;Y;23
6739;орнамент;1.60.040;N;Y;30
6740;наличник;1.54.014;N;;
6741;розетка;1.56.043;N;;
6742;розетка;1.56.048;N;Y;0
6743;розетка;1.56.049;N;;
6744;розетка;1.56.051;N;;
6749;карниз;1.50.290;N;Y;245
6750;угловой элемент;1.52.375;N;;
6751;кронштейн;1.19.013;N;;
6755;молдинг;1.51.338;N;;
6756;угловой элемент;1.52.376;N;Y;26
6757;орнамент;1.60.035;N;;
6758;орнамент;1.60.135;N;;
6761;угловой элемент;1.52.283;N;;
6762;угловой элемент;1.52.284;N;;
6763;кронштейн;1.19.012;N;Y;8
6764;розетка;1.56.046;N;Y;11
6765;карниз;1.50.225;N;;
6766;карниз;1.50.226;N;;
6767;орнамент;1.60.036;N;;
6768;карниз;1.50.289;N;Y;251
6770;карниз FLEX;1.50.283;Y;Y;13
6771;карниз;1.50.206;N;Y;0
6772;кронштейн;1.19.014;N;Y;5
6773;карниз;1.50.295;N;;
6783;карниз;1.50.293;N;;
6784;карниз;1.50.294;N;;
6785;карниз FLEX;1.50.279;Y;Y;12
6786;карниз FLEX;1.50.293;Y;;
6787;карниз FLEX;1.50.294;Y;;
6807;карниз FLEX;1.50.290;Y;Y;34
6808;карниз FLEX;1.50.289;Y;Y;21
6809;карниз FLEX;1.50.206;Y;Y;14
6810;карниз FLEX;1.50.295;Y;;
6811;молдинг FLEX;1.51.376;Y;Y;17
6812;молдинг FLEX;1.51.338;Y;;
6817;кронштейн;1.19.018;N;Y;19
6818;молдинг;1.51.382;N;Y;72
6819;молдинг;1.51.377;N;;
6820;молдинг;1.51.379;N;;
6821;карниз;1.50.272;N;Y;4
6823;молдинг FLEX;1.51.379;Y;;
6824;карниз FLEX;1.50.272;Y;Y;0
6826;молдинг;1.51.371;N;Y;38
6827;карниз;1.50.292;N;Y;7
6828;карниз FLEX;1.50.292;Y;Y;19
6829;карниз FLEX;1.50.225;Y;;
6830;карниз FLEX;1.50.226;Y;;
6831;карниз FLEX;1.50.214;Y;;
6835;молдинг;1.51.378;N;;
6836;розетка;1.56.052;N;Y;30
6837;квадрат;1.54.017;N;;
8330;молдинг FLEX;1.51.378;Y;;
8331;молдинг FLEX;1.51.377;Y;;
8332;молдинг FLEX;1.51.382;Y;Y;23
8981;кронштейн;1.19.015;N;Y;9
12094;карниз;1.50.298;N;;
12104;молдинг;1.51.372;N;Y;124
13520;карниз;1.50.296;N;;
14598;угловой элемент;1.52.299;N;;
14599;угловой элемент;1.52.279;N;;
14600;молдинг;1.51.365;N;Y;41
14781;плинтус;1.53.108;N;;
17562;кронштейн;1.19.016;N;Y;10
17563;розетка;1.56.053;N;Y;5
21020;карниз;1.50.227;N;;
21021;молдинг;1.51.385;N;;
21022;наличник;1.54.015;N;Y;10
21023;сандрик;1.63.003;N;Y;3
21126;плинтус FLEX;1.53.108;Y;;
21618;карниз;1.50.299;N;Y;0
21619;карниз;1.50.297;N;Y;40
21620;молдинг;1.51.383;N;;
21621;молдинг;1.51.384;N;;
21623;розетка;1.56.055;N;Y;0
22331;наличник;1.54.016;N;Y;17
22334;молдинг FLEX;1.51.385;Y;;
22336;карниз FLEX;1.50.296;Y;;
22339;карниз FLEX;1.50.298;Y;;
26151;колонна;4.30.103;N;;
26629;карниз;1.50.249;N;;
27652;розетка;1.56.054;N;;
28243;карниз FLEX;1.50.299;Y;Y;19
28244;карниз FLEX;1.50.297;Y;Y;20
28245;молдинг FLEX;1.51.384;Y;;
29278;карниз;1.50.215;N;;
29860;плинтус;1.53.111;N;;
31363;карниз;1.50.216;N;;
31409;розетка;1.56.057;N;Y;0
33172;кронштейн;1.19.017;N;;
33407;карниз;1.50.228;N;;
36930;карниз FLEX;1.50.249;Y;;
37766;розетка;1.56.056;N;Y;0
38420;панель декоративная;1.59.003;N;;
38421;панель декоративная;1.59.004;N;;
38422;панель декоративная;1.59.005;N;;
42718;карниз FLEX;1.50.215;Y;;
42720;карниз FLEX;1.50.216;Y;;
43862;торцевой элемент;4.82.032;N;;
43863;торцевой элемент;4.82.131;N;;
43864;торцевой элемент;4.82.231;N;;
43865;торцевой элемент;4.82.232;N;;
43866;торцевой элемент;4.82.332;N;;
43867;торцевой элемент;4.82.331;N;;
43868;торцевой элемент;4.82.033;N;;
47206;карниз;1.50.229;N;;
47207;карниз;1.50.621;N;;
47208;карниз;1.50.622;N;;
47209;карниз;1.50.623;N;;
47210;карниз;1.50.624;N;;
47211;молдинг;1.51.601;N;Y;49
47212;молдинг;1.51.602;N;Y;0
47213;молдинг;1.51.603;N;Y;27
47214;молдинг;1.51.604;N;Y;16
47215;молдинг;1.51.605;N;;
47216;молдинг;1.51.606;N;;
48388;карниз FLEX;1.50.227;Y;;
48390;молдинг;1.51.386;N;;
48392;плинтус;1.53.112;N;;
65559;молдинг;1.51.387;N;Y;84
65560;молдинг;1.51.388;N;;
65561;база;1.54.040;N;;
65562;база;1.54.040;N;;
65563;база;1.54.050;N;;
65564;база;1.54.050;N;;
65565;элемент;1.54.018;N;Y;6
65645;карниз FLEX;1.50.228;Y;;
67964;карниз FLEX;1.50.623;Y;;
69864;карниз;1.50.501;N;;
69865;карниз;1.50.502;N;;
69866;карниз;1.50.503;N;;
69867;карниз;1.50.504;N;;
69868;карниз;1.50.524;N;;
69873;молдинг;1.51.501;N;;
69874;молдинг;1.51.502;N;;
69875;молдинг;1.51.503;N;;
69876;молдинг;1.51.504;N;;
69877;молдинг;1.51.510;N;;
69878;молдинг;1.51.518;N;;
69879;молдинг;1.51.513;N;;
69890;панель декоративная;1.59.501;N;;
69891;панель декоративная;1.59.503;N;;
69892;плинтус;1.53.501;N;;
69893;орнамент;1.60.501;N;;
69894;орнамент;1.60.503;N;;
69895;розетка;1.56.501;N;;
69896;розетка;1.56.502;N;;
69900;розетка;1.56.503;N;;
69901;розетка;1.56.511;N;;
69902;арочный элемент FLEX;1.61.511;Y;;
69903;панель потолочная;1.57.501;N;;
69904;панель потолочная;1.57.502;N;;
69905;панель потолочная;1.57.503;N;;
69906;панель потолочная;1.57.504;N;;
71228;панель декоративная;1.59.001;N;;
73757;плинтус FLEX;1.53.112;Y;;
74261;карниз;6.50.101;N;;
74262;молдинг;6.51.301;N;;
74263;плинтус;6.53.101;N;;
74264;карниз;6.50.103;N;;
74265;карниз;6.50.105;N;;
74266;карниз;6.50.113;N;;
74267;карниз;6.50.115;N;;
74268;карниз;6.50.130;N;;
74269;карниз;6.50.154;N;;
74270;карниз;6.50.155;N;;
74271;карниз;6.50.157;N;;
74272;карниз;6.50.160;N;;
74273;карниз;6.50.165;N;;
74274;карниз;6.50.171;N;;
74275;карниз;6.50.172;N;;
74276;карниз;6.50.174;N;;
74277;карниз;6.50.229;N;;
74278;карниз;6.50.230;N;;
74279;карниз;6.50.248;N;;
74280;карниз;6.50.297;N;;
74281;карниз;6.50.298;N;;
74282;карниз;6.50.299;N;;
74283;молдинг;6.51.302;N;;
74284;молдинг;6.51.307;N;;
74285;молдинг;6.51.308;N;;
74286;молдинг;6.51.321;N;;
74287;молдинг;6.51.322;N;;
74288;молдинг;6.51.323;N;;
74289;молдинг;6.51.345;N;;
74290;молдинг;6.51.362;N;;
74291;молдинг;6.51.363;N;;
74292;молдинг;6.51.384;N;;
74293;молдинг;6.51.385;N;;
74294;молдинг;6.51.386;N;;
74295;молдинг;6.51.400;N;;
74296;плинтус;6.53.102;N;;
74297;плинтус;6.53.103;N;;
74298;плинтус;6.53.104;N;;
74299;плинтус;6.53.105;N;;
74300;плинтус;6.53.106;N;;
74301;плинтус;6.53.107;N;;
74302;плинтус;6.53.108;N;;
74303;плинтус;6.53.109;N;;
74304;плинтус;6.53.112;N;;
76545; ;1.50.710;N;;
76546; ;1.51.701;N;;
76547; ;1.51.711;N;;
76560; ;6.50.701;N;Y;1096
76561; ;6.50.702;N;Y;721
76562; ;6.50.703;N;Y;546
76563; ;6.50.704;N;Y;177
76564; ;6.50.705;N;Y;140
76565; ;6.50.706;N;Y;442
76566; ;6.50.708;N;Y;361
76567; ;6.50.709;N;Y;570
76568; ;6.51.702;N;;
76569; ;6.51.703;N;;
76570; ;6.51.704;N;Y;231
76571; ;6.51.705;N;Y;171
76572; ;6.51.706;N;Y;304
76573; ;6.51.707;N;Y;714
76574; ;6.51.708;N;Y;581
76575; ;6.51.710;N;;
76576; ;6.53.701;N;;
76577; ;6.53.702;N;Y;211
76578; ;6.53.703;N;Y;669
76579; ;6.53.704;N;Y;864
76580; ;6.53.705;N;;
76581;розетка;1.56.701;N;Y;19
76582;розетка;1.56.702;N;;
76583;розетка;1.56.703;N;Y;112
76584;розетка;1.56.705;N;Y;99
76586;розетка;1.56.707;N;Y;58
76587;розетка;1.56.708;N;Y;82
76588;розетка;1.56.709;N;Y;33
76589;розетка;1.56.710;N;Y;111
78407; ;6.50.711;N;;
78408; ;6.50.712;N;;
78409; ;6.50.713;N;;
78410; ;6.50.714;N;;
78411; ;6.50.715;N;;
78412; ;6.50.716;N;;
78427; ;6.51.710;N;;
78428; ;1.51.711;N;;
78429; ;6.53.701;N;;
78430; ;6.53.702;N;Y;211
78431; ;6.53.703;N;Y;669
78432; ;6.53.704;N;Y;864
78433; ;6.53.705;N;;
79707; ;6.50.719;N;Y;152
83144;плинтус FLEX;1.53.111;Y;;
84138;карниз FLEX;1.50.285;Y;Y;1
84701;молдинг;1.51.366;N;Y;7
93666;база;1.54.060;N;;
93667;база;1.54.070;N;;
93749;база;1.54.060;N;;
93750;база;1.54.070;N;;
98517;элемент;1.65.501;N;;
98518;элемент;1.65.502;N;;
98519;элемент;1.65.503;N;;
99041;панель потолочная;1.51.518;N;;
99042;панель декоративная;1.51.518;N;;
99043;панель потолочная;1.57.502;N;;
99044;панель потолочная;1.57.503;N;;
99045;панель потолочная;1.57.504;N;;
104199;карниз;6.50.108;N;;
104753;молдинг FLEX;1.51.383;Y;;
107084;элемент;1.65.001;N;;
107087;элемент;1.65.002;N;;
107088;элемент;1.65.003;N;;
109457;розетка;1.56.512;N;;
