IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP726;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP157;IP_PROP158;IP_PROP159;IP_PROP160;IP_PROP161;IP_PROP162;IP_PROP163;IP_PROP164;IP_PROP165;IP_PROP166;IP_PROP167;IP_PROP409;IP_PROP410;IP_PROP411;IP_PROP412;IP_PROP413;IP_PROP414;IP_PROP446;IP_PROP544;IP_PROP545;IP_PROP546;IP_PROP547;IP_PROP580;IP_PROP596;IP_PROP612;IP_PROP616;IP_PROP617;IP_PROP619;IP_PROP620;IP_PROP659;IP_PROP660;IP_PROP661;IP_PROP662;IP_PROP670;IP_PROP705;IP_PROP732;IP_PROP733;IP_PROP746;IP_PROP747;IP_PROP748;IP_PROP749;IP_PROP408;IP_PROP618;IP_PROP149;IP_PROP180;IP_PROP183;IP_PROP181;IP_PROP182;IP_PROP146;IP_PROP147;IP_PROP148;IP_PROP252;IP_PROP253;IP_PROP254;IP_PROP255;IP_PROP256;IP_PROP257;IP_PROP258;IP_PROP565;IP_PROP600;IP_PROP706;IP_PROP707
6516;полупоручень;;;;;3000;102;75;4.72.211;;;;;;;N;N;;ВР002027721;;;10;95;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;7167;;;;;;;;N;N;;6457;N;Y;N;;;;324,48;41556;2720;2060;53200;121,98;121,98;386;1163300;679;44,4
6517;полуоснование;;;;;3000;88;70;4.74.211;;;;;;;N;N;;ВР002027719;;;10;95;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;7719;;;;;;;;N;N;;6516;N;Y;N;;;;349,41;44760;2929;2219;57300;131,39;131,39;415,6;1252450;679;44,4
6517;полуоснование;;;;;3000;88;70;4.74.211;;;;;;;N;N;;ВР002027719;;;10;95;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;7719;;;;;;;;N;N;;6462;N;Y;N;;;;349,41;44760;2929;2219;57300;131,39;131,39;415,6;1252450;679;44,4
6517;полуоснование;;;;;3000;88;70;4.74.211;;;;;;;N;N;;ВР002027719;;;10;95;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;7719;;;;;;;;N;N;;6518;N;Y;N;;;;349,41;44760;2929;2219;57300;131,39;131,39;415,6;1252450;679;44,4
6517;полуоснование;;;;;3000;88;70;4.74.211;;;;;;;N;N;;ВР002027719;;;10;95;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;7719;;;;;;;;N;N;;6457;N;Y;N;;;;349,41;44760;2929;2219;57300;131,39;131,39;415,6;1252450;679;44,4
6518;полукрышка пирамида;;;;;219;69;108;4.76.211;;;;;;;N;N;;ВР002027718;;;4;0;N;N;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;556;;;;;;;;N;N;;6457;N;Y;N;;;;25,03;3224;210;160;4100;9,41;9,41;29,8;90030;;17,8
6519;ниша;;;;;655;1135;;0-1.61.102-1.61.120;;;;;;;N;N;5882;;НИША 1.61.102+1.61.120;;;;N;Y;ниша;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;290;;N;Y;N;;;;;;;;;;;;;;
6519;ниша;;;;;655;1135;;0-1.61.102-1.61.120;;;;;;;N;N;5884;;НИША 1.61.102+1.61.120;;;;N;Y;ниша;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;290;;N;Y;N;;;;;;;;;;;;;;
6520;ниша;;;;;418;758;;0-1.61.101-1.61.110;;;;;;;N;N;5881;;НИША 1.61.101+1.61.110;;;;N;Y;ниша;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;230;;N;Y;N;;;;;;;;;;;;;;
6520;ниша;;;;;418;758;;0-1.61.101-1.61.110;;;;;;;N;N;5883;;НИША 1.61.101+1.61.110;;;;N;Y;ниша;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;230;;N;Y;N;;;;;;;;;;;;;;
6538;орнамент;;;;;175;151;;1.60.026;;;;;;;N;N;;ВР002028698;ОРНАМЕНТ 1.60.026;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;200;N;;;525;;;;;Y;;22;N;N;30;;N;N;N;;;;22,81;2898;200;146;3500;7,72;7,72;24,6;91221;43;
6539;орнамент;;;;;394;220;;1.60.029;;;;;;;N;N;;ВР002028747;ОРНАМЕНТ 1.60.029;;;6,04;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;400;N;;;1566;;;;;Y;;35;N;N;31;;N;N;N;;;;68,44;8673;603;435;10300;22,71;22,71;74;272682;43;
6540;карниз;;;;2000;;;;1.50.281;112;204;;;;;N;N;;ВР002028353;КАРНИЗ 1.50.281;;15,14;78,75;N;N;;Y;N;Y;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;;1300;N;;;3953;N;;;;;;;N;N;;;N;N;N;;;;172,59;21855;1520;1096;25700;57,57;57,57;186,6;687591;564;67,3
6541;молдинг;;;;2000;;;;1.51.374;;101;;;;;N;N;;ВР002028751;МОЛДИНГ 1.51.374;;1,53;69,75;N;N;;N;Y;N;N;N;N;N;Y;Y;N;N;N;N;N;;;;;600;Y;;ВР099022565;1793;;;;;;;;N;N;9;6114;N;N;N;;;;78,23;9901;687;497;11600;26,15;26,15;84,5;311918;500;6,8
6541;молдинг;;;;2000;;;;1.51.374;;101;;;;;N;N;;ВР002028751;МОЛДИНГ 1.51.374;;1,53;69,75;N;N;;N;Y;N;N;N;N;N;Y;Y;N;N;N;N;N;;;;;600;Y;;ВР099022565;1793;;;;;;;;N;N;9;6115;N;N;N;;;;78,23;9901;687;497;11600;26,15;26,15;84,5;311918;500;6,8
6542;молдинг FLEX;;;;2000;;;;1.51.374;;101;;;;;Y;N;;ВР002028752;МОЛДИНГ-ФЛЕКС 1.51.374;;1,53;69,75;N;N;;N;Y;N;N;N;N;;Y;Y;N;N;;;;;;;;900;N;;;3586;;;;;;;;N;N;9;6114;N;N;N;550;550;3000;156,41;19802;1376;994;23300;52,3;52,3;169;623836;500;6,8
6542;молдинг FLEX;;;;2000;;;;1.51.374;;101;;;;;Y;N;;ВР002028752;МОЛДИНГ-ФЛЕКС 1.51.374;;1,53;69,75;N;N;;N;Y;N;N;N;N;;Y;Y;N;N;;;;;;;;900;N;;;3586;;;;;;;;N;N;9;6115;N;N;N;550;550;3000;156,41;19802;1376;994;23300;52,3;52,3;169;623836;500;6,8
6544;внешний угол;;;;;314;195;316;4.32.311;;;;;;;N;N;;ВР001005109;;;5,3;32,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;3087;;;;;;;;N;N;;5905;N;N;N;;;;139,66;17901;1170;888;23100;52,8;52,8;166;500890;231;48
6544;внешний угол;;;;;314;195;316;4.32.311;;;;;;;N;N;;ВР001005109;;;5,3;32,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;3087;;;;;;;;N;N;;6545;N;N;N;;;;139,66;17901;1170;888;23100;52,8;52,8;166;500890;231;48
6544;внешний угол;;;;;314;195;316;4.32.311;;;;;;;N;N;;ВР001005109;;;5,3;32,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;3087;;;;;;;;N;N;;6546;N;N;N;;;;139,66;17901;1170;888;23100;52,8;52,8;166;500890;231;48
6545;внутренний угол;;;;;292;195;294;4.32.321;;;;;;;N;N;;ВР001005110;;;5,3;21,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;3087;;;;;;;;N;N;;5905;N;N;N;;;;139,66;17901;1170;888;23100;52,8;52,8;166;500890;151;48
6545;внутренний угол;;;;;292;195;294;4.32.321;;;;;;;N;N;;ВР001005110;;;5,3;21,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;3087;;;;;;;;N;N;;6544;N;N;N;;;;139,66;17901;1170;888;23100;52,8;52,8;166;500890;151;48
6545;внутренний угол;;;;;292;195;294;4.32.321;;;;;;;N;N;;ВР001005110;;;5,3;21,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;3087;;;;;;;;N;N;;6546;N;N;N;;;;139,66;17901;1170;888;23100;52,8;52,8;166;500890;151;48
6546;торцевой элемент;;;;;192;173;190;4.32.231;;;;;;;N;N;;ВР001005049;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1972;;;;;;;;N;N;;5894;N;N;N;;;;89,28;11435;749;568;14700;33,56;33,56;106,1;320400;215;80
6546;торцевой элемент;;;;;192;173;190;4.32.231;;;;;;;N;N;;ВР001005049;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1972;;;;;;;;N;N;;6544;N;N;N;;;;89,28;11435;749;568;14700;33,56;33,56;106,1;320400;215;80
6546;торцевой элемент;;;;;192;173;190;4.32.231;;;;;;;N;N;;ВР001005049;;;5,3;30,1;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;1972;;;;;;;;N;N;;6545;N;N;N;;;;89,28;11435;749;568;14700;33,56;33,56;106,1;320400;215;80
6547;орнамент;;;;;817;230;;1.60.021;;;;;;;N;N;;ВР002028357;ОРНАМЕНТ 1.60.021;;;18,75;N;N;;N;N;Y;Y;N;N;;N;N;N;N;;;;;;;;550;N;;;2897;;;;;;;;N;N;44;;N;N;N;;;;126,49;16022;1113;804;18800;42,02;42,02;136,6;504168;136;
6548;орнамент;;;;;895;318;;1.60.022;;;;;;;N;N;;ВР002028358;ОРНАМЕНТ 1.60.022;;;18,75;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;550;N;;;3784;;;;;;;;N;N;50;;N;N;N;;;;165,35;20934;1454;1050;24700;54,89;54,89;178,8;658656;136;
6549;орнамент;;;;;236;191;;1.60.024;;;;;;;N;N;;ВР002028635;ОРНАМЕНТ 1.60.024;;;7,5;N;N;;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;;;;;400;N;;;1399;;;;;;;;N;N;24;;N;N;N;;;;61,06;7733;536;388;9200;20,15;20,15;65,9;243257;57;
6550;орнамент;;;;;269;152;;1.60.027;;;;;;;N;N;;ВР002028699;ОРНАМЕНТ 1.60.027;;;7,5;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;400;N;;;1399;;;;;;;;N;N;31;;N;N;N;;;;61,06;7733;536;388;9200;20,15;20,15;65,9;243257;57;
6551;орнамент;;;;;408;120;;1.60.028;;;;;;;N;N;;ВР002028700;ОРНАМЕНТ 1.60.028;;;7,5;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;400;N;;;1793;;;;;;;;N;N;20;;N;N;N;;;;78,32;9920;688;498;11600;26,15;26,15;84,6;312408;57;
6552;кронштейн;;;;;119;229;81;1.19.010;;;;;;;N;N;;ВР002028008;КРОНШТЕЙН 1.19.010;;;18,75;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;550;N;;;1851;;;;;;;;N;N;;;N;N;N;;;;80,86;10246;711;514;12100;27,01;27,01;87,4;322217;136;
6553;карниз;;;;2000;;;;1.50.285;109;144;;;;;N;N;;ВР002028690;КАРНИЗ 1.50.285;;4,73;78,75;N;N;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;1000;Y;;ВР099022470;3027;;;;;Y;;146;N;N;;;N;N;N;;;;132,23;16732;1164;840;19700;44,16;44,16;142,9;526728;564;21
6554;карниз;;;;2000;;;;1.50.286;83;86;;;;;N;N;;ВР002028692;КАРНИЗ 1.50.286;;3,47;69,75;N;N;;N;Y;N;N;N;Y;;N;N;N;N;;;;;;;;500;Y;;ВР099022471;1494;;;;;Y;;224;N;N;;;N;N;N;;;;65,24;8270;575;415;9900;22,08;22,08;70,5;259932;500;15,4
6555;карниз;;;;2000;;;;1.50.282;40;69;;;;;N;N;;ВР002028629;КАРНИЗ 1.50.282;;1,92;60;N;N;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;450;Y;;ВР099022467;1343;;;;;Y;;44;N;Y;;;N;N;N;;;;58,61;7426;515;373;8800;19,92;19,92;63,3;233447;429;8,5
6564;карниз FLEX;;;;2000;;;;1.50.286;83;86;;;;;Y;N;;ВР002028720;КАРНИЗ-ФЛЕКС 1.50.286;;3,47;69,75;N;N;;N;Y;N;N;N;Y;;N;N;N;N;;;;;;;;800;N;;;2988;;;;;Y;;0;N;N;;;N;N;N;2500;2000;;130,49;16540;1147;830;19500;44,16;44,16;141,1;519864;500;15,4
6565;карниз;;;;2000;;;;1.50.288;54;59;;;;;N;N;;ВР002029530;КАРНИЗ 1.50.288;;1,85;60;N;N;;N;Y;N;N;N;N;;Y;N;N;N;;;;;;;;450;Y;;ВР099022398;1343;;;;;;;;N;Y;;;N;N;N;;;;58,61;7426;515;373;8800;19,92;19,92;63,3;233447;429;8,2
6566;молдинг;;;;2000;;;;1.51.375;;41;;;;;N;N;;ВР002029527;МОЛДИНГ 1.51.375;;1,13;69,75;N;N;;N;Y;N;N;Y;N;;N;N;N;N;;;;;;;;400;Y;;ВР099022516;1135;;;;;;;;N;N;20;;N;N;N;;;;49,53;6275;434;315;7300;16,29;16,29;53,4;197645;500;5
6581;карниз FLEX;;;;2000;;;;1.50.288;54;59;;;;;Y;N;;ВР002029531;КАРНИЗ-ФЛЕКС 1.50.288;;1,85;60;N;N;;N;Y;N;N;N;N;;Y;N;N;N;;;;;;;;750;N;;;2686;;;;;;;;N;Y;;;N;N;N;2500;2500;;117,13;14852;1031;746;17500;39,82;39,82;126,6;466894;429;8,2
6582;карниз FLEX;;;;2000;;;;1.50.280;143;168;;;;;Y;N;;ВР002028714;КАРНИЗ-ФЛЕКС 1.50.280;;9,96;77,25;N;N;;Y;N;Y;Y;N;N;;N;N;N;N;;;;;;;;1600;N;;;7746;;;;;Y;;0;N;N;;;N;N;N;3500;3500;;338,26;42826;2977;2150;50400;113,44;113,44;365,7;1348698;550;44,3
6583;орнамент;;;;;263;95;;1.60.034;;;;;;;N;N;;ВР002029484;ОРНАМЕНТ 1.60.034;;;7,5;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;400;N;;;1320;;;;;;;;N;N;12;;N;N;N;;;;57,53;7292;506;366;8500;19,29;19,29;62,1;229524;57;
6584;молдинг;;;;2000;;;;1.51.373;;100;;;;;N;N;;ВР002028696;МОЛДИНГ 1.51.373;;3,4;69,75;N;N;;Y;N;Y;N;N;N;;N;N;N;N;;;;;;;;600;Y;;ВР099022564;1855;;;;;Y;;75;N;N;21;;N;N;N;;;;80,96;10246;713;515;12100;27,01;27,01;87,5;322707;500;15,1
6585;орнамент;;;;;217;100;;1.60.033;;;;;;;N;N;;ВР002029483;ОРНАМЕНТ 1.60.033;;;7,5;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;400;N;;;1337;;;;;Y;;1;N;N;19;;N;N;N;;;;58,42;7407;513;372;8800;19,29;19,29;63,1;232957;57;
6586;орнамент;;;;;285;154;;1.60.030;;;;;;;N;N;;ВР002028748;ОРНАМЕНТ 1.60.030;;;7,5;N;N;;N;N;Y;Y;N;N;;N;N;N;N;;;;;;;;400;N;;;1343;;;;;;;;N;N;22;;N;N;N;;;;58,66;7426;515;373;8800;19,72;19,72;63,3;233937;57;
6587;карниз;;;;2000;;;;1.50.277;156;45;;;;;N;N;;ВР002027953;КАРНИЗ 1.50.277;;4,74;69,75;N;N;;N;Y;N;N;N;Y;;Y;N;N;N;;;;;;;;1000;Y;;ВР099022464;2989;;;;;Y;;52;N;N;;4781;N;N;N;;;;130,49;16521;1148;829;19500;43,73;43,73;141,1;519862;500;21,1
6588;розетка;;;;;538;440;;1.56.008;;;;;;;N;N;;ВР001023161;РОЗЕТКА 1.56.008;;;23,25;N;N;;Y;N;N;N;Y;N;;N;N;N;N;;;;;;;;650;N;;;2445;;;;;Y;;30;N;N;32;;N;N;N;;;;106,69;13508;939;678;16000;35,57;35,57;115,3;425208;164;
6589;орнамент;;;;;232;141;;1.60.031;;;;;;;N;N;;ВР002028749;ОРНАМЕНТ 1.60.031;;;7,5;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;400;N;;;1334;;;;;;;;N;N;28;;N;N;N;;;;58,19;7368;512;370;8800;19,29;19,29;62,9;231976;57;
6590;орнамент;;;;;296;158;;1.60.123;;;;;;;N;N;;ВР002028636;ОРНАМЕНТ 1.60.123;;;7,5;N;N;;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;550;N;;;1635;;;;;;;;N;N;30;;N;N;N;;;;71,31;9038;628;453;10800;23,57;23,57;77,1;284453;57;
6591;орнамент;;;;;296;158;;1.60.023;;;;;;;N;N;;ВР002028634;ОРНАМЕНТ 1.60.023;;;7,5;N;N;;N;N;Y;N;N;N;;N;N;N;N;;;;;;;;400;N;;;1635;;;;;;;;N;N;30;;N;N;N;;;;71,31;9038;629;453;10800;23,57;23,57;77,1;284453;57;
6592;полуколонна;;;;;635;2908;270;4.10.205;;;;;;;N;N;6388;;;;;;N;Y;;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;;;N;N;N;;;;;;;;;;;;;;
6592;полуколонна;;;;;635;2908;270;4.10.205;;;;;;;N;N;6066;;;;;;N;Y;;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;;;N;N;N;;;;;;;;;;;;;;
6592;полуколонна;;;;;635;2908;270;4.10.205;;;;;;;N;N;6067;;;;;;N;Y;;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;;;N;N;N;;;;;;;;;;;;;;
6592;полуколонна;;;;;635;2908;270;4.10.205;;;;;;;N;N;6217;;;;;;N;Y;;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;;;N;N;N;;;;;;;;;;;;;;
6592;полуколонна;;;;;635;2908;270;4.10.205;;;;;;;N;N;6218;;;;;;N;Y;;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;;;N;N;N;;;;;;;;;;;;;;
6592;полуколонна;;;;;635;2908;270;4.10.205;;;;;;;N;N;6010;;;;;;N;Y;;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;;;N;N;N;;;;;;;;;;;;;;
6593;полуколонна;;;;;635;наборная;269;4.10.206;;;;;;;N;N;6388;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6593;полуколонна;;;;;635;наборная;269;4.10.206;;;;;;;N;N;6385;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6593;полуколонна;;;;;635;наборная;269;4.10.206;;;;;;;N;N;6386;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6593;полуколонна;;;;;635;наборная;269;4.10.206;;;;;;;N;N;6594;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6593;полуколонна;;;;;635;наборная;269;4.10.206;;;;;;;N;N;6595;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6593;полуколонна;;;;;635;наборная;269;4.10.206;;;;;;;N;N;6387;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6593;полуколонна;;;;;635;наборная;269;4.10.206;;;;;;;N;N;6010;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6594;ствол;;;;;366;700;180;4.16.004;;;;;;;N;N;;ВР002025491;;;14;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;4027;;;;;;;;N;N;;;N;N;N;;;;182,23;23349;1528;1157;29900;68,77;68,77;216,7;653150;345;62,2
6595;ствол;;;;;366;700;180;4.16.004;;;;;;;N;N;;ВР002025491;;;14;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;4027;;;;;;;;N;N;;;N;N;N;;;;182,23;23349;1528;1157;29900;68,77;68,77;216,7;653150;345;62,2
6596;полуколонна;;;;;644;наборная;327;4.10.307;;;;;;;N;N;6389;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6596;полуколонна;;;;;644;наборная;327;4.10.307;;;;;;;N;N;6385;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6596;полуколонна;;;;;644;наборная;327;4.10.307;;;;;;;N;N;6386;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6596;полуколонна;;;;;644;наборная;327;4.10.307;;;;;;;N;N;6594;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6596;полуколонна;;;;;644;наборная;327;4.10.307;;;;;;;N;N;6595;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6596;полуколонна;;;;;644;наборная;327;4.10.307;;;;;;;N;N;6387;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6596;полуколонна;;;;;644;наборная;327;4.10.307;;;;;;;N;N;6010;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6597;полуколонна;;;;;648;3177;326;4.10.306;;;;;;;N;N;6389;;;;;;N;Y;;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;;;N;N;N;;;;;;;;;;;;;;
6597;полуколонна;;;;;648;3177;326;4.10.306;;;;;;;N;N;6066;;;;;;N;Y;;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;;;N;N;N;;;;;;;;;;;;;;
6597;полуколонна;;;;;648;3177;326;4.10.306;;;;;;;N;N;6067;;;;;;N;Y;;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;;;N;N;N;;;;;;;;;;;;;;
6597;полуколонна;;;;;648;3177;326;4.10.306;;;;;;;N;N;6217;;;;;;N;Y;;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;;;N;N;N;;;;;;;;;;;;;;
6597;полуколонна;;;;;648;3177;326;4.10.306;;;;;;;N;N;6218;;;;;;N;Y;;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;;;N;N;N;;;;;;;;;;;;;;
6597;полуколонна;;;;;648;3177;326;4.10.306;;;;;;;N;N;6010;;;;;;N;Y;;;;N;N;N;N;;N;N;N;N;;;;;;;;;;;;;;;;;;;;;N;;;N;N;N;;;;;;;;;;;;;;
6598;база;;;;;506;215;506;4.13.002;;;;;;;N;N;;ВР002028129;;;7;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;7683;;;;;;;;N;N;;;N;N;N;;;;347,72;44549;2915;2208;57100;131,1;131,1;413,5;1246270;345;31,1
6599;ствол;;;;;361;698;361;4.12.002;;;;;;;N;N;;ВР002028132;;;7;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;9095;;;;;;;;N;N;;;N;N;N;;;;411,79;52742;3453;2615;67400;154,79;154,79;489,8;1476190;345;31,1
6600;ствол;;;;;361;698;361;4.12.002;;;;;;;N;N;;ВР002028132;;;7;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;9095;;;;;;;;N;N;;;N;N;N;;;;411,79;52742;3453;2615;67400;154,79;154,79;489,8;1476190;345;31,1
6601;ствол;;;;;361;698;361;4.12.004;;;;;;;N;N;;ВР002028134;;;7;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;8853;;;;;;;;N;N;;;N;N;N;;;;400,83;51341;3361;2545;65600;150,66;150,66;476,7;1436920;345;31,1
6602;ствол;;;;;361;698;361;4.12.004;;;;;;;N;N;;ВР002028134;;;7;48,3;N;N;;N;N;N;N;N;N;;N;N;N;N;;;;;;;;;N;;;8853;;;;;;;;N;N;;;N;N;N;;;;400,83;51341;3361;2545;65600;150,66;150,66;476,7;1436920;345;31,1
6603;колонна;;;;;635;наборная;536;4.30.205;;;;;;;N;N;6391;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6603;колонна;;;;;635;наборная;536;4.30.205;;;;;;;N;N;6394;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6603;колонна;;;;;635;наборная;536;4.30.205;;;;;;;N;N;6395;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6603;колонна;;;;;635;наборная;536;4.30.205;;;;;;;N;N;6599;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6603;колонна;;;;;635;наборная;536;4.30.205;;;;;;;N;N;6600;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6603;колонна;;;;;635;наборная;536;4.30.205;;;;;;;N;N;6598;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6604;колонна;;;;;652;наборная;652;4.30.306;;;;;;;N;N;6392;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6604;колонна;;;;;652;наборная;652;4.30.306;;;;;;;N;N;6394;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
6604;колонна;;;;;652;наборная;652;4.30.306;;;;;;;N;N;6395;;;;;;N;Y;;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;;;N;;;;;;;;;;;N;N;;;N;N;N;;;;;;;;;;;;;;
