IE_XML_ID;IP_PROP726;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154
47215;;2000;;;;1.51.605;;120;;
47216;;2000;;;;1.51.606;;200;;
48388;;2000;;;;1.50.227;73;280;;
48390;;2000;;;;1.51.386;;35;;
48392;;2000;;;;1.53.112;;80;13;
65559;;2000;;;;1.51.387;;90;;
65560;;2000;;;;1.51.388;;90;;
65561;;;115;249;;1.54.040;;;;
65562;;;115;249;;1.54.040;;;;
65563;;;90;299;;1.54.050;;;;
65564;;;90;299;;1.54.050;;;;
65565;;;147;200;;1.54.018;;;;
65645;;2000;;;;1.50.228;80;140;;
67964;;2000;;;;1.50.623;75;119;;
69864;;2020;;;;1.50.501;52;99;;
69865;;2000;;;;1.50.502;99;189;;
69866;;2000;;;;1.50.503;79;139;;
69867;;2000;;;;1.50.504;205;276;;
69868;;2000;;;;1.50.524;205;277;;
69873;;2000;;;;1.51.501;;161;;
69874;;2000;;;;1.51.502;;164;;
69875;;2020;;;;1.51.503;;80;;
69876;;2040;;;;1.51.504;;51;;
69877;;2040;;;;1.51.510;;121;;
69878;;2040;;;;1.51.518;;259;;
69879;;2000;;;;1.51.513;;121;;
69890;;;349;399;;1.59.501;;;;
69891;;;499;498;;1.59.503;;;;
69892;;2000;;;;1.53.501;;139;25;
69893;N;;170;165;;1.60.501;;;;
69894;;;91;91;;1.60.503;;;;
69895;;;;;;1.56.501;;;;
69896;;;;;;1.56.502;;;;
69900;;;;;;1.56.503;;;;
69901;;;;83;;1.56.511;;;;
69902;;2020;;;;1.61.511;;105;;
69903;;;535;535;;1.57.501;;;;
69904;;;147;147;;1.57.502;;;;
69905;;;292;292;;1.57.503;;;;
69906;;;250;208;;1.57.504;;;;
71228;;;600;600;;1.59.001;;;;
73757;;2000;;;;1.53.112;;80;13;
74261;;2000;;;;6.50.101;70;68;;
74262;;2000;;;;6.51.301;;42;;
74263;;2000;;;;6.53.101;;110;26;
74264;;2000;;;;6.50.103;50;51;;
74265;;2000;;;;6.50.105;61;60;;
74266;;2000;;;;6.50.113;79;85;;
74267;;2000;;;;6.50.115;45;49;;
74268;;2000;;;;6.50.130;29;33;;
74269;;2000;;;;6.50.154;23;23;;
74270;;2000;;;;6.50.155;16;25;;
74271;;2000;;;;6.50.157;32;32;;
74272;;2000;;;;6.50.160;71;49;;
74273;;2000;;;;6.50.165;79;84;;
74274;;2000;;;;6.50.171;30;45;;
74275;;2000;;;;6.50.172;50;47;;
74276;;2000;;;;6.50.174;36;61;;
74277;;2000;;;;6.50.229;49;120;;
74278;;2000;;;;6.50.230;84;84;;
74279;;2000;;;;6.50.248;95;94;;
74280;;2000;;;;6.50.297;20;20;;
74281;;2000;;;;6.50.298;12;40;;
74282;;2000;;;;6.50.299;37;45;;
74283;;2000;;;;6.51.302;;60;;
74284;;2000;;;;6.51.307;;96;;
74285;;2000;;;;6.51.308;;40;;
74286;;2000;;;;6.51.321;;19;;
74287;;2000;;;;6.51.322;;25;;
74288;;2000;;;;6.51.323;;32;;
74289;;2000;;;;6.51.345;;94;;
74290;;2000;;;;6.51.362;;46;;
74291;;2000;;;;6.51.363;;70;;
74292;;2000;;;;6.51.384;;46;;
74293;;2000;;;;6.51.385;;102;;
74294;;2000;;;;6.51.386;;35;;
74295;;2000;;;;6.51.400;;44;;
74296;;2000;;;;6.53.102;;151;21;
74297;;2000;;;;6.53.103;;110;14;
74298;;2000;;;;6.53.104;;120;24;
74299;;2000;;;;6.53.105;;160;24;
74300;;2000;;;;6.53.106;;70;17;
74301;;2000;;;;6.53.107;;80;23;
74302;;2000;;;;6.53.108;;120;14;
74303;;2000;;;;6.53.109;;97;17;
74304;;2000;;;;6.53.112;;80;13;
76545;;2000;;;;1.50.710;247;100;;
76546;;2000;;;;1.51.701;;109;;
76547;;2000;;;;1.51.711;;175;;
76560;;2000;;;;6.50.701;35;35;;
76561;;2000;;;;6.50.702;47;76;;
76562;;2000;;;;6.50.703;48;51;;
76563;;2000;;;;6.50.704;61;105;;
76564;;2000;;;;6.50.705;64;63;;
76565;;2000;;;;6.50.706;77;128;;
76566;;2000;;;;6.50.708;50;40;;
76567;;2000;;;;6.50.709;120;43;;
76568;;2000;;;;6.51.702;;40;;
76569;;2000;;;;6.51.703;;60;;
76570;;2000;;;;6.51.704;;90;;
76571;;2000;;;;6.51.705;;60;;
76572;;2000;;;;6.51.706;;80;;
76573;;2000;;;;6.51.707;;90;;
76574;;2000;;;;6.51.708;;110;;
76575;;2000;;;;6.51.710;;56;;
76576;;2000;;;;6.53.701;;90;31;
76577;;2000;;;;6.53.702;;70;25;
76578;;2000;;;;6.53.703;;100;34;
76579;;2000;;;;6.53.704;;120;40;
76580;;2000;;;;6.53.705;;90;18;
76581;;;577;515;;1.56.701;;;;
76582;;;;;;1.56.702;;;;
76583;;;;;;1.56.703;;;;
76584;;;;;;1.56.705;;;;
76586;;;;;;1.56.707;;;;
76587;;;;;;1.56.708;;;;
76588;;;;;;1.56.709;;;;
76589;;;;;;1.56.710;;;;
78407;;2000;;;;6.50.711;35;35;;
78408;;2000;;;;6.50.712;43;79;;
78409;;2000;;;;6.50.713;50;50;;
78410;;2000;;;;6.50.714;63;103;;
78411;;2000;;;;6.50.715;64;64;;
78412;;2000;;;;6.50.716;76;129;;
78427;;2000;;;;6.51.710;32;56;;
78428;;2000;;;;1.51.711;55;175;;
78429;;2000;;;;6.53.701;31;90;;
78430;;2000;;;;6.53.702;25;70;;
78431;;2000;;;;6.53.703;34;100;;
78432;;2000;;;;6.53.704;40;120;;
78433;;2000;;;;6.53.705;18;90;;
79707;;2000;;;;6.50.719;120;43;;
83144;;2000;;;;1.53.111;;65;20;
84138;;2000;;;;1.50.285;109;144;;
84701;;2000;;;;1.51.366;;67;;
93666;;;110;300;;1.54.060;;;;
93667;;;110;300;;1.54.070;;;;
93749;;;110;300;;1.54.060;;;;
93750;;;110;300;;1.54.070;;;;
98517;;2000;60;60;;1.65.501;;;;
98518;;2000;48;60;;1.65.502;;;;
98519;;2000;33;60;;1.65.503;;;;
99041;N;;2040;259;;1.51.518;;;;
99042;N;;2040;259;;1.51.518;;;;
99043;;;147;147;;1.57.502;;;;
99044;;;292;292;;1.57.503;;;;
99045;;;250;208;;1.57.504;;;;
104199;;2000;;;;6.50.108;117;115;;
104753;;2000;;;;1.51.383;;75;;
107084;;2000;60;60;;1.65.001;;;;
107087;;2000;48;60;;1.65.002;;;;
107088;;2000;33;60;;1.65.003;;;;
109457;;;;124;;1.56.512;;;;
126248;;2000;;;;1.50.229;48;119;;
126267;;2000;;;;1.50.621;51;120;;
126268;;2000;;;;1.50.622;83;200;;
126269;;2000;;;;1.50.624;120;199;;
127537;;2000;;;;1.51.701;;109;;
142167;;2020;;;;1.61.511;;105;;
150861;;;;;;EB05.M.290;;;;
150862;;;;;;EB06.S.80;;;;
158448;;;;;;E13.S.60;;;;
158449;;;;;;E12.S.290;;;;
159097;;2000;;;;6.53.110;;138;18;
160323;;;;;;E13old.S.60;;;;
164888;;2000;;;;1.51.386;;35;;
165150;Y;;127;100;120;1.19.801;;;;
165153;Y;2000;251;;;6.59.801;;;;
165154;Y;2000;251;;;6.59.802;;;;
165155;Y;2000;240;;;6.59.803;;;;
165156;Y;;40;50;40;1.62.801;;;;
165157;Y;;100;100;10;1.62.802;;;;
165158;Y;;76;76;20;1.62.803;;;;
165159;Y;;100;120;15;1.62.804;;;;
165160;Y;;33;100;15;1.62.805;;;;
165161;Y;;33;100;15;1.62.806;;;;
165162;Y;2000;;;;6.50.801;130;134;;
165163;Y;2000;;;;6.50.802;120;159;;
165164;Y;2000;;;;6.50.803;220;25;;
165165;Y;2000;;;;1.51.803;;26;;
165166;Y;2000;;;;1.51.804;;70;;
165167;Y;2000;;;;1.51.805;;50;;
165168;Y;2000;;;;1.51.806;;49;;
165169;Y;1980;;;;1.51.807;;100;;
165170;Y;2000;;;;1.51.811;;40;;
165171;Y;2000;;;;6.51.801;;59;;
165172;Y;2000;;;;6.51.802;;60;;
165173;Y;2000;;;;6.51.808;;30;;
165174;Y;2000;;;;6.51.809;;15;;
165175;Y;2000;;;;6.51.810;;21;;
165176;Y;2000;;;;6.51.815;;40;;
165177;Y;2000;;;;6.53.801;;60;15;
165178;Y;2000;;;;6.53.802;;160;25;
165179;Y;2000;;;;6.53.803;;100;15;
165180;Y;2000;;;;6.53.804;;150;15;
165181;Y;2000;;;;6.53.805;;200;15;
165182;Y;;;;;1.56.801;;;;
165183;Y;;;;;1.56.802;;;;
165184;Y;;;;;1.56.803;;;;
165185;Y;;;;;1.56.804;;;;
165186;Y;;;;;1.56.805;;;;
165187;Y;;;;;1.56.806;;;;
165188;Y;;280;280;;1.52.810;;;;
165189;Y;;280;280;;1.52.812;;;;
165190;Y;;245;245;;1.52.815;;;;
165191;Y;;300;300;;1.52.816;;;;
165200;Y;1600;430;;280;1.64.801;;;;
165201;Y;1200;300;;280;1.64.803;;;;
165900;Y;;1600;1200;280;1.64.811;;;;
165901;Y;1600;430;;280;1.64.801;;;;
165902;Y;1600;430;;280;1.64.801;;;;
165903;Y;1200;300;;280;1.64.803;;;;
165904;Y;1200;300;;280;1.64.803;;;;
165905;Y;;1200;1200;280;1.64.813;;;;
167039;Y;2800;251;;;6.59.801-280;;;;
167040;Y;2800;251;;;6.59.802-280;;;;
167041;Y;2800;240;;;6.59.803-280;;;;
170175;Y;2000;240;;;6.59.806;;;;
170176;Y;2800;240;;;6.59.806-280;;;;
170214;Y;2000;240;;;6.59.804;;;;
170215;Y;2800;240;;;6.59.804-280;;;;
173408;;2000;;;;6.50.238;30;30;;
173409;;2000;;;;6.50.239;28;28;;
173410;;2000;;;;6.50.240;31;31;;
173411;;2000;;;;6.50.241;45;110;;
173412;;2000;;;;6.50.242;100;200;;
173413;;2000;;;;6.50.243;147;167;;
173414;;2000;;;;6.50.244;89;110;;
173415;;2000;;;;6.50.245;110;116;;
173416;;2000;;;;6.50.246;66;130;;
173417;;2000;;;;6.50.247;43;91;;
173418;;2000;;;;6.51.389;;34;;
173419;;2000;;;;6.51.390;;92;;
173420;;2000;;;;6.51.391;;41;;
173421;;2000;;;;6.51.392;;89;;
173422;;2000;;;;6.53.113;;130;15;
173423;;2000;;;;6.53.114;;150;15;
173424;;2000;;;;6.53.115;;70;16;
173425;;2000;;;;6.53.116;;100;16;
173426;;2000;;;;6.53.117;;185;15;
173427;;2000;;;;6.53.118;;200;15;
173949;Y;;300;300;;1.52.817;;;;
240667;Y;2000;;;;1.51.817;;56;;
240672;Y;2000;;;;6.51.812;;50;;
240675;Y;2000;;;;6.51.813;;50;;
240679;Y;2000;;;;6.51.814;;25;;
240680;Y;2000;;;;6.51.816;;40;;
240683;Y;2000;;;;6.50.804;86;140;;
240687;Y;2000;;;;6.53.806;;150;12;
240694;Y;500;500;;;1.59.817;;;;
