IE_XML_ID;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP162;IP_PROP149;IP_PROP146;IP_PROP147;IP_PROP148
6438;2000;;;;1.50.280;144;170;;;;;;;;;
6439;2000;;;;1.51.368;;138;;;;;;40;;;
6440;;387;210;;1.60.025;;;;;;;;30;;;
6441;;604;188;;1.60.032;;;;;;;;51;;;
6442;;51;155;;1.60.020;;;;;;;;6;;;
6443;;51;155;;1.60.120;;;;;;;;6;;;
6444;;51;131;51;4.33.332;;;;;;;;;;;
6445;;250;170;250;4.31.232;;;;;;;;;;;
6446;;96;290;96;4.81.031;;;;;;;;;;;
6447;;108;365;108;4.81.032;;;;;;;;;;;
6448;;302;168;302;4.32.111;;;;;;;;;;;
6449;;306;195;306;4.32.312;;;;;;;;;;;
6450;;196;290;196;4.81.011;;;;;;;;;;;
6451;;208;365;208;4.81.012;;;;;;;;;;;
6452;;350;170;350;4.31.222;;;;;;;;;;;
6453;;292;174;292;4.32.221;;;;;;;;;;;
6454;;196;290;196;4.81.021;;;;;;;;;;;
6455;;208;365;208;4.81.022;;;;;;;;;;;
6456;;240;60;184;4.78.101;;;;;;;;;;;
6457;;220;50;110;4.73.211;;;;;;;;;;;
6458;;270;85;135;4.76.111;;;;;;;;;;;
6459;;3000;100;90;4.74.111;;;;;;;;;;;
6460;;3000;110;95;4.72.111;;;;;;;;;;;
6461;;220;1020;110;4.75.111;;;;;;;;;;;
6462;;180;1020;90;4.75.211;;;;;;;;;;;
6463;;293;268;293;4.02.331;;;;;;;;;;;
6464;;30;244;30;4.03.131;;;;;;;;;;;
6465;;70;235;70;4.03.132;;;;;;;;;;;
6466;;74;170;74;4.03.332;;;;;;;;;;;
6467;;120;785;60;4.71.111;;;;;;;;;;;
6468;;90;789;45;4.71.211;;;;;;;;;;;
6469;;83;129;83;4.33.331;;;;;;;;;;;
6470;;109;112;109;4.34.131;;;;;;;;;;;
6471;;109;125;109;4.34.231;;;;;;;;;;;
6472;;306;195;306;4.32.322;;;;;;;;;;;
6473;;205;194;205;4.32.331;;;;;;;;;;;
6474;;206;195;206;4.32.332;;;;;;;;;;;
6475;;42;165;42;4.33.132;;;;;;;;;;;
6476;;42;146;42;4.33.232;;;;;;;;;;;
6477;;67;208;67;4.04.331;;;;;;;;;;;
6478;;455;250;455;4.01.111;;;;;;;;;;;
6479;;460;265;460;4.01.113;;;;;;;;;;;
6480;;383;278;383;4.01.211;;;;;;;;;;;
6481;;384;282;384;4.01.212;;;;;;;;;;;
6482;;408;297;408;4.01.311;;;;;;;;;;;
6483;;407;259;407;4.02.111;;;;;;;;;;;
6484;;370;250;370;4.02.211;;;;;;;;;;;
6485;;393;268;393;4.02.311;;;;;;;;;;;
6486;;455;250;455;4.01.121;;;;;;;;;;;
6487;;460;265;460;4.01.123;;;;;;;;;;;
6488;;383;278;383;4.01.221;;;;;;;;;;;
6489;;384;282;384;4.01.222;;;;;;;;;;;
6490;;408;297;408;4.01.321;;;;;;;;;;;
6491;;406;297;406;4.01.322;;;;;;;;;;;
6492;;407;259;407;4.02.121;;;;;;;;;;;
6498;2000;;;;1.50.284;70;81;;;;;;;;;
6499;2000;;;;1.50.284;70;81;;;;;;;2000;2000;
6500;2000;;;;1.50.283;41;74;;;;;;;;;
6501;;;;;m_comp_b201;;;;;;;;;;;
6502;;292;172;292;4.32.212;;;;;;;;;;;
6503;;302;168;302;4.32.121;;;;;;;;;;;
6504;;202;168;202;4.32.131;;;;;;;;;;;
6505;;3440;1075;268;4.70.101;;;;;;;;;;;
6506;;3440;1103;268;4.70.102;;;;;;;;;;;
6507;;3440;1338;268;4.70.103;;;;;;;;;;;
6508;;3440;1075;134;4.70.111;;;;;;;;;;;
6509;;3440;1075;135;4.70.112;;;;;;;;;;;
6510;;3360;1070;220;4.70.201;;;;;;;;;;;
6511;;3360;1090;220;4.70.202;;;;;;;;;;;
6512;;3360;1266;220;4.70.203;;;;;;;;;;;
6513;;3360;1070;110;4.70.211;;;;;;;;;;;
6514;;3360;1070;110;4.70.212;;;;;;;;;;;
6515;;268;55;134;4.73.111;;;;;;;;;;;
6516;;3000;100;75;4.72.211;;;;;;;;;;;
6517;;3000;88;70;4.74.211;;;;;;;;;;;
6518;;220;70;110;4.76.211;;;;;;;;;;;
6519;;655;1135;;0-1.61.102-1.61.120;;;;;;;;290;;;
6520;;418;758;;0-1.61.101-1.61.110;;;;;;;;230;;;
6538;;175;152;;1.60.026;;;;;;;;30;;;
6539;;395;222;;1.60.029;;;;;;;;33;;;
6540;2000;;;;1.50.281;112;205;;;;;;;;;
6541;2000;;;;1.51.374;;101;;;;;;9;;;
6542;2000;;;;1.51.374;;101;;;;;;9;550;550;3000
6544;;305;194;305;4.32.311;;;;;;;;;;;
6545;;305;194;305;4.32.321;;;;;;;;;;;
6546;;192;174;192;4.32.231;;;;;;;;;;;
6547;;820;230;;1.60.021;;;;;;;;43;;;
6548;;895;318;;1.60.022;;;;;;;;50;;;
6549;;238;193;;1.60.024;;;;;;;;25;;;
6550;;269;150;;1.60.027;;;;;;;;31;;;
6551;;410;120;;1.60.028;;;;;;;;20;;;
6552;;120;232;83;1.19.010;;;;;;;;;;;
6553;2000;;;;1.50.285;108;144;;;;;;;;;
6554;2000;;;;1.50.286;83;88;;;;;;;;;
6555;2000;;;;1.50.282;40;69;;;;;;;;;
6564;2000;;;;1.50.286;83;88;;;;;;;2500;2000;
6565;2000;;;;1.50.288;53;58;;;;;;;;;
6566;2000;;;;1.51.375;;41;;;;;;20;;;
6581;2000;;;;1.50.288;53;58;;;;;;;2500;1500;
6582;2000;;;;1.50.280;144;170;;;;;;;;;
6583;;268;98;;1.60.034;;;;;;;;12;;;
6584;2000;;;;1.51.373;;100;;;;;;21;;;
6585;;218;101;;1.60.033;;;;;;;;19;;;
6586;;290;157;;1.60.030;;;;;;;;22;;;
6587;2000;;;;1.50.277;156;45;;;;;;;;;
6588;;540;440;;1.56.008;;;;;;540;;32;;;
6589;;232;141;;1.60.031;;;;;;;;28;;;
6590;;298;158;;1.60.123;;;;;;;;30;;;
6591;;298;158;;1.60.023;;;;;;;;30;;;
6592;;635;2908;270;4.10.205;;;;;;;;;;;
6593;;635;3273;270;4.10.206;;;;;;;;;;;
6594;;364;705;182;4.16.004;;;;;;;;;;;
6595;;364;705;182;4.16.004;;;;;;;;;;;
6596;;648;3542;326;4.10.307;;;;;;;;;;;
6597;;648;3177;326;4.10.306;;;;;;;;;;;
6598;;507;217;507;4.13.002;;;;;;;;;;;
6599;;362;700;362;4.12.002;;;;;;;;;;;
6600;;362;700;362;4.12.002;;;;;;;;;;;
6601;;364;700;364;4.12.004;;;;;;;;;;;
6602;;364;700;364;4.12.004;;;;;;;;;;;
6603;;635;2908;540;4.30.205;;;;;;;;;;;
6604;;648;3177;648;4.30.306;;;;;;;;;;;
6605;;635;3258;540;4.30.206;;;;;;;;;;;
6606;;648;3527;648;4.30.307;;;;;;;;;;;
6611;2000;;;;1.50.273;130;198;;;;;;;3500;2500;
6612;2000;;;;1.51.375;;41;;;;;;20;550;550;2000
6613;;406;297;406;4.01.312;;;;;;;;;;;
6614;902;;510;;4.89.001;;;;;;;;54;;;
6615;;463;182;;4.99.001;;;;;;;;44;;;
6616;;52;166;;4.99.002;;;;;;;;28;;;
6617;;370;250;370;4.02.221;;;;;;;;;;;
6618;;393;268;393;4.02.321;;;;;;;;;;;
6619;;68;138;68;4.34.332;;;;;;;;;;;
6620;;67;125;67;4.34.232;;;;;;;;;;;
6621;;355;250;355;4.01.131;;;;;;;;;;;
6622;;59;112;59;4.34.132;;;;;;;;;;;
6623;;192;172;192;4.32.232;;;;;;;;;;;
6624;;360;265;360;4.01.133;;;;;;;;;;;
6625;;283;278;283;4.01.231;;;;;;;;;;;
6626;;292;172;292;4.32.222;;;;;;;;;;;
6627;;284;282;284;4.01.232;;;;;;;;;;;
6628;;292;174;292;4.32.211;;;;;;;;;;;
6629;;308;297;308;4.01.331;;;;;;;;;;;
6630;;100;137;100;4.34.331;;;;;;;;;;;
6631;;306;297;306;4.01.332;;;;;;;;;;;
6632;;80;146;80;4.33.231;;;;;;;;;;;
6633;;92;165;92;4.33.131;;;;;;;;;;;
6634;;257;200;257;4.31.332;;;;;;;;;;;
6635;;258;202;258;4.31.331;;;;;;;;;;;
6636;;250;172;250;4.31.231;;;;;;;;;;;
6637;;307;259;307;4.02.131;;;;;;;;;;;
6638;;310;183;310;4.31.131;;;;;;;;;;;
6639;;270;250;270;4.02.231;;;;;;;;;;;
6640;;357;200;357;4.31.322;;;;;;;;;;;
6642;;358;202;358;4.31.321;;;;;;;;;;;
6643;;31;218;31;4.03.231;;;;;;;;;;;
6644;;350;172;350;4.31.221;;;;;;;;;;;
6645;;410;183;410;4.31.121;;;;;;;;;;;
6646;;62;191;62;4.03.232;;;;;;;;;;;
6647;;42;198;42;4.03.331;;;;;;;;;;;
6648;;407;200;407;4.31.312;;;;;;;;;;;
6649;;56;168;56;4.04.131;;;;;;;;;;;
6650;;406;202;406;4.31.311;;;;;;;;;;;
6651;;90;152;90;4.04.132;;;;;;;;;;;
6652;;408;170;408;4.31.212;;;;;;;;;;;
6653;;70;189;70;4.04.231;;;;;;;;;;;
6654;;384;172;384;4.31.211;;;;;;;;;;;
6655;;97;169;97;4.04.232;;;;;;;;;;;
6656;;383;183;383;4.31.111;;;;;;;;;;;
6657;;95;173;95;4.04.332;;;;;;;;;;;
6658;;100;160;100;4.82.031;;;;;;;;;;;
6659;;183;1150;50;4.87.031;;;;;;;750;;;;600-900
6660;;160;1030;40;4.87.032;;;;;;;700;;;;550-850
6661;;140;;37;4.87.033;;;;;;;600;;;;450-750
6662;2000;;;;1.50.281;112;205;;;;;;;1500;1500;
6663;2000;;;;1.50.282;40;69;;;;;;;2000;1500;
6664;2000;;;;1.51.368;;138;;;;;;40;550;550;2000
6665;2000;;;;1.51.364;;58;;;;;;8;;;
6666;;1303;313;221;1.64.001;;;;;;;;;;;
6667;;180;877;171;1.64.002;;;;;;;;;;;
6668;;180;877;171;1.64.003;;;;;;;;;;;
6669;;1303;1190;221;1.64.101;;;;;;;;;;;
6670;2000;;;;1.50.277;156;45;;;;;;;>5000;;
6671;2000;;;;1.51.373;;100;;;;;;21;550;550;1000
6672;;;;;1.56.050;;;;;;404;;38;;;
6674;2000;83;131;;1.26.001;;;;;;;;;;;
6675;2000;89;130;;1.26.002;;;;;;;;;;;
6676;2000;91;130;;1.26.003;;;;;;;;;;;
6683;;;;;1.56.047;;;;;;404;;23;;;
6684;;105;143;71;1.19.011;;;;;;;;;;;
6707;2000;;;;1.51.369;;54;;;;;;11;;;
6708;2000;;;;1.51.376;;63;;;;;;20;;;
6709;;;;;1.56.045;;;;;;663;;80;;;
6710;;240;240;;1.52.352;;;;;;;;23;;;
6711;;117;142;75;1.19.009;;;;;;;;;;;
6736;;271;297;;1.60.037;;;;;;;;21;;;
6737;;120;230;;1.60.038;;;;;;;;23;;;
6738;;74;213;;1.60.039;;;;;;;;21;;;
6739;;355;143;;1.60.040;;;;;;;;23;;;
6740;1495;;243;;1.54.014;;;;;;;;66;;;
6741;;585;315;;1.56.043;;;;;;585;;35;;;
6742;;;;;1.56.048;;;;;;364;;43;;;
6743;;;;;1.56.049;;;;;;346;;40;;;
6749;2000;;;;1.50.290;61;61;;;;;;;;;
6750;;320;320;;1.52.375;;;;;;;;23;;;
6751;;170;305;186;1.19.013;;;;;;;;;;;
6755;2000;;;;1.51.338;;40;;;;;;9;;;
6756;;260;260;;1.52.376;;;;;;;;20;;;
6757;;85;125;;1.60.035;;;;;;;;16;;;
6758;;85;125;;1.60.135;;;;;;;;16;;;
6761;;260;260;;1.52.283;;;;;;;;26;;;
6762;;256;256;;1.52.284;;;;;;;;26;;;
6763;;102;142;68;1.19.012;;;;;;;;;;;
6764;;;;;1.56.046;;;;;;860;;64;;;
6765;2000;;;;1.50.225;57;55;;;;;;;;;
6766;2000;;;;1.50.226;55;55;;;;;;;;;
6767;;790;360;;1.60.036;;;;;;;;50;;;
6768;2000;;;;1.50.289;37;55;;;;;;;;;
6770;2000;;;;1.50.283;41;74;;;;;;;;;
6771;2000;;;;1.50.206;35;36;;;;;;;;;
6772;;180;190;130;1.19.014;;;;;;;;;;;
6773;2000;;;;1.50.295;30;30;;;;;;;;;
6783;2000;;;;1.50.293;85;84;;;;;;;;;
6784;2000;;;;1.50.294;43;43;;;;;;;;;
6785;2000;;;;1.50.279;81;103;;;;;;;2000;2500;
6786;2000;;;;1.50.293;85;84;;;;;;;2000;1500;
6787;2000;;;;1.50.294;43;43;;;;;;;1500;1000;
6807;2000;;;;1.50.290;61;61;;;;;;;2000;1500;
6808;2000;;;;1.50.289;37;55;;;;;;;2000;1500;
6809;2000;;;;1.50.206;35;36;;;;;;;1500;1500;
6810;2000;;;;1.50.295;30;30;;;;;;;1000;1000;
6811;2000;;;;1.51.376;;63;;;;;;20;550;550;2000
6812;2000;;;;1.51.338;;40;;;;;;9;550;550;1500
6817;;192;396;207;1.19.018;;;;;;;;;;;
6818;2000;;;;1.51.382;;92;;;;;;35;;;
6819;2000;;;;1.51.377;;52;;;;;;17;;;
6820;2000;;;;1.51.379;;30;;;;;;13;;;
6821;2000;;;;1.50.272;35;33;;;;;;;;;
6823;2000;;;;1.51.379;;30;;;;;;13;550;550;1000
6824;2000;;;;1.50.272;35;33;;;;;;;1500;1500;
6826;2000;;;;1.51.371;;97;;;;;;10;;;
6827;2000;;;;1.50.292;25;25;;;;;;;;;
6828;2000;;;;1.50.292;25;25;;;;;;;1500;1000;
6829;2000;;;;1.50.225;57;55;;;;;;;2000;;
6830;2000;;;;1.50.226;55;55;;;;;;;2000;;
6835;2000;;;;1.51.378;;21;;;;;;9;;;
6836;;;;;1.56.052;;;;;;310;;28;;;
6837;;86;86;;1.54.017;;;;;;;;27;;;
8330;2000;;;;1.51.378;;21;;;;;;9;550;550;2500
8331;2000;;;;1.51.377;;52;;;;;;17;550;550;2000
8332;2000;;;;1.51.382;;92;;;;;;35;550;550;3000
8981;;111;165;70;1.19.015;;;;;;;;;;;
12094;2000;;;;1.50.298;40;13;;;;;;;;;
12104;2000;;;;1.51.372;;25;;;;;;7;;;
13520;2000;;;;1.50.296;110;35;;;;;;;;;
14598;;323;360;;1.52.299;;;;;;;;22;;;
14599;;323;360;;1.52.279;;;;;;;;22;;;
14600;2000;;;;1.51.365;;60;;;;;;10;;;
14781;2000;;;;1.53.108;;121;14;;;;;;;;
17562;;127;209;92;1.19.016;;;;;;;;;;;
17563;;522;522;;1.56.053;;;;;;;;32;;;
21020;2000;;;;1.50.227;73;280;;;;;;;;;
21021;2000;;;;1.51.385;;103;;;;;;12;;;
21022;1200;;295;;1.54.015;;;;;;;;65;;;
21023;920;;230;;1.63.003;;;;;;;;38;;;
21126;2000;;;;1.53.108;;121;14;;;;;;550;550;
21618;2000;;;;1.50.299;37;45;;;;;;;;;
21619;2000;;;;1.50.297;20;20;;;;;;;;;
21620;2000;;;;1.51.383;;75;;;;;;22;;;
21621;2000;;;;1.51.384;;47;;;;;;8;;;
21623;;;;;1.56.055;;;;;;752;;43;;;
22331;1200;;244;;1.54.016;;;;;;;;59;;;
22334;2000;;;;1.51.385;;103;;;;;;12;550;550;2500
22336;2000;;;;1.50.296;110;35;;;;;;;3000;3000;
22339;2000;;;;1.50.298;40;13;;;;;;;1500;1500;
26151;;544;2889;544;4.30.103;;;;;;;;;;;
26629;2000;;;;1.50.249;72;104;;;;;;;;;
27652;;;;;1.56.054;;;;;;710;;72;;;
28243;2000;;;;1.50.299;37;45;;;;;;;2000;2000;
28244;2000;;;;1.50.297;20;20;;;;;;;1500;1500;
28245;2000;;;;1.51.384;;47;;;;;;8;550;550;2500
29278;2000;;;;1.50.215;49;51;;;;;;;;;
29860;;2000;;;1.53.111;;66;20;;;;;;;;
31363;2000;;;;1.50.216;67;75;;;;;;;;;
31409;;;;;1.56.057;;;;;;545;;55;;;
33172;;150;224;93;1.19.017;;;;;;;;;;;
33407;2000;;;;1.50.228;80;141;;;;;;;;;
36930;2000;;;;1.50.249;72;104;;;;;;;2000;2000;
37766;;;;;1.56.056;;;;;;454;;35;;;
38420;;600;600;;1.59.003;;;;;;;;30;;;
38421;;600;600;;1.59.004;;;;;;;;24;;;
38422;;600;600;;1.59.005;;;;;;;;16;;;
42718;2000;;;;1.50.215;49;51;;;;;;;2000;2000;
42720;2000;;;;1.50.216;67;75;;;;;;;2500;2500;
43862;;95;126;95;4.82.032;;;;;;;;;;;
43863;;48;105;48;4.82.131;;;;;;;;;;;
43864;;60;95;60;4.82.231;;;;;;;;;;;
43865;;53;95;53;4.82.232;;;;;;;;;;;
43866;;54;109;54;4.82.332;;;;;;;;;;;
43867;;61;109;61;4.82.331;;;;;;;;;;;
43868;;86;111;86;4.82.033;;;;;;;;;;;
47206;2000;;;;1.50.229;48;120;;;;;;;;;
47207;2000;;;;1.50.621;51;120;;;;;;;;;
47208;2000;;;;1.50.622;83;200;;;;;;;;;
47209;2000;;;;1.50.623;75;118;;;;;;;;;
47210;2000;;;;1.50.624;120;200;;;;;;;;;
47211;2000;;;;1.51.601;;215;;;;;;40;;;
47212;2000;;;;1.51.602;;198;;;;;;139;;;
47213;2000;;;;1.51.603;;250;;;;;;160;;;
47214;2000;;;;1.51.604;;350;;;;;;130;;;
47215;2000;;;;1.51.605;;121;;;;;;19;;;
47216;2000;;;;1.51.606;;200;;;;;;19;;;
48388;2000;;;;1.50.227;73;280;;;;;;;>5000;>5000;
48390;2000;;;;1.51.386;;35;;;;;;15;;;
48392;;2000;;;1.53.112;;80;13;;;;;;;;
