IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1
5113;молдинг FLEX;1.51.380;Да;Интерьерный декор;гибкие молдинги;;2690.00
5114;молдинг FLEX;1.51.401;Да;Интерьерный декор;гибкие молдинги;;922.00
5115;молдинг FLEX;1.51.323;Да;Интерьерный декор;гибкие молдинги;;946.00
5116;молдинг FLEX;1.51.339;Да;Интерьерный декор;гибкие молдинги;;1527.00
5117;молдинг FLEX;1.51.331;Да;Интерьерный декор;гибкие молдинги;;1443.00
5118;молдинг FLEX;1.51.336;Да;Интерьерный декор;гибкие молдинги;;1495.00
5119;молдинг FLEX;1.51.334;Да;Интерьерный декор;гибкие молдинги;;1132.00
5120;молдинг FLEX;1.51.335;Да;Интерьерный декор;гибкие молдинги;;1250.00
5121;молдинг FLEX;1.51.337;Да;Интерьерный декор;гибкие молдинги;;1762.00
5122;молдинг FLEX;1.51.348;Да;Интерьерный декор;гибкие молдинги;;1181.00
5123;молдинг FLEX;1.51.349;Да;Интерьерный декор;гибкие молдинги;;1984.00
5124;молдинг FLEX;1.51.329;Да;Интерьерный декор;гибкие молдинги;;967.00
5125;молдинг FLEX;1.51.347;Да;Интерьерный декор;гибкие молдинги;;1859.00
5126;молдинг FLEX;1.51.355;Да;Интерьерный декор;гибкие молдинги;;1921.00
5127;молдинг FLEX;1.51.354;Да;Интерьерный декор;гибкие молдинги;;1226.00
5128;плинтус;1.53.102;Нет;Интерьерный декор;плинтусы;;1073.00
5129;плинтус;1.53.103;Нет;Интерьерный декор;плинтусы;;985.00
5130;плинтус;1.53.104;Нет;Интерьерный декор;плинтусы;;1001.00
5131;плинтус;1.53.105;Нет;Интерьерный декор;плинтусы;;1104.00
5132;плинтус;1.53.106;Нет;Интерьерный декор;плинтусы;;898.00
5133;плинтус;1.53.107;Нет;Интерьерный декор;плинтусы;;863.00
5134;плинтус;1.53.109;Нет;Интерьерный декор;плинтусы;;966.00
5135;плинтус;1.53.101;Нет;Интерьерный декор;плинтусы;;1038.00
5136;плинтус FLEX;1.53.102;Да;Интерьерный декор;гибкие плинтусы;;2144.00
5137;плинтус FLEX;1.53.103;Да;Интерьерный декор;гибкие плинтусы;;1968.00
5138;плинтус FLEX;1.53.104;Да;Интерьерный декор;гибкие плинтусы;;2002.00
5139;плинтус FLEX;1.53.105;Да;Интерьерный декор;гибкие плинтусы;;2207.00
5140;плинтус FLEX;1.53.106;Да;Интерьерный декор;гибкие плинтусы;;1793.00
5141;плинтус FLEX;1.53.107;Да;Интерьерный декор;гибкие плинтусы;;1724.00
5142;плинтус FLEX;1.53.109;Да;Интерьерный декор;гибкие плинтусы;;1931.00
5143;плинтус FLEX;1.53.101;Да;Интерьерный декор;гибкие плинтусы;;2075.00
5144;угловой элемент;1.52.326;Нет;Интерьерный декор;угловые элементы;;511.00
5145;угловой элемент;1.52.301;Нет;Интерьерный декор;угловые элементы;;438.00
5146;угловой элемент;1.52.302;Нет;Интерьерный декор;угловые элементы;;450.00
5147;угловой элемент;1.52.290;Нет;Интерьерный декор;угловые элементы;;475.00
5148;угловой элемент;1.52.293;Нет;Интерьерный декор;угловые элементы;;475.00
5149;угловой элемент;1.52.292;Нет;Интерьерный декор;угловые элементы;;487.00
5150;угловой элемент;1.52.288;Нет;Интерьерный декор;угловые элементы;;497.00
5151;угловой элемент;1.52.294;Нет;Интерьерный декор;угловые элементы;;497.00
5152;угловой элемент;1.52.291;Нет;Интерьерный декор;угловые элементы;;453.00
5153;угловой элемент;1.52.295;Нет;Интерьерный декор;угловые элементы;;453.00
5154;угловой элемент;1.52.328;Нет;Интерьерный декор;угловые элементы;;453.00
5155;угловой элемент;1.52.400;Нет;Интерьерный декор;угловые элементы;;478.00
5156;угловой элемент;1.52.289;Нет;Интерьерный декор;угловые элементы;;440.00
5157;угловой элемент;1.52.296;Нет;Интерьерный декор;угловые элементы;;545.00
5158;угловой элемент;1.52.297;Нет;Интерьерный декор;угловые элементы;;443.00
5159;угловой элемент;1.52.298;Нет;Интерьерный декор;угловые элементы;;443.00
5160;угловой элемент;1.52.300;Нет;Интерьерный декор;угловые элементы;;453.00
5161;угловой элемент;1.52.303;Нет;Интерьерный декор;угловые элементы;;453.00
5162;угловой элемент;1.52.308;Нет;Интерьерный декор;угловые элементы;;434.00
5163;угловой элемент;1.52.312;Нет;Интерьерный декор;угловые элементы;;438.00
5164;угловой элемент;1.52.313;Нет;Интерьерный декор;угловые элементы;;939.00
5165;угловой элемент;1.52.314;Нет;Интерьерный декор;угловые элементы;;545.00
5166;угловой элемент;1.52.318;Нет;Интерьерный декор;угловые элементы;;464.00
5167;кронштейн;1.19.001;Нет;Интерьерный декор;кронштейны;;1269.00
5168;кронштейн;1.19.137;Нет;Интерьерный декор;кронштейны;;186.00
5169;кронштейн;1.19.002;Нет;Интерьерный декор;кронштейны;;949.00
5170;кронштейн;1.19.005;Нет;Интерьерный декор;кронштейны;;1049.00
5171;кронштейн;1.19.003;Нет;Интерьерный декор;кронштейны;;952.00
5172;кронштейн;1.19.004;Нет;Интерьерный декор;кронштейны;;953.00
5173;кронштейн;1.19.006;Нет;Интерьерный декор;кронштейны;;2789.00
5174;розетка;1.56.017;Нет;Интерьерный декор;розетки;;1338.00
5175;розетка;1.56.001;Нет;Интерьерный декор;розетки;;1822.00
5176;розетка;1.56.002;Нет;Интерьерный декор;розетки;;1295.00
5177;розетка;1.56.004;Нет;Интерьерный декор;розетки;;1056.00
5178;розетка;1.56.007;Нет;Интерьерный декор;розетки;;1095.00
5179;розетка;1.56.013;Нет;Интерьерный декор;розетки;;722.00
5180;розетка;1.56.014;Нет;Интерьерный декор;розетки;;753.00
5181;розетка;1.56.015;Нет;Интерьерный декор;розетки;;1424.00
5182;розетка;1.56.016;Нет;Интерьерный декор;розетки;;1295.00
5183;розетка;1.56.018;Нет;Интерьерный декор;розетки;;2533.00
5184;розетка;1.56.019;Нет;Интерьерный декор;розетки;;1382.00
5185;розетка;1.56.020;Нет;Интерьерный декор;розетки;;1382.00
5186;розетка;1.56.022;Нет;Интерьерный декор;розетки;;1295.00
5187;розетка;1.56.023;Нет;Интерьерный декор;розетки;;1775.00
5188;розетка;1.56.024;Нет;Интерьерный декор;розетки;;1338.00
5189;розетка;1.56.025;Нет;Интерьерный декор;розетки;;3337.00
5190;розетка;1.56.005;Нет;Интерьерный декор;розетки;;2302.00
5191;розетка;1.56.010;Нет;Интерьерный декор;розетки;;440.00
5192;розетка;1.56.028;Нет;Интерьерный декор;розетки;;2474.00
5193;розетка;1.56.029;Нет;Интерьерный декор;розетки;;1822.00
5194;розетка;1.56.030;Нет;Интерьерный декор;розетки;;775.00
5195;розетка;1.56.003;Нет;Интерьерный декор;розетки;;1382.00
5196;розетка;1.56.031;Нет;Интерьерный декор;розетки;;1775.00
5197;розетка;1.56.021;Нет;Интерьерный декор;розетки;;1424.00
5198;розетка;1.56.026;Нет;Интерьерный декор;розетки;;2416.00
5199;розетка;1.56.006;Нет;Интерьерный декор;розетки;;737.00
5200;розетка;1.56.009;Нет;Интерьерный декор;розетки;;753.00
5201;розетка;1.56.032;Нет;Интерьерный декор;розетки;;768.00
5202;розетка;1.56.011;Нет;Интерьерный декор;розетки;;434.00
5203;розетка;1.56.037;Нет;Интерьерный декор;розетки;;754.00
5204;розетка;1.56.034;Нет;Интерьерный декор;розетки;;1339.00
5205;розетка;1.56.033;Нет;Интерьерный декор;розетки;;1295.00
5206;розетка;1.56.038;Нет;Интерьерный декор;розетки;;998.00
5207;розетка;1.56.012;Нет;Интерьерный декор;розетки;;1382.00
5208;розетка;1.56.027;Нет;Интерьерный декор;розетки;;1037.00
5209;розетка;1.56.039;Нет;Интерьерный декор;розетки;;1846.00
5210;розетка;1.56.035;Нет;Интерьерный декор;розетки;;1338.00
5211;розетка;1.56.042;Нет;Интерьерный декор;розетки;;440.00
5212;орнамент;1.60.114;Нет;Интерьерный декор;орнаменты;;547.00
5213;орнамент;1.60.014;Нет;Интерьерный декор;орнаменты;;547.00
5214;орнамент;1.60.011;Нет;Интерьерный декор;орнаменты;;237.00
5215;орнамент;1.60.111;Нет;Интерьерный декор;орнаменты;;237.00
5216;орнамент;1.60.007;Нет;Интерьерный декор;орнаменты;;220.00
5217;орнамент;1.60.005;Нет;Интерьерный декор;орнаменты;;220.00
5218;орнамент;1.60.012;Нет;Интерьерный декор;орнаменты;;592.00
5219;орнамент;1.60.008;Нет;Интерьерный декор;орнаменты;;208.00
5220;орнамент;1.60.010;Нет;Интерьерный декор;орнаменты;;212.00
5221;орнамент;1.60.002;Нет;Интерьерный декор;орнаменты;;238.00
5222;орнамент;1.60.003;Нет;Интерьерный декор;орнаменты;;208.00
5223;орнамент;1.60.004;Нет;Интерьерный декор;орнаменты;;212.00
5224;орнамент;1.60.006;Нет;Интерьерный декор;орнаменты;;216.00
5225;орнамент;1.60.009;Нет;Интерьерный декор;орнаменты;;212.00
5226;орнамент;1.60.015;Нет;Интерьерный декор;орнаменты;;222.00
5227;орнамент;1.60.017;Нет;Интерьерный декор;орнаменты;;239.00
5228;орнамент;1.60.018;Нет;Интерьерный декор;орнаменты;;246.00
5229;орнамент;1.60.019;Нет;Интерьерный декор;орнаменты;;592.00
5230;орнамент;1.60.108;Нет;Интерьерный декор;орнаменты;;208.00
5231;орнамент;1.60.109;Нет;Интерьерный декор;орнаменты;;212.00
5232;орнамент;1.60.110;Нет;Интерьерный декор;орнаменты;;212.00
5233;орнамент;1.60.001;Нет;Интерьерный декор;орнаменты;;217.00
5234;кессон;1.57.002;Нет;Интерьерный декор;кессоны и купола;;1665.00
5235;кессон;1.57.003;Нет;Интерьерный декор;кессоны и купола;;1753.00
5236;кессон;1.57.001;Нет;Интерьерный декор;кессоны и купола;;1534.00
5237;кессон;1.57.004;Нет;Интерьерный декор;кессоны и купола;;2275.00
5238;купол;1.58.001;Нет;Интерьерный декор;кессоны и купола;;8391.00
5239;капитель;1.11.001;Нет;Интерьерный декор;составные элементы;;7318.00
5240;капитель;1.11.010;Нет;Интерьерный декор;составные элементы;;3975.00
5241;капитель;1.11.003;Нет;Интерьерный декор;составные элементы;;5684.00
5242;капитель;1.11.002;Нет;Интерьерный декор;составные элементы;;4222.00
5243;капитель;1.11.004;Нет;Интерьерный декор;составные элементы;;5684.00
5244;капитель;1.11.005;Нет;Интерьерный декор;составные элементы;;2929.00
5245;капитель;1.11.006;Нет;Интерьерный декор;составные элементы;;5455.00
5246;капитель;1.11.008;Нет;Интерьерный декор;составные элементы;;3306.00
5247;капитель;1.11.009;Нет;Интерьерный декор;составные элементы;;3291.00
5248;капитель;1.15.002;Нет;Интерьерный декор;составные элементы;;1802.00
5249;капитель;1.15.003;Нет;Интерьерный декор;составные элементы;;2534.00
5250;капитель;1.15.004;Нет;Интерьерный декор;составные элементы;;2534.00
5251;капитель;1.15.005;Нет;Интерьерный декор;составные элементы;;1314.00
5252;капитель;1.15.006;Нет;Интерьерный декор;составные элементы;;2436.00
5253;капитель;1.15.008;Нет;Интерьерный декор;составные элементы;;1654.00
5254;капитель;1.15.001;Нет;Интерьерный декор;составные элементы;;3096.00
5255;капитель;1.15.009;Нет;Интерьерный декор;составные элементы;;1645.00
5256;капитель;1.15.010;Нет;Интерьерный декор;составные элементы;;1989.00
5257;капитель;1.21.003;Нет;Интерьерный декор;составные элементы;;1130.00
5258;капитель;1.21.001;Нет;Интерьерный декор;составные элементы;;1015.00
5259;капитель;1.21.002;Нет;Интерьерный декор;составные элементы;;1291.00
5260;капитель;1.21.004;Нет;Интерьерный декор;составные элементы;;1181.00
5261;капитель;1.21.005;Нет;Интерьерный декор;составные элементы;;1273.00
5262;капитель;1.21.006;Нет;Интерьерный декор;составные элементы;;1207.00
5263;капитель;1.21.007;Нет;Интерьерный декор;составные элементы;;1143.00
5264;ствол;1.12.020;Нет;Интерьерный декор;составные элементы;;10695.00
5265;ствол;1.12.010;Нет;Интерьерный декор;составные элементы;;10695.00
5266;ствол;1.12.030;Нет;Интерьерный декор;составные элементы;;13621.00
5267;ствол;1.12.050;Нет;Интерьерный декор;составные элементы;;6297.00
5268;ствол;1.12.060;Нет;Интерьерный декор;составные элементы;;5750.00
5269;ствол;1.12.061;Нет;Интерьерный декор;составные элементы;;7766.00
5270;ствол;1.12.080;Нет;Интерьерный декор;составные элементы;;5750.00
5271;ствол;1.12.081;Нет;Интерьерный декор;составные элементы;;7766.00
5272;ствол;1.12.070;Нет;Интерьерный декор;составные элементы;;5750.00
5273;ствол;1.12.071;Нет;Интерьерный декор;составные элементы;;7766.00
5274;ствол;1.16.080;Нет;Интерьерный декор;составные элементы;;2875.00
5275;ствол;1.16.081;Нет;Интерьерный декор;составные элементы;;3883.00
5276;ствол;1.16.030;Нет;Интерьерный декор;составные элементы;;6248.00
5277;ствол;1.16.070;Нет;Интерьерный декор;составные элементы;;2875.00
5278;ствол;1.16.050;Нет;Интерьерный декор;составные элементы;;2815.00
5279;ствол;1.16.060;Нет;Интерьерный декор;составные элементы;;2875.00
5280;ствол;1.16.071;Нет;Интерьерный декор;составные элементы;;3883.00
5281;ствол;1.16.010;Нет;Интерьерный декор;составные элементы;;4787.00
5282;ствол;1.16.011;Нет;Интерьерный декор;составные элементы;;4919.00
5283;ствол;1.16.020;Нет;Интерьерный декор;составные элементы;;4787.00
5284;ствол;1.16.061;Нет;Интерьерный декор;составные элементы;;3883.00
5285;ствол;1.22.010;Нет;Интерьерный декор;составные элементы;;1474.00
5286;ствол;1.22.020;Нет;Интерьерный декор;составные элементы;;2328.00
5287;ствол;1.22.030;Нет;Интерьерный декор;составные элементы;;1775.00
5288;ствол;1.22.200;Нет;Интерьерный декор;составные элементы;;2671.00
5289;ствол;1.22.040;Нет;Интерьерный декор;составные элементы;;1888.00
5290;кольцо;1.11.100;Нет;Интерьерный декор;составные элементы;;178.00
5291;кольцо;1.11.200;Нет;Интерьерный декор;составные элементы;;178.00
5292;кольцо;1.11.300;Нет;Интерьерный декор;составные элементы;;259.00
5293;кольцо;1.15.100;Нет;Интерьерный декор;составные элементы;;90.00
5294;кольцо;1.15.200;Нет;Интерьерный декор;составные элементы;;90.00
5295;кольцо;1.15.300;Нет;Интерьерный декор;составные элементы;;132.00
5296;база;1.13.900;Нет;Интерьерный декор;составные элементы;;2613.00
5297;база;1.13.300;Нет;Интерьерный декор;составные элементы;;9849.00
5298;база;1.13.400;Нет;Интерьерный декор;составные элементы;;4363.00
5299;база;1.13.800;Нет;Интерьерный декор;составные элементы;;2613.00
5300;база;1.13.500;Нет;Интерьерный декор;составные элементы;;2929.00
5301;база;1.13.100;Нет;Интерьерный декор;составные элементы;;7598.00
5302;база;1.13.200;Нет;Интерьерный декор;составные элементы;;3773.00
5303;база;1.13.700;Нет;Интерьерный декор;составные элементы;;2561.00
5304;база;1.17.900;Нет;Интерьерный декор;составные элементы;;1307.00
5305;база;1.17.300;Нет;Интерьерный декор;составные элементы;;4505.00
5306;база;1.17.400;Нет;Интерьерный декор;составные элементы;;1971.00
5307;база;1.17.100;Нет;Интерьерный декор;составные элементы;;3379.00
5308;база;1.17.800;Нет;Интерьерный декор;составные элементы;;1307.00
5309;база;1.17.500;Нет;Интерьерный декор;составные элементы;;1314.00
5310;база;1.17.600;Нет;Интерьерный декор;составные элементы;;2463.00
5311;база;1.17.700;Нет;Интерьерный декор;составные элементы;;1281.00
5312;база;1.17.200;Нет;Интерьерный декор;составные элементы;;1465.00
5313;база;1.23.100;Нет;Интерьерный декор;составные элементы;;1207.00
5314;база;1.23.200;Нет;Интерьерный декор;составные элементы;;1727.00
5315;база;1.23.300;Нет;Интерьерный декор;составные элементы;;1361.00
5316;база;1.23.400;Нет;Интерьерный декор;составные элементы;;1844.00
5317;база;1.23.500;Нет;Интерьерный декор;составные элементы;;1324.00
5318;пьедестал;1.14.001;Нет;Интерьерный декор;составные элементы;;5091.00
5319;пьедестал;1.14.002;Нет;Интерьерный декор;составные элементы;;5375.00
5320;пьедестал;1.14.003;Нет;Интерьерный декор;составные элементы;;5375.00
5321;пьедестал;1.18.001;Нет;Интерьерный декор;составные элементы;;2689.00
5322;пьедестал;1.18.002;Нет;Интерьерный декор;составные элементы;;2547.00
5323;пьедестал;1.18.003;Нет;Интерьерный декор;составные элементы;;2689.00
5324;база;1.54.010;Нет;Интерьерный декор;обрамление арок;;568.00
5325;обрамление арок;1.55.003;Нет;Интерьерный декор;обрамление арок;;229.00
5326;обрамление арок;1.55.004;Нет;Интерьерный декор;обрамление арок;;238.00
5327;обрамление арок;1.55.001;Нет;Интерьерный декор;обрамление арок;;651.00
5328;замковый камень;1.55.005;Нет;Интерьерный декор;обрамление арок;;237.00
5329;обрамление арок;1.55.002;Нет;Интерьерный декор;обрамление арок;;651.00
5330;база;1.54.020;Нет;Интерьерный декор;обрамление дверей;;515.00
5331;боковой элемент;1.54.009;Нет;Интерьерный декор;обрамление дверей;;224.00
5332;боковой элемент;1.54.019;Нет;Интерьерный декор;обрамление дверей;;224.00
5333;квадрат;1.54.001;Нет;Интерьерный декор;обрамление дверей;;203.00
5334;квадрат;1.54.002;Нет;Интерьерный декор;обрамление дверей;;197.00
5335;наличник;1.54.003;Нет;Интерьерный декор;обрамление дверей;;819.00
5336;наличник;1.54.004;Нет;Интерьерный декор;обрамление дверей;;1374.00
5337;элемент;1.54.008;Нет;Интерьерный декор;обрамление дверей;;230.00
5338;элемент;1.54.006;Нет;Интерьерный декор;обрамление дверей;;281.00
5339;элемент;1.54.005;Нет;Интерьерный декор;обрамление дверей;;271.00
5340;элемент;1.54.007;Нет;Интерьерный декор;обрамление дверей;;222.00
5341;элемент;1.54.012;Нет;Интерьерный декор;обрамление дверей;;563.00
5342;элемент;1.54.011;Нет;Интерьерный декор;обрамление дверей;;555.00
5343;ствол;1.12.011;Нет;Интерьерный декор;составные элементы;;11016.00
5344;пилястра;1.20.301;Нет;Интерьерный декор;пилястры;;3053.00
5345;пилястра;1.20.302;Нет;Интерьерный декор;пилястры;;4416.00
5346;пилястра;1.20.303;Нет;Интерьерный декор;пилястры;;4700.00
5347;пилястра;1.20.201;Нет;Интерьерный декор;пилястры;;4347.00
5348;пилястра;1.20.202;Нет;Интерьерный декор;пилястры;;4631.00
5349;пилястра;1.20.101;Нет;Интерьерный декор;пилястры;;4058.00
5350;пилястра;1.20.102;Нет;Интерьерный декор;пилястры;;2925.00
5351;пилястра;1.20.001;Нет;Интерьерный декор;пилястры;;3534.00
5352;пилястра;1.20.002;Нет;Интерьерный декор;пилястры;;3523.00
5353;полуколонна;1.10.301;Нет;Интерьерный декор;полуколонны;;7319.00
5354;полуколонна;1.10.302;Нет;Интерьерный декор;полуколонны;;5932.00
5355;полуколонна;1.10.303;Нет;Интерьерный декор;полуколонны;;11443.00
5356;полуколонна;1.10.304;Нет;Интерьерный декор;полуколонны;;9349.00
5357;полуколонна;1.10.201;Нет;Интерьерный декор;полуколонны;;6918.00
5358;полуколонна;1.10.202;Нет;Интерьерный декор;полуколонны;;5648.00
5359;полуколонна;1.10.203;Нет;Интерьерный декор;полуколонны;;7458.00
5360;полуколонна;1.10.204;Нет;Интерьерный декор;полуколонны;;5423.00
5361;полуколонна;1.10.205;Нет;Интерьерный декор;полуколонны;;8912.00
5362;полуколонна;1.10.206;Нет;Интерьерный декор;полуколонны;;7331.00
5363;полуколонна;1.10.207;Нет;Интерьерный декор;полуколонны;;8948.00
5364;полуколонна;1.10.208;Нет;Интерьерный декор;полуколонны;;7367.00
5365;полуколонна;1.10.209;Нет;Интерьерный декор;полуколонны;;8948.00
5366;полуколонна;1.10.210;Нет;Интерьерный декор;полуколонны;;7367.00
5367;полуколонна;1.10.211;Нет;Интерьерный декор;полуколонны;;8948.00
5368;полуколонна;1.10.212;Нет;Интерьерный декор;полуколонны;;7367.00
5369;полуколонна;1.10.213;Нет;Интерьерный декор;полуколонны;;8912.00
5370;полуколонна;1.10.214;Нет;Интерьерный декор;полуколонны;;7331.00
5371;полуколонна;1.10.101;Нет;Интерьерный декор;полуколонны;;7020.00
5372;полуколонна;1.10.102;Нет;Интерьерный декор;полуколонны;;5633.00
5373;полуколонна;1.10.103;Нет;Интерьерный декор;полуколонны;;6531.00
5374;полуколонна;1.10.104;Нет;Интерьерный декор;полуколонны;;4496.00
5375;полуколонна;1.10.105;Нет;Интерьерный декор;полуколонны;;8235.00
5376;полуколонна;1.10.106;Нет;Интерьерный декор;полуколонны;;6654.00
5377;колонна;1.30.301;Нет;Интерьерный декор;колонны;;14635.00
5378;колонна;1.30.302;Нет;Интерьерный декор;колонны;;11861.00
5379;колонна;1.30.303;Нет;Интерьерный декор;колонны;;25442.00
5380;колонна;1.30.304;Нет;Интерьерный декор;колонны;;20908.00
5381;колонна;1.30.201;Нет;Интерьерный декор;колонны;;14070.00
5382;колонна;1.30.202;Нет;Интерьерный декор;колонны;;11296.00
5383;колонна;1.30.204;Нет;Интерьерный декор;колонны;;12131.00
5384;колонна;1.30.205;Нет;Интерьерный декор;колонны;;19960.00
5385;колонна;1.30.206;Нет;Интерьерный декор;колонны;;16799.00
5386;колонна;1.30.207;Нет;Интерьерный декор;колонны;;10976.00
5387;колонна;1.30.208;Нет;Интерьерный декор;колонны;;7815.00
5388;колонна;1.30.209;Нет;Интерьерный декор;колонны;;20027.00
5389;колонна;1.30.210;Нет;Интерьерный декор;колонны;;16866.00
5390;колонна;1.30.211;Нет;Интерьерный декор;колонны;;10976.00
5391;колонна;1.30.212;Нет;Интерьерный декор;колонны;;16918.00
5392;колонна;1.30.213;Нет;Интерьерный декор;колонны;;19960.00
5393;колонна;1.30.214;Нет;Интерьерный декор;колонны;;16799.00
5394;колонна;1.30.101;Нет;Интерьерный декор;колонны;;13805.00
5395;колонна;1.30.102;Нет;Интерьерный декор;колонны;;11265.00
5396;колонна;1.30.104;Нет;Интерьерный декор;колонны;;10043.00
5397;колонна;1.30.105;Нет;Интерьерный декор;колонны;;18606.00
5398;колонна;1.30.106;Нет;Интерьерный декор;колонны;;15445.00
5861;карниз;1.50.205;Нет;Интерьерный декор;карнизы;;762.00
5862;карниз FLEX;1.50.196;Да;Интерьерный декор;гибкие карнизы;;1421.00
5863;карниз FLEX;1.50.198;Да;Интерьерный декор;гибкие карнизы;;2510.00
5864;карниз FLEX;1.50.201;Да;Интерьерный декор;гибкие карнизы;;3479.00
5865;карниз FLEX;1.50.205;Да;Интерьерный декор;гибкие карнизы;;1522.00
5866;молдинг;1.51.345;Нет;Интерьерный декор;молдинги;;962.00
5867;молдинг;1.51.357;Нет;Интерьерный декор;молдинги;;579.00
5868;молдинг;1.51.358;Нет;Интерьерный декор;молдинги;;913.00
5869;молдинг;1.51.361;Нет;Интерьерный декор;молдинги;;625.00
5870;молдинг;1.51.381;Нет;Интерьерный декор;молдинги;;1484.00
5871;молдинг FLEX;1.51.345;Да;Интерьерный декор;гибкие молдинги;;1921.00
5872;молдинг FLEX;1.51.357;Да;Интерьерный декор;гибкие молдинги;;1158.00
5873;молдинг FLEX;1.51.358;Да;Интерьерный декор;гибкие молдинги;;1824.00
5874;молдинг FLEX;1.51.361;Да;Интерьерный декор;гибкие молдинги;;1250.00
5875;молдинг FLEX;1.51.381;Да;Интерьерный декор;гибкие молдинги;;2968.00
5876;архитрав;1.26.001;Нет;Интерьерный декор;архитравы;;1579.00
5877;архитрав;1.26.002;Нет;Интерьерный декор;архитравы;;1579.00
5878;архитрав;1.26.003;Нет;Интерьерный декор;архитравы;;1617.00
5879;розетка;1.56.036;Нет;Интерьерный декор;розетки;;2876.00
5880;база;1.13.600;Нет;Интерьерный декор;составные элементы;;5163.00
5881;ниша;1.61.101;Нет;Интерьерный декор;ниши;;3157.00
5882;ниша;1.61.102;Нет;Интерьерный декор;ниши;;4838.00
5883;ниша с полкой;1.61.110;Нет;Интерьерный декор;ниши;;2922.00
5884;ниша с полкой;1.61.120;Нет;Интерьерный декор;ниши;;5971.00
5885;сандрик;1.63.001;Нет;Интерьерный декор;сандрики;;1631.00
5886;сандрик;1.63.002;Нет;Интерьерный декор;сандрики;;1535.00
5887;карниз;4.02.201;Нет;Фасадный декор;антаблементы;карнизы;7245.00
5888;карниз;4.01.201;Нет;Фасадный декор;антаблементы;карнизы;7350.00
5889;карниз;4.01.101;Нет;Фасадный декор;антаблементы;карнизы;6300.00
5890;карниз;4.01.301;Нет;Фасадный декор;антаблементы;карнизы;6825.00
5891;карниз;4.32.202;Нет;Фасадный декор;антаблементы;карнизы;5250.00
5892;карниз;4.01.103;Нет;Фасадный декор;антаблементы;карнизы;9450.00
5893;карниз;4.31.301;Нет;Фасадный декор;антаблементы;карнизы;6300.00
5894;карниз;4.32.201;Нет;Фасадный декор;антаблементы;карнизы;5250.00
5895;карниз;4.81.002;Нет;Фасадный декор;антаблементы;карнизы;4725.00
5896;карниз;4.32.302;Нет;Фасадный декор;антаблементы;карнизы;4830.00
5897;карниз;4.01.202;Нет;Фасадный декор;антаблементы;карнизы;7875.00
5898;карниз;4.01.302;Нет;Фасадный декор;антаблементы;карнизы;7350.00
5899;карниз;4.02.101;Нет;Фасадный декор;антаблементы;карнизы;7875.00
5900;карниз;4.31.101;Нет;Фасадный декор;антаблементы;карнизы;8190.00
5901;карниз;4.31.201;Нет;Фасадный декор;антаблементы;карнизы;5250.00
5902;карниз;4.31.202;Нет;Фасадный декор;антаблементы;карнизы;5775.00
5903;карниз;4.31.302;Нет;Фасадный декор;антаблементы;карнизы;5250.00
5904;карниз;4.32.101;Нет;Фасадный декор;антаблементы;карнизы;4200.00
5905;карниз;4.32.301;Нет;Фасадный декор;антаблементы;карнизы;5250.00
5906;карниз;4.81.001;Нет;Фасадный декор;антаблементы;карнизы;3885.00
5907;карниз;4.02.301;Нет;Фасадный декор;антаблементы;карнизы;7875.00
5908;фриз;4.03.101;Нет;Фасадный декор;антаблементы;фризы;3675.00
5909;фриз;4.03.102;Нет;Фасадный декор;антаблементы;фризы;3570.00
5910;фриз;4.03.201;Нет;Фасадный декор;антаблементы;фризы;2625.00
5911;фриз;4.03.202;Нет;Фасадный декор;антаблементы;фризы;2940.00
5912;фриз;4.03.301;Нет;Фасадный декор;антаблементы;фризы;1890.00
5913;фриз;4.33.301;Нет;Фасадный декор;антаблементы;фризы;1890.00
5914;фриз;4.03.302;Нет;Фасадный декор;антаблементы;фризы;2940.00
5915;фриз;4.33.101;Нет;Фасадный декор;антаблементы;фризы;3150.00
5916;фриз;4.33.102;Нет;Фасадный декор;антаблементы;фризы;1575.00
5917;фриз;4.33.201;Нет;Фасадный декор;антаблементы;фризы;3675.00
5918;фриз;4.33.202;Нет;Фасадный декор;антаблементы;фризы;1995.00
5919;архитрав;4.04.201;Нет;Фасадный декор;антаблементы;архитравы;2625.00
5920;архитрав;4.34.201;Нет;Фасадный декор;антаблементы;архитравы;2415.00
5921;архитрав;4.34.202;Нет;Фасадный декор;антаблементы;архитравы;2100.00
5922;архитрав;4.04.101;Нет;Фасадный декор;антаблементы;архитравы;2100.00
5923;архитрав;4.04.102;Нет;Фасадный декор;антаблементы;архитравы;2835.00
5924;архитрав;4.04.202;Нет;Фасадный декор;антаблементы;архитравы;3360.00
5925;архитрав;4.04.301;Нет;Фасадный декор;антаблементы;архитравы;1995.00
5926;архитрав;4.04.302;Нет;Фасадный декор;антаблементы;архитравы;3360.00
5927;архитрав;4.34.101;Нет;Фасадный декор;антаблементы;архитравы;3150.00
5928;архитрав;4.34.102;Нет;Фасадный декор;антаблементы;архитравы;1890.00
5929;архитрав;4.34.301;Нет;Фасадный декор;антаблементы;архитравы;2625.00
5930;архитрав;4.34.302;Нет;Фасадный декор;антаблементы;архитравы;1890.00
5931;балясина;4.71.101;Нет;Фасадный декор;балюстрады;балясины;1575.00
