IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1
6506;балюстрада;4.70.102;Нет;Фасадный декор;балюстрады;комплекты балюстрад;52395.00
6507;балюстрада;4.70.103;Нет;Фасадный декор;балюстрады;комплекты балюстрад;53761.00
6508;балюстрада;4.70.111;Нет;Фасадный декор;балюстрады;комплекты балюстрад;32865.00
6509;балюстрада;4.70.112;Нет;Фасадный декор;балюстрады;комплекты балюстрад;32865.00
6510;балюстрада;4.70.201;Нет;Фасадный декор;балюстрады;комплекты балюстрад;47565.00
6511;балюстрада;4.70.202;Нет;Фасадный декор;балюстрады;комплекты балюстрад;47461.00
6512;балюстрада;4.70.203;Нет;Фасадный декор;балюстрады;комплекты балюстрад;48931.00
6513;балюстрада;4.70.211;Нет;Фасадный декор;балюстрады;комплекты балюстрад;30975.00
6514;балюстрада;4.70.212;Нет;Фасадный декор;балюстрады;комплекты балюстрад;30975.00
6515;полукрышка;4.73.111;Нет;Фасадный декор;балюстрады;крышки столба;420.00
6516;полупоручень;4.72.211;Нет;Фасадный декор;балюстрады;поручни;4095.00
6517;полуоснование;4.74.211;Нет;Фасадный декор;балюстрады;основания;4410.00
6518;полукрышка пирамида;4.76.211;Нет;Фасадный декор;балюстрады;крышки столба;315.00
6519;ниша;0-1.61.102-1.61.120;Нет;Интерьерный декор;ниши;;0.00
6520;ниша;0-1.61.101-1.61.110;Нет;Интерьерный декор;ниши;;0.00
6538;орнамент;1.60.026;Нет;Интерьерный декор;орнаменты;;260.00
6539;орнамент;1.60.029;Нет;Интерьерный декор;орнаменты;;784.00
6540;карниз;1.50.281;Нет;Интерьерный декор;карнизы;;1980.00
6541;молдинг;1.51.374;Нет;Интерьерный декор;молдинги;;896.00
6542;молдинг FLEX;1.51.374;Да;Интерьерный декор;гибкие молдинги;;1792.00
6544;внешний угол;4.32.311;Нет;Фасадный декор;антаблементы;дополнительные элементы;1762.00
6545;внутренний угол;4.32.321;Нет;Фасадный декор;антаблементы;дополнительные элементы;1762.00
6546;торцевой элемент;4.32.231;Нет;Фасадный декор;антаблементы;дополнительные элементы;1127.00
6547;орнамент;1.60.021;Нет;Интерьерный декор;орнаменты;;1450.00
6548;орнамент;1.60.022;Нет;Интерьерный декор;орнаменты;;1896.00
6549;орнамент;1.60.024;Нет;Интерьерный декор;орнаменты;;699.00
6550;орнамент;1.60.027;Нет;Интерьерный декор;орнаменты;;699.00
6551;орнамент;1.60.028;Нет;Интерьерный декор;орнаменты;;897.00
6552;кронштейн;1.19.010;Нет;Интерьерный декор;кронштейны;;927.00
6553;карниз;1.50.285;Нет;Интерьерный декор;карнизы;;1516.00
6554;карниз;1.50.286;Нет;Интерьерный декор;карнизы;;747.00
6555;карниз;1.50.282;Нет;Интерьерный декор;карнизы;;671.00
6564;карниз FLEX;1.50.286;Да;Интерьерный декор;гибкие карнизы;;1494.00
6565;карниз;1.50.288;Нет;Интерьерный декор;карнизы;;671.00
6566;молдинг;1.51.375;Нет;Интерьерный декор;молдинги;;566.00
