IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP144;IP_PROP151;IP_PROP152;IP_PROP153;IP_PROP142;IP_PROP143;IP_PROP145;IP_PROP146;IP_PROP147;IP_PROP148;IP_PROP150;IP_PROP154;IP_PROP155;IP_PROP156;IP_PROP160;IP_PROP161;IP_PROP162;IP_PROP163;IP_PROP164;IP_PROP165;IP_PROP167;IP_PROP149;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1
5089;молдинг FLEX;;;2000;;;;1.51.312;;40;550;550;1500;;;;;ВР000005926;МОЛДИНГ-ФЛЕКС 1.51.312;;4,00;72,50;Нет;;19;Интерьерный декор;гибкие молдинги;;1114.00
5090;молдинг FLEX;;;2000;;;;1.51.332;;50;550;550;1000;;;;;ВР001023824;МОЛДИНГ-ФЛЕКС 1.51.332;;4,00;93,00;Нет;;16;Интерьерный декор;гибкие молдинги;;1495.00
5091;молдинг FLEX;;;2000;;;;1.51.350;;139;550;550;2500;;;;;ВР000005943;МОЛДИНГ-ФЛЕКС 1.51.350;;4,00;93,00;Нет;;36;Интерьерный декор;гибкие молдинги;;2031.00
5092;молдинг FLEX;;;2000;;;;1.51.326;;50;550;550;550;;;;;ВР000005940;МОЛДИНГ-ФЛЕКС 1.51.326;;4,00;72,50;Нет;;28;Интерьерный декор;гибкие молдинги;;1164.00
5093;молдинг FLEX;;;2000;;;;1.51.308;;41;550;550;550;;;;;ВР000005922;МОЛДИНГ-ФЛЕКС 1.51.308;;4,00;72,50;Нет;;20;Интерьерный декор;гибкие молдинги;;1114.00
5094;молдинг FLEX;;;2000;;;;1.51.309;;74;550;550;550;;;;;ВР000005923;МОЛДИНГ-ФЛЕКС 1.51.309;;4,00;93,00;Нет;;21;Интерьерный декор;гибкие молдинги;;1592.00
5095;молдинг FLEX;;;2000;;;;1.51.310;;96;550;550;1500;;;;;ВР000005925;МОЛДИНГ-ФЛЕКС 1.51.310;;4,00;93,00;Нет;;19;Интерьерный декор;гибкие молдинги;;1890.00
5096;молдинг FLEX;;;2000;;;;1.51.313;;53;550;550;550;;;;;ВР000005939;МОЛДИНГ-ФЛЕКС 1.51.313;;4,00;93,00;Нет;;20;Интерьерный декор;гибкие молдинги;;1182.00
5097;молдинг FLEX;;;2000;;;;1.51.315;;75;550;550;1000;;;;;ВР000005929;МОЛДИНГ-ФЛЕКС 1.51.315;;4,00;93,00;Нет;;22;Интерьерный декор;гибкие молдинги;;1221.00
5098;молдинг FLEX;;;2000;;;;1.51.316;;90;550;550;1500;;;;;ВР000005930;МОЛДИНГ-ФЛЕКС 1.51.316;;4,00;93,00;Нет;;18;Интерьерный декор;гибкие молдинги;;1129.00
5099;молдинг FLEX;;;2000;;;;1.51.317;;101;550;550;1500;;;;;ВР000005931;МОЛДИНГ-ФЛЕКС 1.51.317;;4,00;93,00;Нет;;20;Интерьерный декор;гибкие молдинги;;1790.00
5100;молдинг FLEX;;;2000;;;;1.51.318;;65;550;550;550;;;;;ВР000005932;МОЛДИНГ-ФЛЕКС 1.51.318;;4,00;93,00;Нет;;32;Интерьерный декор;гибкие молдинги;;1265.00
5101;молдинг FLEX;;;2000;;;;1.51.319;;124;550;550;1500;;;;;ВР000005937;МОЛДИНГ-ФЛЕКС 1.51.319;;4,00;93,00;Нет;;30;Интерьерный декор;гибкие молдинги;;2049.00
5102;молдинг FLEX;;;2000;;;;1.51.320;;113;550;550;1500;;;;;ВР000005933;МОЛДИНГ-ФЛЕКС 1.51.320;;4,00;93,00;Нет;;20;Интерьерный декор;гибкие молдинги;;1952.00
5103;молдинг FLEX;;;2000;;;;1.51.322;;25;550;550;550;;;;;ВР001022872;МОЛДИНГ-ФЛЕКС 1.51.322;;4,00;93,00;Нет;;12;Интерьерный декор;гибкие молдинги;;932.00
5104;молдинг FLEX;;;2000;;;;1.51.328;;46;550;550;550;;;;;ВР000005946;МОЛДИНГ-ФЛЕКС 1.51.328;;4,00;93,00;Нет;;30;Интерьерный декор;гибкие молдинги;;1164.00
5105;молдинг FLEX;;;2000;;;;1.51.330;;60;550;550;550;;;;;ВР000005951;МОЛДИНГ-ФЛЕКС 1.51.330;;4,00;93,00;Нет;;28;Интерьерный декор;гибкие молдинги;;1229.00
5106;молдинг FLEX;;;2000;;;;1.51.333;;57;550;550;550;;;;;ВР000005942;МОЛДИНГ-ФЛЕКС 1.51.333;;4,00;93,00;Нет;;27;Интерьерный декор;гибкие молдинги;;1205.00
5107;молдинг FLEX;;;2000;;;;1.51.340;;78;550;550;1000;;;;;ВР000005934;МОЛДИНГ-ФЛЕКС 1.51.340;;4,00;93,00;Нет;;25;Интерьерный декор;гибкие молдинги;;1153.00
5108;молдинг FLEX;;;2000;;;;1.51.341;;75;550;550;1000;;;;;ВР001008158;МОЛДИНГ-ФЛЕКС 1.51.341;;4,00;93,00;Нет;;21;Интерьерный декор;гибкие молдинги;;1615.00
5109;молдинг FLEX;;;2000;;;;1.51.342;;75;550;550;1500;;;;;ВР001008159;МОЛДИНГ-ФЛЕКС 1.51.342;;4,00;93,00;Нет;;15;Интерьерный декор;гибкие молдинги;;1615.00
5110;молдинг FLEX;;;2000;;;;1.51.343;;75;550;550;1500;;;;;ВР001008161;МОЛДИНГ-ФЛЕКС 1.51.343;;4,00;93,00;Нет;;12;Интерьерный декор;гибкие молдинги;;1495.00
5111;молдинг FLEX;;;2000;;;;1.51.344;;90;550;550;1500;;;;;ВР001008160;МОЛДИНГ-ФЛЕКС 1.51.344;;4,00;93,00;Нет;;18;Интерьерный декор;гибкие молдинги;;1615.00
5112;молдинг FLEX;;;2000;;;;1.51.351;;58;550;550;550;;;;;ВР000005944;МОЛДИНГ-ФЛЕКС 1.51.351;;4,00;93,00;Нет;;28;Интерьерный декор;гибкие молдинги;;1198.00
5113;молдинг FLEX;;;2000;;;;1.51.380;;220;550;550;3500;;;;;ВР000005935;МОЛДИНГ-ФЛЕКС 1.51.380;;4,50;103,00;Нет;;25;Интерьерный декор;гибкие молдинги;;2690.00
5114;молдинг FLEX;;;2000;;;;1.51.401;;22;550;550;550;;;;;ВР000005948;МОЛДИНГ-ФЛЕКС 1.51.401;;4,00;93,00;Нет;;12;Интерьерный декор;гибкие молдинги;;922.00
5115;молдинг FLEX;;;2000;;;;1.51.323;;32;550;550;550;;;;;ВР001022871;МОЛДИНГ-ФЛЕКС 1.51.323;;4,00;93,00;Нет;;10;Интерьерный декор;гибкие молдинги;;946.00
5116;молдинг FLEX;;;2000;;;;1.51.339;;56;550;550;1000;;;;;ВР001023834;МОЛДИНГ-ФЛЕКС 1.51.339;;4,00;93,00;Нет;;13;Интерьерный декор;гибкие молдинги;;1527.00
5117;молдинг FLEX;;;2000;;;;1.51.331;;67;550;550;1000;;;;;ВР001023822;МОЛДИНГ-ФЛЕКС 1.51.331;;4,00;93,00;Нет;;20;Интерьерный декор;гибкие молдинги;;1443.00
5118;молдинг FLEX;;;2000;;;;1.51.336;;66;550;550;1500;;;;;ВР001023830;МОЛДИНГ-ФЛЕКС 1.51.336;;4,00;93,00;Нет;;12;Интерьерный декор;гибкие молдинги;;1495.00
5119;молдинг FLEX;;;2000;;;;1.51.334;;33;550;550;1000;;;;;ВР001023826;МОЛДИНГ-ФЛЕКС 1.51.334;;4,00;93,00;Нет;;14;Интерьерный декор;гибкие молдинги;;1132.00
5120;молдинг FLEX;;;2000;;;;1.51.335;;75;550;550;1000;;;;;ВР001023828;МОЛДИНГ-ФЛЕКС 1.51.335;;4,00;93,00;Нет;;16;Интерьерный декор;гибкие молдинги;;1250.00
5121;молдинг FLEX;;;2000;;;;1.51.337;;78;550;550;1500;;;;;ВР001023832;МОЛДИНГ-ФЛЕКС 1.51.337;;4,00;93,00;Нет;;14;Интерьерный декор;гибкие молдинги;;1762.00
5122;молдинг FLEX;;;2000;;;;1.51.348;;49;550;550;;;;;;ВР002025334;МОЛДИНГ-ФЛЕКС 1.51.348;;4,00;93,00;Нет;;25;Интерьерный декор;гибкие молдинги;;1181.00
5123;молдинг FLEX;;;2000;;;;1.51.349;;105;550;550;;;;;;ВР002025336;МОЛДИНГ-ФЛЕКС 1.51.349;;4,00;93,00;Нет;;20;Интерьерный декор;гибкие молдинги;;1984.00
5124;молдинг FLEX;;;2000;;;;1.51.329;;23;550;550;550;;;;;ВР001023820;МОЛДИНГ-ФЛЕКС 1.51.329;;4,00;93,00;Нет;;12;Интерьерный декор;гибкие молдинги;;967.00
5125;молдинг FLEX;;;2000;;;;1.51.347;;91;550;550;;;;;;ВР002025136;МОЛДИНГ-ФЛЕКС 1.51.347;;4,00;93,00;Нет;;27;Интерьерный декор;гибкие молдинги;;1859.00
5126;молдинг FLEX;;;2000;;;;1.51.355;;102;550;550;2000;;;;;ВР002025435;МОЛДИНГ-ФЛЕКС 1.51.355;;4,00;93,00;Нет;;33;Интерьерный декор;гибкие молдинги;;1921.00
5127;молдинг FLEX;;;2000;;;;1.51.354;;68;550;550;1000;;;;;ВР002025433;МОЛДИНГ-ФЛЕКС 1.51.354;;4,00;93,00;Нет;;26;Интерьерный декор;гибкие молдинги;;1226.00
5128;плинтус;;;2000;;;;1.53.102;;150;;;;22;;;;ВР000004322;ПЛИНТУС 1.53.102;;4,00;93,00;Нет;;;Интерьерный декор;плинтусы;;1073.00
5129;плинтус;;;2000;;;;1.53.103;;110;;;;15;;;;ВР000004323;ПЛИНТУС 1.53.103;;4,00;93,00;Нет;;;Интерьерный декор;плинтусы;;985.00
5130;плинтус;;;2000;;;;1.53.104;;120;;;;25;;;;ВР001005248;ПЛИНТУС 1.53.104;;4,00;93,00;Нет;;;Интерьерный декор;плинтусы;;1001.00
5131;плинтус;;;2000;;;;1.53.105;;160;;;;24;;;;ВР001022003;ПЛИНТУС 1.53.105;;4,50;103,00;Нет;;;Интерьерный декор;плинтусы;;1104.00
5132;плинтус;;;2000;;;;1.53.106;;70;;;;17;;;;ВР001022873;ПЛИНТУС 1.53.106;;4,00;93,00;Нет;;;Интерьерный декор;плинтусы;;898.00
5133;плинтус;;;2000;;;;1.53.107;;80;;;;22;;;;ВР001022874;ПЛИНТУС 1.53.107;;4,00;93,00;Нет;;;Интерьерный декор;плинтусы;;863.00
5134;плинтус;;;2000;;;;1.53.109;;98;;;;16;;;;ВР002025436;ПЛИНТУС 1.53.109;;4,00;93,00;Нет;;;Интерьерный декор;плинтусы;;966.00
5135;плинтус;;;2000;;;;1.53.101;;110;;;;26;;;;ВР000004321;ПЛИНТУС 1.53.101;;4,00;93,00;Нет;;;Интерьерный декор;плинтусы;;1038.00
5136;плинтус FLEX;;;2000;;;;1.53.102;;150;550;550;;22;;;;ВР000005960;ПЛИНТУС-ФЛЕКС 1.53.102;;4,00;93,00;Нет;;;Интерьерный декор;гибкие плинтусы;;2144.00
5137;плинтус FLEX;;;2000;;;;1.53.103;;110;550;550;;15;;;;ВР000005961;ПЛИНТУС-ФЛЕКС 1.53.103;;4,00;93,00;Нет;;;Интерьерный декор;гибкие плинтусы;;1968.00
5138;плинтус FLEX;;;2000;;;;1.53.104;;120;550;550;;25;;;;ВР001022004;ПЛИНТУС-ФЛЕКС 1.53.104;;4,00;93,00;Нет;;;Интерьерный декор;гибкие плинтусы;;2002.00
5139;плинтус FLEX;;;2000;;;;1.53.105;;160;550;550;;24;;;;ВР001022005;ПЛИНТУС-ФЛЕКС 1.53.105;;4,50;103,00;Нет;;;Интерьерный декор;гибкие плинтусы;;2207.00
5140;плинтус FLEX;;;2000;;;;1.53.106;;70;550;550;;17;;;;ВР001022876;ПЛИНТУС-ФЛЕКС 1.53.106;;4,00;93,00;Нет;;;Интерьерный декор;гибкие плинтусы;;1793.00
5141;плинтус FLEX;;;2000;;;;1.53.107;;80;550;550;;22;;;;ВР001022875;ПЛИНТУС-ФЛЕКС 1.53.107;;4,00;93,00;Нет;;;Интерьерный декор;гибкие плинтусы;;1724.00
5142;плинтус FLEX;;;2000;;;;1.53.109;;98;550;550;;16;;;;ВР002025437;ПЛИНТУС-ФЛЕКС 1.53.109;;4,00;93,00;Нет;;;Интерьерный декор;гибкие плинтусы;;1931.00
5143;плинтус FLEX;;;2000;;;;1.53.101;;110;550;550;;26;;;;ВР000005959;ПЛИНТУС-ФЛЕКС 1.53.101;;4,00;93,00;Нет;;;Интерьерный декор;гибкие плинтусы;;2075.00
5144;угловой элемент;;;;375;328;;1.52.326;;;;;;;;;;ВР000004306;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.326;;4,00;28,00;Нет;;30;Интерьерный декор;угловые элементы;;511.00
5145;угловой элемент;;;;209;209;;1.52.301;;;;;;;;;;ВР000001080;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.301;;4,00;24,00;Нет;;16;Интерьерный декор;угловые элементы;;438.00
5146;угловой элемент;;;;215;215;;1.52.302;;;;;;;;;;ВР000001300;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.302;;4,00;24,00;Нет;;25;Интерьерный декор;угловые элементы;;450.00
5147;угловой элемент;;;;395;215;;1.52.290;;;;;;;;;;ВР000001732;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.290;;4,00;18,10;Нет;;25;Интерьерный декор;угловые элементы;;475.00
5148;угловой элемент;;;;395;215;;1.52.293;;;;;;;;;;ВР000001733;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.293;;4,00;18,10;Нет;;25;Интерьерный декор;угловые элементы;;475.00
5149;угловой элемент;;;;255;255;;1.52.292;;;;;;;;;;ВР000001755;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.292;;4,00;24,00;Нет;;20;Интерьерный декор;угловые элементы;;487.00
5150;угловой элемент;;;;270;270;;1.52.288;;;;;;;;;;ВР000005304;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.288;;4,00;24,00;Нет;;32;Интерьерный декор;угловые элементы;;497.00
5151;угловой элемент;;;;260;260;;1.52.294;;;;;;;;;;ВР000001643;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.294;;4,00;24,00;Нет;;19;Интерьерный декор;угловые элементы;;497.00
5152;угловой элемент;;;;195;195;;1.52.291;;;;;;;;;;ВР000001731;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.291;;4,00;18,10;Нет;;22;Интерьерный декор;угловые элементы;;453.00
5153;угловой элемент;;;;195;195;;1.52.295;;;;;;;;;;ВР000001734;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.295;;4,00;18,10;Нет;;22;Интерьерный декор;угловые элементы;;453.00
5154;угловой элемент;;;;250;250;;1.52.328;;;;;;;;;;ВР000005640;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.328;;4,00;24,00;Нет;;30;Интерьерный декор;угловые элементы;;453.00
5155;угловой элемент;;;;293;293;;1.52.400;;;;;;;;;;ВР000005828;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.400;;4,00;24,00;Нет;;27;Интерьерный декор;угловые элементы;;478.00
5156;угловой элемент;;;;104;30;;1.52.289;;;;;;;;;;ВР000005338;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.289;;4,00;18,10;Нет;;20;Интерьерный декор;угловые элементы;;440.00
5157;угловой элемент;;;;391;270;;1.52.296;;;;;;;;;;ВР000001774;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.296;;4,00;28,00;Нет;;19;Интерьерный декор;угловые элементы;;545.00
5158;угловой элемент;;;;218;215;;1.52.297;;;;;;;;;;ВР000005406;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.297;;4,00;24,00;Нет;;22;Интерьерный декор;угловые элементы;;443.00
5159;угловой элемент;;;;223;213;;1.52.298;;;;;;;;;;ВР000004320;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.298;;4,00;24,00;Нет;;20;Интерьерный декор;угловые элементы;;443.00
5160;угловой элемент;;;;292;293;;1.52.300;;;;;;;;;;ВР000005506;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.300;;4,00;24,00;Нет;;21;Интерьерный декор;угловые элементы;;453.00
5161;угловой элемент;;;;295;293;;1.52.303;;;;;;;;;;ВР000005507;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.303;;4,00;24,00;Нет;;22;Интерьерный декор;угловые элементы;;453.00
5162;угловой элемент;;;;160;160;;1.52.308;;;;;;;;;;ВР000001351;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.308;;4,00;18,10;Нет;;20;Интерьерный декор;угловые элементы;;434.00
5163;угловой элемент;;;;210;208;;1.52.312;;;;;;;;;;ВР000001679;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.312;;4,00;24,00;Нет;;20;Интерьерный декор;угловые элементы;;438.00
5164;угловой элемент;;;;637;633;;1.52.313;;;;;;;;;;ВР000004280;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.313;;4,00;28,00;Нет;;43;Интерьерный декор;угловые элементы;;939.00
5165;угловой элемент;;;;387;270;;1.52.314;;;;;;;;;;ВР000001775;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.314;;4,00;24,00;Нет;;19;Интерьерный декор;угловые элементы;;545.00
5166;угловой элемент;;;;175;176;;1.52.318;;;;;;;;;;ВР000004383;УГЛОВЫЕ ЭЛЕМЕНТЫ 1.52.318;;4,00;18,10;Нет;;32;Интерьерный декор;угловые элементы;;464.00
5167;кронштейн;;;;180;315;150;1.19.001;;;;;;;;;;ВР000001447;КРОНШТЕЙН 1.19.001;;;25,00;Нет;;;Интерьерный декор;кронштейны;;1269.00
5168;кронштейн;;;;73;39;97;1.19.137;;;;;;;;;;ВР000001828;КРОНШТЕЙН 1.19.137;;;25,00;Нет;;;Интерьерный декор;кронштейны;;186.00
5169;кронштейн;;;;120;305;75;1.19.002;;;;;;;;;;ВР000001352;КРОНШТЕЙН 1.19.002;;;25,00;Нет;;;Интерьерный декор;кронштейны;;949.00
5170;кронштейн;;;;188;496;163;1.19.005;;;;;;;;;;ВР000001928;КРОНШТЕЙН 1.19.005;;;25,00;Нет;;;Интерьерный декор;кронштейны;;1049.00
5171;кронштейн;;;;121;151;120;1.19.003;;;;;;;;;;ВР000001450;КРОНШТЕЙН 1.19.003;;;25,00;Нет;;;Интерьерный декор;кронштейны;;952.00
5172;кронштейн;;;;87;217;74;1.19.004;;;;;;;;;;ВР000001866;КРОНШТЕЙН 1.19.004;;;25,00;Нет;;;Интерьерный декор;кронштейны;;953.00
5173;кронштейн;;;;350;325;450;1.19.006;;;;;;;;;;ВР002025513;КРОНШТЕЙН 1.19.006;;;25,00;Нет;;;Интерьерный декор;кронштейны;;2789.00
5174;розетка;;;;;;;1.56.017;;;;;;;;;450;ВР000001180;РОЗЕТКА 1.56.017;;;15,00;Нет;;47;Интерьерный декор;розетки;;1338.00
5175;розетка;;;;;;;1.56.001;;;;;;;;;696;ВР000005505;РОЗЕТКА 1.56.001;;;17,00;Нет;;60;Интерьерный декор;розетки;;1822.00
5176;розетка;;;;;;;1.56.002;;;;;;;;;521;ВР001023635;РОЗЕТКА 1.56.002;;;17,00;Нет;;35;Интерьерный декор;розетки;;1295.00
5177;розетка;;;;;;;1.56.004;;;;;;;;;436;ВР001023637;РОЗЕТКА 1.56.004;;;15,00;Нет;;32;Интерьерный декор;розетки;;1056.00
5178;розетка;;;;;;;1.56.007;;;;;;;;;400;ВР001023640;РОЗЕТКА 1.56.007;;;15,00;Нет;;60;Интерьерный декор;розетки;;1095.00
5179;розетка;;;;;;;1.56.013;;;;;;;;;259;ВР000001069;РОЗЕТКА 1.56.013;;;15,00;Нет;;32;Интерьерный декор;розетки;;722.00
5180;розетка;;;;;;;1.56.014;;;;;;;;;338;ВР000001070;РОЗЕТКА 1.56.014;;;15,00;Нет;;55;Интерьерный декор;розетки;;753.00
5181;розетка;;;;;;;1.56.015;;;;;;;;;555;ВР000001071;РОЗЕТКА 1.56.015;;;15,00;Нет;;62;Интерьерный декор;розетки;;1424.00
5182;розетка;;;;;;;1.56.016;;;;;;;;;480;ВР000001075;РОЗЕТКА 1.56.016;;;15,00;Нет;;43;Интерьерный декор;розетки;;1295.00
5183;розетка;;;;;;;1.56.018;;;;;;;;;742;ВР000004236;РОЗЕТКА 1.56.018;;;17,00;Нет;;40;Интерьерный декор;розетки;;2533.00
5184;розетка;;;;;;;1.56.019;;;;;;;;;508;ВР000001773;РОЗЕТКА 1.56.019;;;15,00;Нет;;32;Интерьерный декор;розетки;;1382.00
5185;розетка;;;;;;;1.56.020;;;;;;;;;472;ВР000005129;РОЗЕТКА 1.56.020;;;15,00;Нет;;41;Интерьерный декор;розетки;;1382.00
5186;розетка;;;;;;;1.56.022;;;;;;;;;525;ВР000001482;РОЗЕТКА 1.56.022;;;17,00;Нет;;50;Интерьерный декор;розетки;;1295.00
5187;розетка;;;;;;;1.56.023;;;;;;;;;589;ВР000001294;РОЗЕТКА 1.56.023;;;17,00;Нет;;52;Интерьерный декор;розетки;;1775.00
5188;розетка;;;;;;;1.56.024;;;;;;;;;496;ВР000001483;РОЗЕТКА 1.56.024;;;17,00;Нет;;37;Интерьерный декор;розетки;;1338.00
5189;розетка;;;;;;;1.56.025;;;;;;;;;820;ВР000001295;РОЗЕТКА 1.56.025;;;18,00;Нет;;67;Интерьерный декор;розетки;;3337.00
5190;розетка;;;;;;;1.56.005;;;;;;;;;656;ВР001023638;РОЗЕТКА 1.56.005;;;17,00;Нет;;48;Интерьерный декор;розетки;;2302.00
5191;розетка;;;;;;;1.56.010;;;;;;;;;193;ВР001023642;РОЗЕТКА 1.56.010;;;15,00;Нет;;34;Интерьерный декор;розетки;;440.00
5192;розетка;;;;;;;1.56.028;;;;;;;;;670;ВР000004029;РОЗЕТКА 1.56.028;;;17,00;Нет;;65;Интерьерный декор;розетки;;2474.00
5193;розетка;;;;;;;1.56.029;;;;;;;527;765;;ВР000004030;РОЗЕТКА 1.56.029;;;19,00;Нет;;50;Интерьерный декор;розетки;;1822.00
5194;розетка;;;;;;;1.56.030;;;;;;;;;394;ВР000002943;РОЗЕТКА 1.56.030;;;15,00;Нет;;37;Интерьерный декор;розетки;;775.00
5195;розетка;;;;;;;1.56.003;;;;;;;;;520;ВР001023636;РОЗЕТКА 1.56.003;;;17,00;Нет;;35;Интерьерный декор;розетки;;1382.00
5196;розетка;;;;;;;1.56.031;;;;;;;;;619;ВР000002928;РОЗЕТКА 1.56.031;;;17,00;Нет;;50;Интерьерный декор;розетки;;1775.00
5197;розетка;;;;;;;1.56.021;;;;;;;;;490;ВР000001273;РОЗЕТКА 1.56.021;;;15,00;Нет;;55;Интерьерный декор;розетки;;1424.00
5198;розетка;;;;;;;1.56.026;;;;;;;;;770;ВР000001179;РОЗЕТКА 1.56.026;;;17,00;Нет;;54;Интерьерный декор;розетки;;2416.00
5199;розетка;;;;;;;1.56.006;;;;;;;;;330;ВР001023639;РОЗЕТКА 1.56.006;;;15,00;Нет;;25;Интерьерный декор;розетки;;737.00
5200;розетка;;;;;;;1.56.009;;;;;;;;;293;ВР001023641;РОЗЕТКА 1.56.009;;;15,00;Нет;;31;Интерьерный декор;розетки;;753.00
5201;розетка;;;;;;;1.56.032;;;;;;;;;320;ВР001024045;РОЗЕТКА 1.56.032;;;15,00;Нет;;38;Интерьерный декор;розетки;;768.00
5202;розетка;;;;;;;1.56.011;;;;;;;;;198;ВР001024042;РОЗЕТКА 1.56.011;;;15,00;Нет;;21;Интерьерный декор;розетки;;434.00
5203;розетка;;;;;;;1.56.037;;;;;;;;;330;ВР002025332;РОЗЕТКА 1.56.037;;;15,00;Нет;;34;Интерьерный декор;розетки;;754.00
5204;розетка;;;;;;;1.56.034;;;;;;;;;512;ВР002025309;РОЗЕТКА 1.56.034;;;17,00;Нет;;49;Интерьерный декор;розетки;;1339.00
5205;розетка;;;;;;;1.56.033;;;;;;;;;460;ВР002025286;РОЗЕТКА 1.56.033;;;15,00;Нет;;55;Интерьерный декор;розетки;;1295.00
5206;розетка;;;;;;;1.56.038;;;;;;;;;400;ВР002025331;РОЗЕТКА 1.56.038;;;15,00;Нет;;32;Интерьерный декор;розетки;;998.00
5207;розетка;;;;;;;1.56.012;;;;;;;;;533;ВР001024043;РОЗЕТКА 1.56.012;;;17,00;Нет;;45;Интерьерный декор;розетки;;1382.00
5208;розетка;;;;;;;1.56.027;;;;;;;;;383;ВР001024044;РОЗЕТКА 1.56.027;;;17,00;Нет;;29;Интерьерный декор;розетки;;1037.00
5209;розетка;;;;;;;1.56.039;;;;;;;;;659;ВР002025330;РОЗЕТКА 1.56.039;;;15,00;Нет;;68;Интерьерный декор;розетки;;1846.00
5210;розетка;;;;;;;1.56.035;;;;;;;;;485;ВР002025310;РОЗЕТКА 1.56.035;;;15,00;Нет;;40;Интерьерный декор;розетки;;1338.00
5211;розетка;;;;;;;1.56.042;;;;;;;;;203;ВР002025488;РОЗЕТКА 1.56.042;;;15,00;Нет;;32;Интерьерный декор;розетки;;440.00
5212;орнамент;;;;73;148;;1.60.114;;;;;;;;;;ВР000001839;ОРНАМЕНТ 1.60.114;;;8,05;Нет;;42;Интерьерный декор;орнаменты;;547.00
5213;орнамент;;;;73;147;;1.60.014;;;;;;;;;;ВР000001838;ОРНАМЕНТ 1.60.014;;;8,05;Нет;;45;Интерьерный декор;орнаменты;;547.00
5214;орнамент;;;;134;270;;1.60.011;;;;;;;;;;ВР000001660;ОРНАМЕНТ 1.60.011;;;8,05;Нет;;16;Интерьерный декор;орнаменты;;237.00
5215;орнамент;;;;134;270;;1.60.111;;;;;;;;;;ВР000001661;ОРНАМЕНТ 1.60.111;;;8,05;Нет;;16;Интерьерный декор;орнаменты;;237.00
5216;орнамент;;;;97;156;;1.60.007;;;;;;;;;;ВР000001814;ОРНАМЕНТ 1.60.007;;;8,05;Нет;;18;Интерьерный декор;орнаменты;;220.00
5217;орнамент;;;;70;86;;1.60.005;;;;;;;;;;ВР000001826;ОРНАМЕНТ 1.60.005;;;8,05;Нет;;15;Интерьерный декор;орнаменты;;220.00
5218;орнамент;;;;210;277;;1.60.012;;;;;;;;;;ВР000001840;ОРНАМЕНТ 1.60.012;;;10,00;Нет;;58;Интерьерный декор;орнаменты;;592.00
5219;орнамент;;;;28;82;;1.60.008;;;;;;;;;;ВР000001754;ОРНАМЕНТ 1.60.008;;;8,05;Нет;;9;Интерьерный декор;орнаменты;;208.00
5220;орнамент;;;;70;162;;1.60.010;;;;;;;;;;ВР000001816;ОРНАМЕНТ 1.60.010;;;8,05;Нет;;11;Интерьерный декор;орнаменты;;212.00
5221;орнамент;;;;416;112;;1.60.002;;;;;;;;;;ВР000001359;ОРНАМЕНТ 1.60.002;;;8,05;Нет;;19;Интерьерный декор;орнаменты;;238.00
5222;орнамент;;;;26;34;;1.60.003;;;;;;;;;;ВР000001984;ОРНАМЕНТ 1.60.003;;;8,05;Нет;;12;Интерьерный декор;орнаменты;;208.00
5223;орнамент;;;;37;54;;1.60.004;;;;;;;;;;ВР000001985;ОРНАМЕНТ 1.60.004;;;8,05;Нет;;14;Интерьерный декор;орнаменты;;212.00
5224;орнамент;;;;;;;1.60.006;;;;;;;;;59;ВР000001616;ОРНАМЕНТ 1.60.006;;;8,05;Нет;;10;Интерьерный декор;орнаменты;;216.00
5225;орнамент;;;;59;132;;1.60.009;;;;;;;;;;ВР000001813;ОРНАМЕНТ 1.60.009;;;8,05;Нет;;13;Интерьерный декор;орнаменты;;212.00
5226;орнамент;;;;51;120;;1.60.015;;;;;;;;;;ВР000002573;ОРНАМЕНТ 1.60.015;;;8,05;Нет;;22;Интерьерный декор;орнаменты;;222.00
5227;орнамент;;;;;;;1.60.017;;;;;;;;;90;ВР000002465;ОРНАМЕНТ 1.60.017;;;8,05;Нет;;15;Интерьерный декор;орнаменты;;239.00
