IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP252;IP_PROP253;IP_PROP254;IP_PROP255;IP_PROP257;IP_PROP258;CV_PRICE_1;IP_PROP565;IP_PROP600;IP_PROP670
6003;база 4.53.101;4.53.101;Нет;37,63;5372;315;240;14,33;14,33;800.00;44,6;150074;694
6004;база 4.53.302;4.53.302;Нет;31,33;4477;263;200;11,87;11,87;666.00;37,2;125061;577
6005;база 4.13.101;4.13.101;Нет;256,23;36474;2148;1627;96,6;96,6;5447.00;304,7;1020597;4716
6006;база 4.13.201;4.13.201;Нет;256,23;36474;2148;1627;96,6;96,6;5447.00;304,7;1020597;4716
6007;база 4.13.202;4.13.202;Нет;183,08;26071;1535;1163;68,77;68,77;3892.00;217,8;729278;3370
6008;база 4.13.301;4.13.301;Нет;201,43;28672;1689;1279;75,72;75,72;4282.00;239,6;802354;3709
6009;база 4.13.302;4.13.302;Нет;256,23;36474;2148;1627;96,6;96,6;5447.00;304,7;1020597;4716
6010;база 4.17.002;4.17.002;Нет;158,15;22511;1326;1004;59,76;59,76;3362.00;188,1;630211;2910
6011;база 4.17.001;4.17.001;Нет;141,5;20145;1186;899;53,21;53,21;3008.00;168,4;564002;2605
6012;капитель 4.51.301;4.51.301;Нет;49,96;7120;419;318;18,83;18,83;1062.00;59,4;199117;919
6013;капитель 4.15.101;4.15.101;Нет;112,38;16010;942;714;42,57;42,57;2389.00;133,8;447768;2069
6014;капитель 4.15.201;4.15.201;Нет;99,87;14219;837;635;37,66;37,66;2123.00;118,8;397744;1838
6015;капитель 4.15.301;4.15.301;Нет;141,5;20145;1186;899;53,21;53,21;3008.00;168,4;564002;2605
6016;капитель 4.21.101;4.21.101;Нет;87,49;12471;734;556;33,16;33,16;1860.00;104,1;348700;1611
6017;капитель 4.21.201;4.21.201;Нет;87,49;12471;734;556;33,16;33,16;1860.00;104,1;348700;1611
6018;капитель 4.21.301;4.21.301;Нет;124,89;17779;1047;793;47,07;47,07;2655.00;148,6;497792;2298
6019;капитель 4.41.101;4.41.101;Нет;145,59;20721;1221;925;54,85;54,85;3095.00;173,2;580185;2679
6020;капитель 4.41.201;4.41.201;Нет;96,2;13708;806;611;36,43;36,43;2045.00;114,4;383522;1772
6021;капитель 4.41.301;4.41.301;Нет;109,89;15647;921;698;41,34;41,34;2336.00;130,7;437959;2023
6022;капитель 4.45.101;4.45.101;Нет;66,23;9444;554;421;24,97;24,97;1408.00;78,7;263855;1221
6023;капитель 4.45.201;4.45.201;Нет;43,84;6246;367;279;16,78;16,78;932.00;52;175086;809
6024;капитель 4.45.301;4.45.301;Нет;49,96;7120;419;318;18,83;18,83;1062.00;59,4;199117;919
6025;капитель 4.51.101;4.51.101;Нет;37,63;5372;315;240;14,33;14,33;800.00;44,6;150074;694
6026;капитель 4.51.201;4.51.201;Нет;37,63;5372;315;240;14,33;14,33;800.00;44,6;150074;694
6027;капитель 4.11.101;4.11.101;Нет;247,2;35195;2072;1570;92,92;92,92;5255.00;294,1;984795;4549
6028;капитель 4.11.201;4.11.201;Нет;219,72;31273;1841;1396;82,68;82,68;4671.00;261,3;875429;4045
6029;капитель 4.11.301;4.11.301;Нет;311,08;44276;2608;1976;117,07;117,07;6613.00;370;1239332;5724
6030;капитель 4.15.102;4.15.102;Нет;187,27;26668;1570;1189;70,4;70,4;3981.00;222,7;745953;3446
6031;регул 4.37.101;4.37.101;Нет;11,01;1578;91;71;4,09;4,09;234.00;13;44140;203
6032;регул 4.07.101;4.07.101;Нет;11,01;1578;91;71;4,09;4,09;234.00;13;44140;203
6033;мутул 4.05.102;4.05.102;Нет;56,21;8016;471;358;21,28;21,28;1195.00;66,8;224130;1036
6034;мутул 4.35.102;4.35.102;Нет;16,79;2409;140;107;6,55;6,55;357.00;19,9;67190;311
6035;мутул 4.35.101;4.35.101;Нет;21,78;3113;183;139;8,19;8,19;463.00;25,9;86808;403
6036;мутул 4.05.101;4.05.101;Нет;60,02;8549;503;381;22,51;22,51;1276.00;71,4;239333;1107
6037;модильон 4.08.301;4.08.301;Нет;17,64;2516;147;113;6,96;6,96;375.00;21,1;70623;326
6038;модильон 4.08.302;4.08.302;Нет;11,01;1578;91;71;4,09;4,09;234.00;13;44140;203
6039;модильон 4.38.301;4.38.301;Нет;11,01;1578;91;71;4,09;4,09;234.00;13;44140;203
6040;модильон 4.38.302;4.38.302;Нет;11,01;1578;91;71;4,09;4,09;234.00;13;44140;203
6041;триглиф 4.36.101;4.36.101;Нет;15,05;2154;125;97;5,73;5,73;320.00;17,9;60323;279
6042;триглиф 4.06.101;4.06.101;Нет;31,66;4520;265;202;12,28;12,28;673.00;37,6;126533;584
6043;ствол 4.52.102;4.52.102;Нет;166,38;23684;1395;1057;62,63;62,63;3537.00;197,9;663070;3062
6044;ствол 4.52.301;4.52.301;Нет;124,89;17779;1047;793;47,07;47,07;2655.00;148,6;497792;2298
6045;ствол 4.16.101;4.16.101;Нет;665,29;94670;5579;4224;250,1;250,1;14143.00;791,3;2649826;12243
6046;ствол 4.16.102;4.16.102;Нет;415,88;59198;3487;2640;156,36;156,36;8841.00;494,7;1656693;7653
6047;ствол 4.16.201;4.16.201;Нет;540,68;76955;4533;3432;203,43;203,43;11494.00;643,1;2153505;9950
6048;ствол 4.16.202;4.16.202;Нет;499;71008;4184;3168;187,88;187,88;10608.00;593,6;1987737;9184
6049;ствол 4.16.301;4.16.301;Нет;415,88;59198;3487;2640;156,36;156,36;8841.00;494,7;1656693;7653
6050;ствол 4.22.101;4.22.101;Нет;415,88;59198;3487;2640;156,36;156,36;8841.00;494,7;1656693;7653
6051;ствол 4.22.102;4.22.102;Нет;374,3;53272;3138;2377;140,81;140,81;7957.00;445,3;1490927;6888
6052;ствол 4.22.201;4.22.201;Нет;374,3;53272;3138;2377;140,81;140,81;7957.00;445,3;1490927;6888
6053;ствол 4.22.202;4.22.202;Нет;374,3;53272;3138;2377;140,81;140,81;7957.00;445,3;1490927;6888
6054;ствол 4.22.301;4.22.301;Нет;382,62;54466;3209;2429;144,08;144,08;8134.00;455,1;1524276;7041
6055;ствол 4.22.302;4.22.302;Нет;332,67;47346;2790;2113;125,25;125,25;7072.00;395,7;1325159;6121
6056;ствол 4.42.101;4.42.101;Нет;402,66;57301;3376;2557;151,45;151,45;8560.00;478,9;1603726;7411
6057;ствол 4.42.201;4.42.201;Нет;329,42;46877;2762;2091;124,02;124,02;7003.00;391,8;1312407;6061
6058;ствол 4.42.301;4.42.301;Нет;274,57;39075;2302;1744;103,15;103,15;5837.00;326,4;1093673;5053
6059;ствол 4.46.101;4.46.101;Нет;183,08;26072;1535;1163;68,77;68,77;3892.00;217,8;729278;3370
6060;ствол 4.46.201;4.46.201;Нет;149,78;21318;1255;952;56,49;56,49;3184.00;178,1;596861;2758
6061;ствол 4.46.301;4.46.301;Нет;124,89;17779;1047;793;47,07;47,07;2655.00;148,6;497792;2298
6062;ствол 4.52.101;4.52.101;Нет;166,38;23684;1395;1057;62,63;62,63;3537.00;197,9;663070;3062
6063;ствол 4.52.201;4.52.201;Нет;166,38;23684;1395;1057;62,63;62,63;3537.00;197,9;663070;3062
6064;ствол 4.52.202;4.52.202;Нет;199,68;28416;1674;1268;75,32;75,32;4245.00;237,5;795488;3673
6065;ствол 4.52.302;4.52.302;Нет;99,87;14219;837;635;37,66;37,66;2123.00;118,8;397744;1838
6066;верхний фрагмент ствола 4.16.001;4.16.001;Нет;183,08;26071;1535;1163;68,77;68,77;3892.00;217,8;729278;3370
6067;фрагмент ствола 4.16.002;4.16.002;Нет;187,27;26668;1570;1189;70,4;70,4;3981.00;222,7;745953;3446
6068;ствол 4.12.301;4.12.301;Нет;914,88;130184;7671;5807;343,83;343,83;19449.00;1088,2;3643940;16835
6069;ствол 4.12.101;4.12.101;Нет;1463,7;208290;12274;9291;550,13;550,13;31116.00;1741,2;5829814;26931
6070;ствол 4.12.102;4.12.102;Нет;914,88;130184;7671;5807;343,83;343,83;19449.00;1088,2;3643940;16835
6071;ствол 4.12.202;4.12.202;Нет;1097,77;156213;9206;6968;412,6;412,6;23337.00;1305,9;4372238;20201
6072;ствол 4.12.201;4.12.201;Нет;1189,31;169237;9973;7549;446,98;446,98;25283.00;1414,7;4737123;21885
6104;E01.M.290 / Клей Европласт Монтажный 290 мл.;E01.M.290;Нет;23,43;4414;197;172;10,95;10,95;498.00;26,5;116234;599
6105;E04.U.290 / Клей Европласт универсальный 290 мл.;E04.U.290;Нет;45,16;7739;334;266;14,53;14,53;960.00;45,9;179990;904
6107;E02.S.290 / Клей Европласт стыковочный 290 мл.;E02.S.290;Нет;56,45;10593;574;360;27,01;27,01;1200.00;57,3;243257;1226
6108;карниз 1.50.101;1.50.101;Нет;62;8720;545;394;19,98;19,98;1318.00;67;247180;1182
6109;карниз 1.50.101 гибкий;1.50.101;Да;123,95;17440;1090;788;39,97;39,97;2635.00;133,9;494360;2365
6110;карниз 1.50.199 гибкий;1.50.199;Да;130,82;18420;1170;832;45,02;45,02;2781.00;141,4;521824;2496
6111;карниз 1.50.199;1.50.199;Нет;65,43;9210;586;416;22,52;22,52;1391.00;70,7;260912;1249
6112;молдинг 1.51.353;1.51.353;Нет;40,22;5671;353;256;13,29;13,29;855.00;43,4;160373;769
6113;молдинг 1.51.353 гибкий;1.51.353;Да;80,34;11342;707;512;26,56;26,56;1708.00;86,8;320746;1533
6114;молдинг 1.51.356;1.51.356;Нет;50,57;7121;445;321;16,71;16,71;1075.00;54,6;201570;966
6115;молдинг 1.51.356 гибкий;1.51.356;Да;101,09;14242;889;642;33,43;33,43;2149.00;109,2;403140;1929
6135;откос 4.88.001;4.88.001;Нет;145,68;20742;1221;926;54,85;54,85;3097.00;173,3;580677;2681
6168;элемент камина 1.64.004;1.64.004;Нет;677;95207;5960;4298;223,84;223,84;14392.00;732;2696418;12909
6169;элемент камина 1.64.005;1.64.005;Нет;343,39;48286;3023;2180;113,62;113,62;7300.00;371,3;1367827;6546
6171;элемент камина 1.64.005;1.64.005;Нет;343,39;48286;3023;2180;113,62;113,62;7300.00;371,3;1367827;6546
6172;карниз 1.50.108;1.50.108;Нет;119,81;16842;1055;761;38,71;38,71;2547.00;129,5;477194;2286
6173;карниз 1.50.161;1.50.161;Нет;65,43;9210;586;416;22,52;22,52;1391.00;70,7;260912;1249
6174;карниз 1.50.179;1.50.179;Нет;62,99;8869;554;401;21,21;21,21;1339.00;68;251103;1202
6175;карниз 1.50.189;1.50.189;Нет;65,43;9210;586;416;22,52;22,52;1391.00;70,7;260912;1249
6176;карниз 1.50.207;1.50.207;Нет;65,15;9167;574;415;22,08;22,08;1385.00;70,3;259932;1245
6177;карниз 1.50.274;1.50.274;Нет;65,43;9210;586;416;22,52;22,52;1391.00;70,7;260912;1249
6178;карниз 1.50.275;1.50.275;Нет;121,5;17097;1068;772;40,69;40,69;2583.00;131,3;484060;2320
6179;молдинг 1.51.346;1.51.346;Нет;43,23;6097;380;275;14,57;14,57;919.00;46,7;172634;825
6180;розетка 1.56.040;1.56.040;Нет;210,55;29611;1854;1337;69,89;69,89;4476.00;227,6;838646;4018
6181;розетка 1.56.041;1.56.041;Нет;146,29;20572;1287;929;48,45;48,45;3110.00;158,1;583128;2792
6182;кронштейн 1.19.007;1.19.007;Нет;80,86;11384;711;514;27,01;27,01;1719.00;87,4;322217;1544
6183;кронштейн 1.19.008;1.19.008;Нет;80,86;11384;711;514;27,01;27,01;1719.00;87,4;322217;1544
6184;капитель 1.21.008;1.21.008;Нет;83,07;11683;731;528;27,43;27,43;1766.00;89,7;331044;1583
6185;ствол 1.22.050;1.22.050;Нет;122,45;17225;1077;778;40,73;40,73;2603.00;132,3;487985;2335
6186;база 1.23.600;1.23.600;Нет;87,07;12237;766;554;28,73;28,73;1851.00;94,1;347229;1663
6188;карниз 4.91.001;4.91.001;Нет;396,08;56363;3321;2515;148,99;148,99;8420.00;471;1577733;7287
6189;карниз 4.91.004;4.91.004;Нет;514,9;73289;4318;3269;193,61;193,61;10946.00;612,4;2051004;9475
6194;карниз 1.50.208 гибкий;1.50.208;Да;130,82;18420;1170;832;45,02;45,02;2781.00;141,4;521824;2496
6195;карниз 1.50.204 гибкий;1.50.204;Да;117,74;16586;1053;750;40,69;40,69;2503.00;127,3;469838;2246
6196;карниз 1.50.189 гибкий;1.50.189;Да;130,82;18420;1170;832;45,02;45,02;2781.00;141,4;521824;2496
6198;замковый камень 4.85.004;4.85.004;Нет;52,36;7462;439;333;19,72;19,72;1113.00;62,3;208926;964
6199;замковый камень 4.85.005;4.85.005;Нет;71,31;10169;597;453;26,89;26,89;1516.00;84,8;284453;1313
6200;карниз 4.91.002;4.91.002;Нет;594,12;84545;4981;3771;223,49;223,49;12630.00;706,7;2366354;10933
6201;наличник 4.84.005;4.84.005;Нет;87,17;12407;730;554;32,75;32,75;1853.00;103,7;347229;1604
6202;кронштейн-пьедестал 4.83.003;4.83.003;Нет;25,03;3582;210;160;9,41;9,41;532.00;29,8;100049;463
6206;молдинг 1.51.359;1.51.359;Нет;50,57;7121;445;321;16,71;16,71;1075.00;54,6;201570;966
6207;карниз 1.50.161 гибкий;1.50.161;Да;130,82;18420;1170;832;45,02;45,02;2781.00;141,4;521824;2496
6208;молдинг 1.51.359 гибкий;1.51.359;Да;101,09;14242;889;642;33,43;33,43;2149.00;109,2;403140;1929
6211;наличник 4.84.004;4.84.004;Нет;113,37;16138;950;721;42,57;42,57;2410.00;134,7;451691;2085
6212;наличник 4.84.006;4.84.006;Нет;174,28;24814;1461;1107;65,52;65,52;3705.00;207,2;694458;3208
6213;карниз 4.91.003;4.91.003;Нет;365,97;52079;3069;2323;137,7;137,7;7780.00;435,2;1457576;6736
6214;карниз 4.91.005;4.91.005;Нет;392,13;55809;3288;2489;147,5;147,5;8336.00;466,4;1562039;7215
6215;фриз 4.33.302;4.33.302;Нет;124,89;17779;1047;793;47,07;47,07;2655.00;148,6;497792;2298
6216;кронштейн-пьедестал 4.83.002;4.83.002;Нет;30,06;4285;252;192;11,46;11,46;639.00;35,6;120157;555
6217;фрагмент ствола 4.16.002;4.16.002;Нет;187,27;26668;1570;1189;70,4;70,4;3981.00;222,7;745953;3446
6218;фрагмент ствола 4.16.002;4.16.002;Нет;187,27;26668;1570;1189;70,4;70,4;3981.00;222,7;745953;3446
6313;молдинг 1.51.346 гибкий;1.51.346;Да;86,46;12194;761;550;29,14;29,14;1838.00;93,5;345268;1649
6355;угловой элемент 1.52.322;1.52.322;Нет;36,31;5117;319;232;11,99;11,99;772.00;39,3;144678;693
6356;угловой элемент 1.52.348;1.52.348;Нет;38,43;5415;338;244;12,85;12,85;817.00;41,5;153507;733
6357;угловой элемент 1.52.286;1.52.286;Нет;37,96;5351;333;241;12,85;12,85;807.00;41;151544;726
6358;угловой элемент 1.52.287;1.52.287;Нет;40,31;5671;355;257;13,29;13,29;857.00;43,6;160863;769
6359;карниз 1.50.108 гибкий;1.50.108;Да;239,53;33684;2109;1522;77,43;77,43;5092.00;259;954388;4569
6362;карниз 1.50.279;1.50.279;Нет;127,01;17865;1118;807;42,42;42,42;2700.00;137,3;506130;2421
6363;карниз 1.50.276;1.50.276;Нет;65,15;9167;574;415;22,08;22,08;1385.00;70,3;259932;1245
6364;карниз 1.50.276 гибкий;1.50.276;Да;130,25;18334;1146;830;44,16;44,16;2769.00;140,7;519864;2483
6365;карниз 1.50.278;1.50.278;Нет;68,63;9657;604;436;22,93;22,93;1459.00;74,1;273664;1310
6366;карниз 1.50.278 гибкий;1.50.278;Да;137,17;19314;1208;872;45,87;45,87;2916.00;148,2;547328;2615
6367;розетка 1.56.044;1.56.044;Нет;138,02;19421;1215;877;45,87;45,87;2934.00;149,2;549779;2635
6368;молдинг 1.51.360;1.51.360;Нет;49,39;6950;434;314;16,29;16,29;1050.00;53,4;197155;943
6369;молдинг 1.51.360 гибкий;1.51.360;Да;98,78;13900;869;628;32,57;32,57;2100.00;106,7;394310;1886
6370;молдинг 1.51.363;1.51.363;Нет;53,48;7526;471;341;25,29;25,29;1137.00;57,7;213339;1021
6371;молдинг 1.51.363 гибкий;1.51.363;Да;106,92;15052;941;682;50,58;50,58;2273.00;115,6;426678;2040
6372;молдинг 1.51.362;1.51.362;Нет;50,43;7099;443;321;16,71;16,71;1072.00;54,5;201078;963
6373;молдинг 1.51.362 гибкий;1.51.362;Да;100,85;14198;888;642;33,43;33,43;2144.00;109,1;402156;1925
6374;молдинг 1.51.370;1.51.370;Нет;55,46;7803;488;353;18,43;18,43;1179.00;59,9;221187;1057
6375;молдинг 1.51.370 гибкий;1.51.370;Да;110,87;15606;974;706;36,87;36,87;2357.00;119,7;442374;2116
6376;плинтус 1.53.110;1.53.110;Нет;91,59;12898;820;583;30,87;30,87;1947.00;99,1;364885;1748
6377;плинтус 1.53.110 гибкий;1.53.110;Да;183,17;25796;1642;1166;61,75;61,75;3894.00;198,1;729770;3495
6380;карниз 1.50.179 гибкий;1.50.179;Да;125,97;17738;1108;802;42,42;42,42;2678.00;136,1;502206;2401
6381;карниз 1.50.207 гибкий;1.50.207;Да;130,25;18334;1146;830;44,16;44,16;2769.00;140,7;519864;2483
6382;карниз 1.50.275 гибкий;1.50.275;Да;242,96;34194;2138;1544;81,38;81,38;5165.00;262,6;968120;4635
6385;ствол 4.16.003;4.16.003;Нет;130,77;18610;1097;831;49,12;49,12;2780.00;155,6;520844;2406
6386;ствол 4.16.004;4.16.004;Нет;182,23;25943;1528;1157;68,77;68,77;3874.00;216,7;725845;3354
6387;ствол 4.16.005;4.16.005;Нет;130,77;18610;1097;831;49,12;49,12;2780.00;155,6;520844;2406
6388;капитель 4.15.202;4.15.202;Нет;261,4;37199;2192;1660;98,24;98,24;5557.00;310,8;1041196;4812
6389;капитель 4.15.302;4.15.302;Нет;392,13;55809;3288;2489;147,36;147,36;8336.00;466,4;1562039;7215
6390;капитель 4.11.102;4.11.102;Нет;411,74;58601;3453;2615;154,79;154,79;8753.00;489,8;1640019;7576
6391;капитель 4.11.202;4.11.202;Нет;575,11;81837;4822;3651;216,56;216,56;12226.00;684,1;2290827;10584
6392;капитель 4.11.302;4.11.302;Нет;862,57;122745;7233;5476;319,93;319,93;18337.00;1026,1;3435506;15872
6393;база 4.13.001;4.13.001;Нет;311,08;44276;2608;1976;117,3;117,3;6613.00;370;1239332;5724
6394;ствол 4.12.001;4.12.001;Нет;402,66;57301;3376;2557;151,32;151,32;8560.00;478,9;1603726;7411
6395;ствол 4.12.002;4.12.002;Нет;411,79;58601;3453;2615;154,79;154,79;8754.00;489,8;1640509;7580
6396;ствол 4.12.003;4.12.003;Нет;287,6;40929;2411;1826;108,08;108,08;6114.00;342;1145659;5293
6397;ствол 4.12.004;4.12.004;Нет;400,83;57045;3361;2545;150,66;150,66;8521.00;476,7;1596860;7376
6398;ствол 4.12.005;4.12.005;Нет;287,6;40929;2411;1826;108,08;108,08;6114.00;342;1145659;5293
6423;карниз 1.50.271 гибкий;1.50.271;Да;379,33;53338;3340;2410;126,42;126,42;8064.00;410,2;1511524;7233
6424;карниз 1.50.274 гибкий;1.50.274;Да;130,82;18420;1170;832;45,02;45,02;2781.00;141,4;521824;2496
6429;E03.S.60 / Клей Европласт стыковочный 60 мл.;E03.S.60;Нет;23,05;4332;240;145;9,08;9,08;490.00;23,3;98577;493
6430;база 1.54.030;1.54.030;Нет;46,95;6609;413;299;15,86;15,86;998.00;50,7;187346;896
6431;квадрат 1.54.013;1.54.013;Нет;17,26;2431;151;111;6;6;367.00;18,6;69151;331
6432;квадрат 1.54.013;1.54.013;Нет;17,26;2431;151;111;6;6;367.00;18,6;69151;331
6433;база 1.54.030;1.54.030;Нет;46,95;6609;413;299;15,86;15,86;998.00;50,7;187346;896
6434;угловой элемент 1.52.285;1.52.285;Нет;37,73;5309;332;240;12,43;12,43;802.00;40,7;150564;720
6435;молдинг 1.51.367;1.51.367;Нет;80,86;11384;711;514;27,01;27,01;1719.00;87,4;322217;1544
6436;молдинг 1.51.367 гибкий;1.51.367;Да;161,68;22768;1423;1028;54,01;54,01;3437.00;174,7;644434;3084
6438;карниз 1.50.280;1.50.280;Нет;169,2;23791;1490;1075;56,72;56,72;3597.00;182,8;674349;3225
6439;молдинг 1.51.368;1.51.368;Нет;96,24;13537;847;611;32,16;32,16;2046.00;104;383522;1837
6440;орнамент 1.60.025;1.60.025;Нет;61,67;8677;542;392;20,58;20,58;1311.00;66,6;245708;1176
6441;орнамент 1.60.032;1.60.032;Нет;113,23;15925;996;720;37,73;37,73;2407.00;122,3;451201;2161
6442;орнамент 1.60.020;1.60.020;Нет;22,25;3134;196;142;7,72;7,72;473.00;24,1;88769;427
6443;орнамент 1.60.120;1.60.120;Нет;22,25;3134;196;142;7,72;7,72;473.00;24,1;88769;427
6444;торцевой элемент 4.33.332;4.33.332;Нет;18,39;2623;154;118;6,96;6,96;391.00;21,8;73566;339
6445;торцевой элемент 4.31.232;4.31.232;Нет;125,93;17928;1056;800;47,48;47,48;2677.00;149,8;501717;2317
6446;торцевой элемент 4.81.031;4.81.031;Нет;34,06;4861;285;217;13,1;13,1;724.00;40,4;135851;628
6447;торцевой элемент 4.81.032;4.81.032;Нет;45,58;6502;382;290;17,19;17,19;969.00;54,2;181952;841
6448;внешний угол 4.32.111;4.32.111;Нет;109,89;15647;921;698;41,34;41,34;2336.00;130,7;437959;2023
6449;внешний угол 4.32.312;4.32.312;Нет;128,56;18312;1078;817;48,3;48,3;2733.00;152,9;512506;2367
6450;внешний угол 4.81.011;4.81.011;Нет;67,88;9679;569;432;25,79;25,79;1443.00;80,6;270721;1249
6451;внешний угол 4.81.012;4.81.012;Нет;86,65;12343;726;550;32,75;32,75;1842.00;103;345267;1595
6452;внутренний угол 4.31.222;4.31.222;Нет;176,26;25091;1477;1120;66,31;66,31;3747.00;209,7;702305;3247
6453;внутренний угол 4.32.221;4.32.221;Нет;135,1;19229;1133;859;50,76;50,76;2872.00;160,7;538499;2488
6454;внутренний угол 4.81.021;4.81.021;Нет;67,88;9679;569;432;25,79;25,79;1443.00;80,6;270721;1249
6455;внутренний угол 4.81.022;4.81.022;Нет;86,65;12343;726;550;32,75;32,75;1842.00;103;345267;1595
6456;опорный блок 4.78.101;4.78.101;Нет;37,63;5372;315;240;14,33;14,33;800.00;44,6;150074;694
6457;полукрышка 4.73.211;4.73.211;Нет;25,03;3582;210;160;9,41;9,41;532.00;29,8;100049;463
6458;полукрышка пирамида 4.76.111;4.76.111;Нет;41,68;5948;349;266;15,96;15,96;886.00;49,7;166258;767
6459;полуоснование 4.74.111;4.74.111;Нет;415,88;59198;3487;2640;156,36;156,36;8841.00;494,7;1656693;7653
6460;полупоручень 4.72.111;4.72.111;Нет;374,3;53272;3138;2377;140,81;140,81;7957.00;445,3;1490927;6888
6461;полустолб 4.75.111;4.75.111;Нет;249,55;35515;2092;1585;94,14;94,14;5305.00;296,9;994114;4594
6462;полустолб 4.75.211;4.75.211;Нет;199,68;28416;1674;1268;75,32;75,32;4245.00;237,5;795488;3673
6463;торцевой элемент 4.02.331;4.02.331;Нет;202,55;28843;1698;1287;76,13;76,13;4306.00;240,8;806768;3728
6464;торцевой элемент 4.03.131;4.03.131;Нет;18,39;2623;154;118;6,96;6,96;391.00;21,8;73566;339
6465;торцевой элемент 4.03.132;4.03.132;Нет;22,2;3177;186;142;8,6;8,6;472.00;26,3;88769;408
6466;торцевой элемент 4.03.332;4.03.332;Нет;19,29;2750;162;124;7,37;7,37;410.00;22,9;76999;355
6467;полубалясина 4.71.111;4.71.111;Нет;83,21;11853;697;529;31,52;31,52;1769.00;98,9;331534;1531
6468;полубалясина 4.71.211;4.71.211;Нет;66,61;9487;558;424;25,38;25,38;1416.00;79,2;265326;1226
6469;торцевой элемент 4.33.331;4.33.331;Нет;18,39;2623;154;118;6,96;6,96;391.00;21,8;73566;339
6470;торцевой элемент 4.34.131;4.34.131;Нет;30,06;4285;252;192;11,46;11,46;639.00;35,6;120157;555
6471;торцевой элемент 4.34.231;4.34.231;Нет;23;3283;193;147;9,01;9,01;489.00;27,3;91711;424
6472;внутренний угол 4.32.322;4.32.322;Нет;128,56;18312;1078;817;48,3;48,3;2733.00;152,9;512506;2367
6473;торцевой элемент 4.32.331;4.32.331;Нет;93,99;13388;788;598;35,61;35,61;1998.00;111,8;374694;1730
6474;торцевой элемент 4.32.332;4.32.332;Нет;86,41;12301;724;549;32,75;32,75;1837.00;102,7;344286;1591
6475;торцевой элемент 4.33.132;4.33.132;Нет;18,39;2623;154;118;6,96;6,96;391.00;21,8;73566;339
6476;торцевой элемент 4.33.232;4.33.232;Нет;18,39;2623;154;118;6,96;6,96;391.00;21,8;73566;339
6477;торцевой элемент 4.04.331;4.04.331;Нет;18,39;2623;154;118;6,96;6,96;391.00;21,8;73566;339
6478;внешний угол 4.01.111;4.01.111;Нет;249,88;35558;2096;1587;94,14;94,14;5312.00;297,3;995586;4599
6479;внешний угол 4.01.113;4.01.113;Нет;378,91;53933;3177;2406;142,44;142,44;8055.00;450,7;1509562;6973
6480;внешний угол 4.01.211;4.01.211;Нет;246,77;35131;2069;1567;92,92;92,92;5246.00;293,4;982834;4542
6481;внешний угол 4.01.212;4.01.212;Нет;264,32;37625;2215;1678;99,47;99,47;5619.00;314,3;1052966;4866
6482;внешний угол 4.01.311;4.01.311;Нет;243,95;34726;2045;1549;91,69;91,69;5186.00;290,2;972045;4489
6483;внешний угол 4.02.111;4.02.111;Нет;281,49;40055;2361;1787;106,01;106,01;5984.00;334,8;1121137;5179
6484;внешний угол 4.02.211;4.02.211;Нет;233,69;33255;1959;1485;88;88;4968.00;277,9;930848;4301
6485;внешний угол 4.02.311;4.02.311;Нет;271,14;38585;2274;1722;101,92;101,92;5764.00;322,5;1079941;4989
6486;внутренний угол 4.01.121;4.01.121;Нет;249,88;35558;2096;1587;94,14;94,14;5312.00;297,3;995586;4599
6487;внутренний угол 4.01.123;4.01.123;Нет;378,91;53933;3177;2406;142,44;142,44;8055.00;450,7;1509562;6973
6488;внутренний угол 4.01.221;4.01.221;Нет;246,77;35131;2069;1567;92,92;92,92;5246.00;293,4;982834;4542
6489;внутренний угол 4.01.222;4.01.222;Нет;264,32;37625;2215;1678;99,47;99,47;5619.00;314,3;1052966;4866
6490;внутренний угол 4.01.321;4.01.321;Нет;243,95;34726;2045;1549;91,69;91,69;5186.00;290,2;972045;4489
6491;внутренний угол 4.01.322;4.01.322;Нет;262,67;37391;2202;1668;99,06;99,06;5584.00;312,3;1046590;4835
6492;внутренний угол 4.02.121;4.02.121;Нет;281,49;40055;2361;1787;106,01;106,01;5984.00;334,8;1121137;5179
6498;карниз 1.50.284;1.50.284;Нет;60,73;8549;535;387;20,35;20,35;1291.00;65,7;242275;1160
6499;карниз 1.50.284 гибкий;1.50.284;Да;121,41;17098;1068;774;40,69;40,69;2581.00;131,3;484550;2316
6500;карниз 1.50.283;1.50.283;Нет;58,61;8251;515;373;19,92;19,92;1246.00;63,3;233447;1120
6501;МОНТАЖНЫЙ КОМПЛЕКТ;m_comp_b201;Нет;418,66;;2196;2041;100,95;100,95;8900.00;;;10680
6502;внешний угол 4.32.212;4.32.212;Нет;135,1;19229;1133;859;50,76;50,76;2872.00;160,7;538499;2488
6503;внутренний угол 4.32.121;4.32.121;Нет;109,89;15647;921;698;41,34;41,34;2336.00;130,7;437959;2023
6504;торцевой элемент 4.32.131;4.32.131;Нет;74,09;10553;620;471;27,83;27,83;1575.00;88,1;295242;1363
6515;полукрышка 4.73.111;4.73.111;Нет;33,35;4754;279;212;12,69;12,69;709.00;39,7;132909;614
6516;полупоручень 4.72.211;4.72.211;Нет;324,48;46173;2720;2060;121,98;121,98;6898.00;386;1292790;5972
