 Дата  заказа ; Номер  заказа ; Сумма,  руб. ;Город
﻿01.01.2020;11735; 2  434.00 ;Курск
﻿02.01.2020;11737;891.00;Краснодар
﻿03.01.2020;11739; 2  219.00 ;Архангельск
﻿04.01.2020;11740; 1  674.00 ;Серов
﻿04.01.2020;11742; 1  674.00 ;Пермь
﻿04.01.2020;11745; 1  975.00 ;Санкт-Петербург
﻿05.01.2020;11749; 1  742.00 ;Санкт-Петербург
﻿05.01.2020;11750; 1  157.00 ;Санкт-Петербург
﻿06.01.2020;11751; 1  775.00 ;Тверь
﻿06.01.2020;11752; 1  702.00 ;Санкт-Петербург
﻿07.01.2020;11753; 2  148.00 ; Набережные  Челны   
﻿07.01.2020;11755; 2  907.00 ;Пермь
﻿08.01.2020;11757;513.00;Кемерово
﻿08.01.2020;11761; 2  174.00 ;Санкт-Петербург
﻿09.01.2020;11767;592.00;Томск
﻿09.01.2020;11768; 1  872.00 ;Новосибирск
﻿09.01.2020;11769;292.00; Нижний  Новгород 
﻿09.01.2020;11770;292.00; Нижний  Новгород 
﻿09.01.2020;11771; 2  679.00 ;Санкт-Петербург
﻿09.01.2020;11772; 3  898.00 ; Нижний  Новгород 
﻿09.01.2020;11776; 2  445.00 ;Ашхабад
﻿09.01.2020;11777; 1  634.00 ;Санкт-Петербург
﻿09.01.2020;11778; 3  403.00 ;Санкт-Петербург
﻿10.01.2020;11779; 1  673.00 ;Симферополь
﻿10.01.2020;11783; 2  194.00 ;Санкт-Петербург
﻿11.01.2020;11786; 3  881.00 ;Тамбов
﻿11.01.2020;11788; 1  327.00 ;Санкт-Петербург
﻿11.01.2020;11791; 2  698.00 ;Тверь
﻿11.01.2020;11793; 2  833.00 ;Санкт-Петербург
﻿11.01.2020;11794; 2  833.00 ;Санкт-Петербург
﻿11.01.2020;11796; 1  674.00 ;Серов
﻿12.01.2020;11801; 2  333.00 ;Санкт-Петербург
﻿12.01.2020;11803; 1  758.00 ;Санкт-Петербург
﻿13.01.2020;11805; 2  567.00 ;Санкт-Петербург
﻿13.01.2020;11806; 1  389.00 ;Санкт-Петербург
﻿13.01.2020;11807; 4  308.00 ;Кемерово
﻿14.01.2020;11812; 2  985.00 ;Тверь
﻿14.01.2020;11815;600.00;Белгород
﻿14.01.2020;11816; 1  800.00 ;Архангельск
﻿14.01.2020;11819;420.00;Санкт-Петербург
﻿15.01.2020;11825; 15  672.00 ;Омск
﻿16.01.2020;11829; 2  924.00 ;Краснодар
﻿16.01.2020;11830;594.00; Нижний  Тагил 
﻿16.01.2020;11831; 2  924.00 ;Краснодар
﻿16.01.2020;11833; 3  432.00 ;Мурманск
﻿16.01.2020;11834; 4  457.00 ;Санкт-Петербург
﻿16.01.2020;11837; 2  220.00 ;Санкт-Петербург
﻿16.01.2020;11838; 9  765.00 ;Воронеж
﻿16.01.2020;11839;767.00;Санкт-Петербург
﻿16.01.2020;11840; 1  951.00 ;Санкт-Петербург
﻿16.01.2020;11842;605.00;Санкт-Петербург
﻿17.01.2020;11848; 4  420.00 ;Минск
﻿18.01.2020;11849; 2  714.00 ;Санкт-Петербург
﻿18.01.2020;11852;440.00;Санкт-Петербург
﻿18.01.2020;11853;839.00;Санкт-Петербург
﻿18.01.2020;11854; 1  671.00 ;Минск
﻿18.01.2020;11856;604.00;Ульяновск
﻿19.01.2020;11862;755.00;Саратов
﻿19.01.2020;11864; 1  626.00 ;Муром
﻿20.01.2020;11869;890.00;Белгород
﻿20.01.2020;11870; 1  248.00 ;Краснодар
﻿20.01.2020;11871;787.00;Краснодар
﻿20.01.2020;11876;419.00;Владивосток
﻿20.01.2020;11877; 1  543.00 ;Сургут
﻿20.01.2020;11878; 5  974.00 ;Санкт-Петербург
﻿20.01.2020;11882; 1  758.00 ;Симферополь
﻿20.01.2020;11883; 1  643.00 ;Санкт-Петербург
﻿21.01.2020;11886;605.00;Самара
﻿21.01.2020;11887; 1  291.00 ;Краснодар
﻿21.01.2020;11894; 1  437.00 ;Санкт-Петербург
﻿21.01.2020;11895; 1  437.00 ;Санкт-Петербург
﻿22.01.2020;11896; 6  763.00 ;Санкт-Петербург
﻿22.01.2020;11898; 2  824.00 ;Кострома
﻿22.01.2020;11899; 1  264.00 ;Санкт-Петербург
﻿22.01.2020;11900; 4  616.00 ;Краснодар
﻿22.01.2020;11901; 3  886.00 ;Краснодар
﻿23.01.2020;11904;767.00;Санкт-Петербург
﻿23.01.2020;11905; 1  266.00 ;Санкт-Петербург
﻿23.01.2020;11906; 7  200.00 ;Санкт-Петербург
﻿23.01.2020;11907; 1  643.00 ;Санкт-Петербург
﻿23.01.2020;11908; 1  643.00 ;Санкт-Петербург
﻿23.01.2020;11909; 1  643.00 ;Санкт-Петербург
﻿23.01.2020;11910; 1  649.00 ;Екатеринбург
﻿23.01.2020;11911; 7  763.00 ;Краснодар
﻿24.01.2020;11914;929.00;Екатеринбург
﻿24.01.2020;11916;656.00;Иваново
﻿24.01.2020;11918; 1  401.00 ;Санкт-Петербург
﻿24.01.2020;11922; 1  266.00 ;Таллин
﻿25.01.2020;11928; 4  291.00 ;Ульяновск
﻿25.01.2020;11929; 1  487.00 ;Калининград
﻿26.01.2020;11930; 3  746.00 ;Санкт-Петербург
﻿27.01.2020;11931; 2  565.00 ;Южно-Сахалинск
﻿27.01.2020;11932; 3  203.00 ;Екатеринбург
﻿27.01.2020;11933; 2  079.00 ;Санкт-Петербург
﻿27.01.2020;11937;612.00;Сочи
﻿28.01.2020;11943; 13  772.00 ;Тула
﻿29.01.2020;11946; 3  972.00 ;Пенза
﻿29.01.2020;11947;292.00;Иваново
﻿29.01.2020;11951;847.00;Вологда
﻿29.01.2020;11953; 2  710.00 ;Санкт-Петербург
﻿29.01.2020;11958; 2  235.00 ;Краснодар
﻿29.01.2020;11959; 1  734.00 ;Санкт-Петербург
﻿29.01.2020;11960;735.00;Санкт-Петербург
﻿30.01.2020;11961; 1  975.00 ;Южно-Сахалинск
﻿30.01.2020;11962; 2  533.00 ;Петропавловск-Камчатский
﻿30.01.2020;11966; 1  828.00 ;Екатеринбург
﻿30.01.2020;11967; 2  639.00 ;Санкт-Петербург
﻿30.01.2020;11968; 2  256.00 ;Санкт-Петербург
﻿30.01.2020;11970; 4  431.00 ;Липецк
﻿30.01.2020;11971; 2  749.00 ;Санкт-Петербург
﻿30.01.2020;11972; 2  711.00 ;Санкт-Петербург
﻿31.01.2020;11973;982.00;Санкт-Петербург
﻿31.01.2020;11974; 1  352.00 ;Нижневартовск
﻿31.01.2020;11975; 14  908.00 ;Санкт-Петербург
﻿31.01.2020;11977; 1  690.00 ;Брянск
﻿31.01.2020;11979;576.00;Краснодар
﻿01.02.2020;11980; 2  006.00 ;Санкт-Петербург
﻿01.02.2020;11981; 2  776.00 ;Сургут
﻿02.02.2020;11985; 1  149.00 ;Смоленск
﻿02.02.2020;11986; 1  206.00 ;Санкт-Петербург
﻿02.02.2020;11988; 2  070.00 ;Санкт-Петербург
﻿02.02.2020;11989; 4  920.00 ;Санкт-Петербург
﻿03.02.2020;11990;292.00; Набережные  Челны   
﻿03.02.2020;11992; 1  550.00 ;Санкт-Петербург
﻿03.02.2020;11993; 1  303.00 ;Санкт-Петербург
﻿03.02.2020;11994;606.00;Санкт-Петербург
﻿03.02.2020;11995; 3  229.00 ;Иваново
﻿04.02.2020;11997;991.00;Санкт-Петербург
﻿04.02.2020;11998; 11  031.00 ;Калининград
﻿04.02.2020;12000; 1  916.00 ;Тула
﻿04.02.2020;12002;715.00;Брянск
﻿05.02.2020;12012;765.00; Нижний  Новгород 
﻿06.02.2020;12017; 1  674.00 ;Новосибирск
﻿06.02.2020;12019;964.00;Санкт-Петербург
﻿07.02.2020;12021; 2  657.00 ;Санкт-Петербург
﻿07.02.2020;12023;498.00;Ош
﻿07.02.2020;12024; 7  770.00 ;Красноярск
﻿08.02.2020;12027; 3  149.00 ;Саратов
﻿08.02.2020;12029; 3  163.00 ;Новосибирск
﻿08.02.2020;12030;958.00;Санкт-Петербург
﻿08.02.2020;12031; 2  217.00 ;Санкт-Петербург
﻿10.02.2020;12033; 1  282.00 ;Санкт-Петербург
﻿10.02.2020;12034;675.00;Южно-Сахалинск
﻿10.02.2020;12038; 1  765.00 ;Санкт-Петербург
﻿10.02.2020;12039; 1  836.00 ;Первоуральск
﻿10.02.2020;12041; 1  361.00 ;Санкт-Петербург
﻿11.02.2020;12047;292.00; Нижний  Новгород 
﻿11.02.2020;12048; 1  174.00 ;Самара
﻿11.02.2020;12049; 1  677.00 ;Екатеринбург
﻿11.02.2020;12051; 3  092.00 ;Ульяновск
﻿11.02.2020;12053; 1  136.00 ;Чита
﻿11.02.2020;12054; 1  621.00 ;Казань
﻿11.02.2020;12056; 2  434.00 ; Нижний  Новгород 
﻿12.02.2020;12057;656.00;Екатеринбург
﻿12.02.2020;12058;787.00;Сургут
﻿12.02.2020;12059;767.00;Санкт-Петербург
﻿12.02.2020;12060; 5  619.00 ;Санкт-Петербург
﻿12.02.2020;12061; 1  556.00 ;Санкт-Петербург
﻿12.02.2020;12062; 3  993.00 ;Минск
﻿12.02.2020;12064;729.00;Санкт-Петербург
﻿12.02.2020;12065; 1  800.00 ;Санкт-Петербург
﻿13.02.2020;12066;600.00;Санкт-Петербург
﻿14.02.2020;12075; 3  888.00 ; Нижний  Новгород 
﻿15.02.2020;12078;610.00;Воронеж
﻿15.02.2020;12080;288.00;Минск
﻿15.02.2020;12082; 1  484.00 ;Тверь
﻿16.02.2020;12083; 1  919.00 ;Санкт-Петербург
﻿16.02.2020;12085; 1  763.00 ;Санкт-Петербург
﻿17.02.2020;12091;686.00; Нижний  Новгород 
﻿17.02.2020;12093;292.00; Набережные  Челны   
﻿17.02.2020;12095; 2  839.00 ;Санкт-Петербург
﻿17.02.2020;12096;796.00;Междуреченск
﻿17.02.2020;12097; 4  767.00 ;Иваново
﻿17.02.2020;12098; 5  422.00 ;Санкт-Петербург
﻿17.02.2020;12099; 1  045.00 ; Нижний  Новгород 
﻿17.02.2020;12100; 1  045.00 ; Нижний  Новгород 
﻿17.02.2020;12101;330.00;Рязань
﻿17.02.2020;12102;400.00;Рязань
﻿17.02.2020;12103; 2  117.00 ;Санкт-Петербург
﻿18.02.2020;12110; 1  165.00 ;Екатеринбург
﻿19.02.2020;12116; 1  593.00 ;Тверь
﻿19.02.2020;12120; 1  165.00 ;Сыктывкар
﻿19.02.2020;12121; 1  356.00 ;Санкт-Петербург
﻿19.02.2020;12122; 1  536.00 ;Тамбов
﻿20.02.2020;12123;755.00;Вологда
﻿20.02.2020;12128;261.00;Санкт-Петербург
﻿20.02.2020;12129; 1  329.00 ;Санкт-Петербург
﻿20.02.2020;12130;982.00;Санкт-Петербург
﻿20.02.2020;12131;826.00;Санкт-Петербург
﻿21.02.2020;12136; 3  900.00 ;Тольятти
﻿21.02.2020;12137; 3  900.00 ;Тольятти
﻿21.02.2020;12139; 2  844.00 ;Омск
﻿21.02.2020;12140;400.00;Омск
﻿21.02.2020;12141; 3  049.00 ;Омск
﻿21.02.2020;12143; 3  981.00 ;Санкт-Петербург
﻿22.02.2020;12145; 3  941.00 ;Санкт-Петербург
﻿23.02.2020;12146; 4  117.00 ;Екатеринбург
﻿24.02.2020;12147;696.00;Санкт-Петербург
﻿24.02.2020;12149; 1  028.00 ;Санкт-Петербург
﻿24.02.2020;12150;642.00;Санкт-Петербург
﻿24.02.2020;12152; 1  995.00 ;Санкт-Петербург
﻿24.02.2020;12153; 1  643.00 ;Санкт-Петербург
﻿25.02.2020;12154; 1  240.00 ;Липецк
﻿25.02.2020;12155; 1  810.00 ;Санкт-Петербург
﻿25.02.2020;12157;330.00;Пермь
﻿25.02.2020;12159;715.00;Тула
﻿25.02.2020;12160; 2  067.00 ;Санкт-Петербург
﻿25.02.2020;12162; 1  780.00 ; Нижний  Новгород 
﻿26.02.2020;12164; 1  674.00 ;Ижевск
﻿26.02.2020;12166; 1  193.00 ;Тверь
﻿26.02.2020;12168; 1  350.00 ;Санкт-Петербург
﻿26.02.2020;12172; 1  193.00 ;Екатеринбург
﻿27.02.2020;12173; 1  663.00 ;Владимир
﻿27.02.2020;12174; 1  188.00 ;Санкт-Петербург
﻿28.02.2020;12182; 1  003.00 ;Санкт-Петербург
﻿28.02.2020;12183; 3  095.00 ;Минск
﻿28.02.2020;12187; 1  592.00 ;Мурманск
﻿29.02.2020;12193; 1  612.00 ;Санкт-Петербург
﻿29.02.2020;12196;249.00;Саратов
﻿29.02.2020;12197; 2  189.00 ;Саратов
﻿01.03.2020;12199; 2  483.00 ; Нижний  Новгород 
﻿01.03.2020;12200;918.00;Екатеринбург
﻿01.03.2020;12204; 42  981.00 ;Санкт-Петербург
﻿01.03.2020;12206; 1  674.00 ;Новокузнецк
﻿01.03.2020;12207; 4  512.00 ;Кокшетау
﻿01.03.2020;12208; 1  538.00 ;Санкт-Петербург
﻿02.03.2020;12209; 2  266.00 ; Нижний  Новгород 
﻿02.03.2020;12213; 1  994.00 ;Санкт-Петербург
﻿02.03.2020;12217; 1  296.00 ;Петрозаводск
﻿03.03.2020;12220; 2  072.00 ;Санкт-Петербург
﻿03.03.2020;12224;973.00;Санкт-Петербург
﻿03.03.2020;12225;991.00;Санкт-Петербург
﻿03.03.2020;12226;700.00;Севастополь
﻿03.03.2020;12228; 1  338.00 ;Санкт-Петербург
﻿03.03.2020;12229; 1  606.00 ;Санкт-Петербург
﻿04.03.2020;12236; 2  245.00 ;Брянск
﻿04.03.2020;12239; 4  795.00 ;Санкт-Петербург
﻿04.03.2020;12241; 1  088.00 ;Санкт-Петербург
﻿05.03.2020;12242; 4  465.00 ;Санкт-Петербург
﻿05.03.2020;12243; 1  395.00 ;Санкт-Петербург
﻿05.03.2020;12244; 8  382.00 ;Санкт-Петербург
﻿05.03.2020;12245; 2  392.00 ; Старый  Оскол 
﻿05.03.2020;12250; 1  621.00 ;Екатеринбург
﻿05.03.2020;12251; 1  621.00 ;Екатеринбург
﻿05.03.2020;12252; 1  621.00 ;Архангельск
﻿05.03.2020;12254; 1  378.00 ;Санкт-Петербург
﻿07.03.2020;12261;991.00;Санкт-Петербург
﻿07.03.2020;12264;598.00;Краснодар
﻿07.03.2020;12265;555.00;Вологда
﻿08.03.2020;12266;991.00;Санкт-Петербург
﻿08.03.2020;12267; 3  433.00 ;Кызылорда
﻿09.03.2020;12269;991.00;Санкт-Петербург
﻿09.03.2020;12270; 4  466.00 ;Санкт-Петербург
﻿09.03.2020;12271; 1  613.00 ;Санкт-Петербург
﻿09.03.2020;12273; 2  412.00 ;Санкт-Петербург
﻿10.03.2020;12282; 2  806.00 ;Санкт-Петербург
﻿11.03.2020;12286; 1  561.00 ;Санкт-Петербург
﻿11.03.2020;12287;600.00;Пермь
﻿11.03.2020;12289; 3  854.00 ;Санкт-Петербург
﻿12.03.2020;12296; 6  413.00 ;Челябинск
﻿12.03.2020;12297; 5  048.00 ;Белгород
﻿12.03.2020;12299;319.00;Якутск
﻿12.03.2020;12300; 1  640.00 ;Вологда
﻿12.03.2020;12303; 3  215.00 ;Санкт-Петербург
﻿13.03.2020;12306; 2  481.00 ;Ижевск
﻿13.03.2020;12307; 2  685.00 ;Санкт-Петербург
﻿13.03.2020;12308;319.00;Якутск
﻿13.03.2020;12309; 2  126.00 ;Екатеринбург
﻿13.03.2020;12310; 2  419.00 ;Минск
﻿13.03.2020;12312;627.00;Санкт-Петербург
﻿14.03.2020;12313; 3  065.00 ;Челябинск
﻿14.03.2020;12314; 1  641.00 ;Екатеринбург
﻿14.03.2020;12316;649.00;Томск
﻿14.03.2020;12317; 9  046.00 ;Абакан
﻿15.03.2020;12320; 7  134.00 ;Минск
﻿16.03.2020;12323; 5  788.00 ;Екатеринбург
﻿16.03.2020;12324; 3  800.00 ;Смоленск
﻿16.03.2020;12325; 2  271.00 ;Южно-Сахалинск
﻿16.03.2020;12326; 2  984.00 ;Орск
﻿16.03.2020;12327; 3  865.00 ;Калуга
﻿16.03.2020;12328; 1  966.00 ;Липецк
﻿16.03.2020;12330; 1  692.00 ;Тула
﻿16.03.2020;12333; 1  097.00 ;Санкт-Петербург
﻿16.03.2020;12335; 1  621.00 ;Краснодар
﻿16.03.2020;12337; 9  776.00 ;Абакан
﻿16.03.2020;12338; 9  776.00 ;Абакан
﻿16.03.2020;12340; 1  613.00 ;Санкт-Петербург
﻿16.03.2020;12342; 1  208.00 ;Санкт-Петербург
﻿17.03.2020;12343; 10  794.00 ;Тюмень
﻿17.03.2020;12345;330.00;Минск
﻿17.03.2020;12347; 5  405.00 ;Санкт-Петербург
﻿17.03.2020;12348; 7  275.00 ;Санкт-Петербург
﻿17.03.2020;12349;834.00;Астрахань
﻿17.03.2020;12350; 1  652.00 ;Санкт-Петербург
﻿17.03.2020;12354; 9  941.00 ;Санкт-Петербург
﻿17.03.2020;12355; 1  793.00 ;Иваново
﻿18.03.2020;12358; 1  437.00 ;Санкт-Петербург
﻿18.03.2020;12363; 1  725.00 ;Челябинск
﻿18.03.2020;12364; 1  299.00 ;Тверь
﻿18.03.2020;12365; 3  340.00 ;Санкт-Петербург
﻿18.03.2020;12367; 1  593.00 ;Тверь
﻿18.03.2020;12368; 18  840.00 ;Новокузнецк
﻿18.03.2020;12371; 5  002.00 ;Новокузнецк
﻿18.03.2020;12373;832.00;Ярославль
﻿19.03.2020;12377; 2  319.00 ; Великий  Новгород 
﻿19.03.2020;12379;583.00;Санкт-Петербург
﻿19.03.2020;12380; 1  620.00 ;Минск
﻿19.03.2020;12381; 3  066.00 ;Минск
﻿19.03.2020;12384; 1  576.00 ;Санкт-Петербург
﻿19.03.2020;12385; 3  785.00 ;Санкт-Петербург
﻿20.03.2020;12388; 1  246.00 ;Санкт-Петербург
﻿20.03.2020;12391; 4  123.00 ; Нижний  Новгород 
﻿20.03.2020;12392;767.00;Санкт-Петербург
﻿20.03.2020;12397; 1  397.00 ;Санкт-Петербург
﻿20.03.2020;12398; 3  689.00 ;Уфа
﻿20.03.2020;12399; 3  689.00 ;Уфа
﻿21.03.2020;12401; 1  568.00 ;Ульяновск
﻿21.03.2020;12404; 11  373.00 ;Краснодар
﻿21.03.2020;12406;935.00;Краснодар
﻿21.03.2020;12407;330.00;Атырау
﻿21.03.2020;12408; 1  223.00 ;Санкт-Петербург
﻿22.03.2020;12410; 18  937.00 ;Тюмень
﻿23.03.2020;12413; 3  982.00 ;Ижевск
﻿23.03.2020;12416;608.00; Нижний  Тагил 
﻿23.03.2020;12417; 2  249.00 ;Санкт-Петербург
﻿23.03.2020;12419;779.00;Санкт-Петербург
﻿23.03.2020;12421; 6  702.00 ;Екатеринбург
﻿23.03.2020;12422;919.00;Вологда
﻿24.03.2020;12425;709.00;Санкт-Петербург
﻿24.03.2020;12426; 1  895.00 ; Нижний  Новгород 
﻿24.03.2020;12427; 2  314.00 ;Санкт-Петербург
﻿24.03.2020;12428; 4  197.00 ;Барнаул
﻿24.03.2020;12430;767.00;Санкт-Петербург
﻿24.03.2020;12432; 6  699.00 ;Санкт-Петербург
﻿25.03.2020;12437; 2  341.00 ;Санкт-Петербург
﻿25.03.2020;12438; 1  608.00 ;Сургут
﻿25.03.2020;12440; 1  243.00 ;Воронеж
﻿25.03.2020;12442; 2  923.00 ;Санкт-Петербург
﻿25.03.2020;12443; 2  885.00 ;Санкт-Петербург
﻿26.03.2020;12455;889.00;Санкт-Петербург
﻿26.03.2020;12457; 1  300.00 ;Павлодар
﻿26.03.2020;12460; 3  440.00 ;Санкт-Петербург
﻿26.03.2020;12462; 2  063.00 ;Санкт-Петербург
﻿27.03.2020;12469; 4  567.00 ;Кемерово
﻿27.03.2020;12470; 3  758.00 ;Санкт-Петербург
﻿27.03.2020;12473; 1  931.00 ; Нур-Султан  (Астана) 
﻿28.03.2020;12475; 2  688.00 ;Екатеринбург
﻿28.03.2020;12476;634.00;Ханты-Мансийск
﻿28.03.2020;12477;634.00;Ижевск
﻿28.03.2020;12479; 1  923.00 ;Владимир
﻿28.03.2020;12480; 6  466.00 ;Калининград
﻿28.03.2020;12481; 2  261.00 ;Санкт-Петербург
﻿28.03.2020;12483; 1  732.00 ;Санкт-Петербург
﻿29.03.2020;12485; 2  104.00 ; Новый  Уренгой 
﻿29.03.2020;12486;839.00;Санкт-Петербург
﻿29.03.2020;12488; 1  030.00 ;Геленджик
﻿30.03.2020;12489; 2  074.00 ;Ростов-на-Дону
﻿30.03.2020;12490; 1  187.00 ;Ярославль
﻿30.03.2020;12491; 1  613.00 ;Санкт-Петербург
﻿30.03.2020;12493;936.00;Санкт-Петербург
﻿30.03.2020;12494; 1  736.00 ;Санкт-Петербург
﻿31.03.2020;12498; 4  226.00 ;Киров
﻿31.03.2020;12499;890.00;Чебоксары
﻿31.03.2020;12501; 1  755.00 ;Брянск
﻿01.04.2020;12509;834.00;Челябинск
﻿01.04.2020;12510;730.00;Екатеринбург
﻿01.04.2020;12513;919.00; Нижний  Новгород 
﻿01.04.2020;12516; 1  463.00 ;Санкт-Петербург
﻿01.04.2020;12522;587.00;Чебоксары
﻿02.04.2020;12527; 1  682.00 ;Тамбов
﻿02.04.2020;12528; 1  368.00 ;Вологда
﻿02.04.2020;12536; 2  221.00 ;Санкт-Петербург
﻿03.04.2020;12537; 3  992.00 ;Уфа
﻿03.04.2020;12539;625.00;Уфа
﻿03.04.2020;12540;574.00;Уфа
﻿03.04.2020;12545; 1  536.00 ;Ярославль
﻿03.04.2020;12547;711.00;Севастополь
﻿03.04.2020;12549;677.00;Киев
﻿03.04.2020;12552; 4  364.00 ;Тюмень
﻿03.04.2020;12554; 1  206.00 ;Орел
﻿03.04.2020;12557; 2  783.00 ;Новосибирск
﻿04.04.2020;12558;901.00;Санкт-Петербург
﻿04.04.2020;12560;419.00;Стерлитамак
﻿04.04.2020;12561; 3  675.00 ;Новосибирск
﻿04.04.2020;12563;606.00;Санкт-Петербург
﻿04.04.2020;12564; 1  724.00 ;Минск
﻿04.04.2020;12566;668.00;Стерлитамак
﻿04.04.2020;12567; 1  996.00 ;Санкт-Петербург
﻿04.04.2020;12570;767.00;Санкт-Петербург
﻿04.04.2020;12572; 4  788.00 ; Нижний  Новгород 
﻿04.04.2020;12573; 1  423.00 ;Санкт-Петербург
﻿05.04.2020;12576;641.00;Ижевск
﻿05.04.2020;12579; 1  334.00 ;Барнаул
﻿05.04.2020;12580;834.00;Чита
﻿05.04.2020;12581; 4  581.00 ;Санкт-Петербург
﻿05.04.2020;12582; 2  475.00 ;Липецк
﻿06.04.2020;12584; 1  300.00 ;Ярославль
﻿06.04.2020;12588; 5  405.00 ;Санкт-Петербург
﻿06.04.2020;12589;958.00;Санкт-Петербург
﻿06.04.2020;12590; 1  253.00 ;Санкт-Петербург
﻿06.04.2020;12591; 1  392.00 ;Тюмень
﻿06.04.2020;12595; 1  862.00 ;Астрахань
﻿06.04.2020;12596; 1  342.00 ;Южно-Сахалинск
﻿06.04.2020;12597; 1  087.00 ;Пермь
﻿06.04.2020;12598; 10  649.00 ;Санкт-Петербург
﻿06.04.2020;12601;709.00;Санкт-Петербург
﻿06.04.2020;12602; 2  032.00 ;Санкт-Петербург
﻿07.04.2020;12610;605.00;Екатеринбург
﻿07.04.2020;12612; 3  510.00 ;Новосибирск
﻿07.04.2020;12613;689.00;Санкт-Петербург
﻿07.04.2020;12614; 2  248.00 ;Санкт-Петербург
﻿07.04.2020;12615; 1  266.00 ;Санкт-Петербург
﻿08.04.2020;12619; 2  061.00 ;Екатеринбург
﻿08.04.2020;12622; 2  076.00 ;Тула
﻿08.04.2020;12623; 1  938.00 ;Воронеж
﻿08.04.2020;12624;730.00;Самара
﻿08.04.2020;12625; 1  263.00 ;Тверь
﻿08.04.2020;12626;424.00;Санкт-Петербург
﻿09.04.2020;12629; 1  888.00 ;Санкт-Петербург
﻿09.04.2020;12630; 1  479.00 ;Санкт-Петербург
﻿09.04.2020;12631; 1  634.00 ;Краснодар
﻿09.04.2020;12632; 5  433.00 ;Санкт-Петербург
﻿09.04.2020;12636; 1  421.00 ;Санкт-Петербург
﻿09.04.2020;12637; 5  007.00 ;Рязань
﻿09.04.2020;12643;803.00;Ростов-на-Дону
﻿09.04.2020;12645;625.00; Нижний  Новгород 
﻿09.04.2020;12646; 2  169.00 ;Санкт-Петербург
﻿10.04.2020;12647; 4  044.00 ; Нижний  Новгород 
﻿10.04.2020;12648; 1  795.00 ;Таллин
﻿10.04.2020;12649; 1  187.00 ; Нижний  Новгород 
﻿10.04.2020;12651; 1  955.00 ; Нижний  Новгород 
﻿10.04.2020;12659; 1  673.00 ;Санкт-Петербург
﻿10.04.2020;12663; 2  076.00 ;Сочи
﻿11.04.2020;12667; 2  634.00 ;Санкт-Петербург
﻿11.04.2020;12670; 1  223.00 ;Новосибирск
﻿11.04.2020;12678; 1  908.00 ;Санкт-Петербург
﻿11.04.2020;12681; 1  963.00 ;Санкт-Петербург
﻿11.04.2020;12684;307.00;Санкт-Петербург
﻿11.04.2020;12685; 1  320.00 ;Санкт-Петербург
﻿12.04.2020;12686;419.00;Междуреченск
﻿12.04.2020;12690; 1  973.00 ;Кокшетау
﻿12.04.2020;12691; 2  362.00 ;Черкесск
﻿12.04.2020;12692;649.00;Сыктывкар
﻿12.04.2020;12693; 1  674.00 ; Нижний  Новгород 
﻿13.04.2020;12694; 17  859.00 ;Актобе
﻿13.04.2020;12695; 3  196.00 ;Черкесск
﻿13.04.2020;12696; 3  196.00 ;Черкесск
﻿13.04.2020;12697;655.00; Нижний  Тагил 
﻿13.04.2020;12701; 2  688.00 ;Сургут
﻿13.04.2020;12703; 1  183.00 ;Санкт-Петербург
﻿13.04.2020;12704; 3  141.00 ;Липецк
﻿13.04.2020;12705; 1  226.00 ;Санкт-Петербург
﻿13.04.2020;12709;936.00;Санкт-Петербург
﻿13.04.2020;12714; 3  315.00 ;Санкт-Петербург
﻿14.04.2020;12715; 1  613.00 ;Санкт-Петербург
﻿14.04.2020;12717;919.00;Курск
﻿14.04.2020;12723; 2  610.00 ;Санкт-Петербург
﻿14.04.2020;12724;949.00;Санкт-Петербург
﻿14.04.2020;12725; 31  996.00 ;Стерлитамак
﻿14.04.2020;12726;957.00;Архангельск
﻿14.04.2020;12727; 32  519.00 ;Кызылорда
﻿14.04.2020;12728; 33  249.00 ;Кызылорда
﻿14.04.2020;12729; 3  562.00 ;Саратов
﻿14.04.2020;12730;555.00;Петрозаводск
﻿15.04.2020;12731; 10  546.00 ;Санкт-Петербург
﻿15.04.2020;12732; 9  737.00 ;Санкт-Петербург
﻿15.04.2020;12735; 4  435.00 ;Санкт-Петербург
﻿15.04.2020;12736; 1  432.00 ;Вологда
﻿15.04.2020;12738; 5  479.00 ;Санкт-Петербург
﻿15.04.2020;12739; 1  593.00 ;Пермь
﻿16.04.2020;12742; 1  208.00 ;Оренбург
﻿16.04.2020;12744; 2  579.00 ;Санкт-Петербург
﻿16.04.2020;12749; 1  315.00 ;Мурманск
﻿16.04.2020;12750; 9  734.00 ;Владимир
﻿17.04.2020;12754;918.00;Новосибирск
﻿17.04.2020;12755;730.00;Челябинск
﻿17.04.2020;12756; 21  340.00 ;Саратов
﻿17.04.2020;12761; 1  485.00 ;Самара
