 Дата  заказа ; Номер  заказа ; Сумма,  руб. ;Город
﻿11.12.2020;15446;627.00;Санкт-Петербург
﻿11.12.2020;15447; 7  242.00 ;Салехард
﻿11.12.2020;15453;891.00;Белгород
﻿12.12.2020;15456; 1  620.00 ;Пятигорск
﻿12.12.2020;15457; 2  090.00 ;Барнаул
﻿12.12.2020;15466;977.00;Киров
﻿13.12.2020;15467; 1  017.00 ;Саратов
﻿13.12.2020;15468; 1  980.00 ;Санкт-Петербург
﻿13.12.2020;15469; 2  170.00 ; Нижний  Новгород 
﻿13.12.2020;15472;730.00;Нижнекамск
﻿14.12.2020;15473; 3  523.00 ;Санкт-Петербург
﻿14.12.2020;15475; 1  141.00 ;Санкт-Петербург
﻿14.12.2020;15477; 3  097.00 ;Санкт-Петербург
﻿14.12.2020;15478; 1  164.00 ;Улан-Удэ
﻿14.12.2020;15481; 10  174.00 ;Северодвинск
﻿14.12.2020;15483; 1  487.00 ;Пермь
﻿14.12.2020;15484;918.00;Владимир
﻿15.12.2020;15486; 1  315.00 ;Саратов
﻿15.12.2020;15487; 2  248.00 ;Санкт-Петербург
﻿15.12.2020;15488;670.00;Санкт-Петербург
﻿16.12.2020;15493; 5  165.00 ;Воронеж
﻿16.12.2020;15494; 1  183.00 ;Новосибирск
﻿16.12.2020;15499; 1  249.00 ; Новый  Уренгой 
﻿16.12.2020;15500; 3  129.00 ;Краснодар
﻿16.12.2020;15501; 1  122.00 ;Челябинск
﻿16.12.2020;15502; 6  122.00 ;Тюмень
﻿16.12.2020;15503; 2  206.00 ;Тюмень
﻿16.12.2020;15504; 1  246.00 ;Тюмень
﻿17.12.2020;15509;635.00;Санкт-Петербург
﻿18.12.2020;15519;625.00;Казань
﻿19.12.2020;15523; 1  606.00 ;Санкт-Петербург
﻿19.12.2020;15525; 1  141.00 ;Санкт-Петербург
﻿19.12.2020;15526;932.00;Санкт-Петербург
﻿19.12.2020;15528; 31  663.00 ;Абакан
﻿19.12.2020;15530;860.00;Казань
﻿19.12.2020;15531; 2  928.00 ;Екатеринбург
﻿20.12.2020;15536;763.00;Ростов-на-Дону
﻿20.12.2020;15538; 1  512.00 ;Екатеринбург
﻿20.12.2020;15539; 1  187.00 ;Екатеринбург
﻿20.12.2020;15540; 1  087.00 ;Красноярск
﻿20.12.2020;15546; 1  257.00 ;Владимир
﻿21.12.2020;15548; 3  393.00 ;Челябинск
﻿21.12.2020;15549; 1  132.00 ;Кокшетау
﻿21.12.2020;15552; 9  387.00 ;Барнаул
﻿21.12.2020;15553; 1  449.00 ;Тюмень
﻿21.12.2020;15554; 1  193.00 ;Йошкар-Ола
﻿21.12.2020;15556; 1  141.00 ;Санкт-Петербург
﻿21.12.2020;15557; 1  122.00 ;Киров
﻿21.12.2020;15559; 5  147.00 ;Санкт-Петербург
﻿21.12.2020;15562; 2  200.00 ;Иркутск
﻿21.12.2020;15563; 2  149.00 ;Качканар
﻿21.12.2020;15565; 2  754.00 ;Краснодар
﻿21.12.2020;15566; 1  008.00 ;Ханты-Мансийск
﻿21.12.2020;15568; 4  725.00 ;Тюмень
﻿22.12.2020;15571; 1  317.00 ;Белгород
﻿22.12.2020;15572; 2  149.00 ;Пермь
﻿22.12.2020;15574;975.00;Санкт-Петербург
﻿22.12.2020;15576; 1  257.00 ;Челябинск
﻿22.12.2020;15579; 1  972.00 ;Санкт-Петербург
﻿22.12.2020;15580; 1  230.00 ;Самара
﻿23.12.2020;15587; 1  193.00 ;Сыктывкар
﻿23.12.2020;15589; 1  648.00 ;Челябинск
﻿23.12.2020;15591; 1  648.00 ;Челябинск
﻿23.12.2020;15594;956.00;Санкт-Петербург
﻿23.12.2020;15595; 2  494.00 ;Рыбинск
﻿23.12.2020;15597; 1  170.00 ;Тула
﻿23.12.2020;15599; 4  639.00 ;Челябинск
﻿23.12.2020;15601; 1  843.00 ;Санкт-Петербург
﻿24.12.2020;15602; 2  739.00 ;Краснодар
﻿24.12.2020;15603;944.00;Екатеринбург
﻿24.12.2020;15604; 2  114.00 ;Санкт-Петербург
﻿24.12.2020;15605; 2  293.00 ; Нижний  Новгород 
﻿24.12.2020;15606;568.00;Ханты-Мансийск
﻿24.12.2020;15614; 3  721.00 ;Оренбург
﻿24.12.2020;15615; 6  395.00 ;Санкт-Петербург
﻿24.12.2020;15616; 3  224.00 ;Ярославль
﻿24.12.2020;15617; 7  952.00 ;Санкт-Петербург
﻿25.12.2020;15620; 1  193.00 ;Йошкар-Ола
﻿25.12.2020;15621; 3  224.00 ;Тверь
﻿25.12.2020;15624; 2  290.00 ; Нижний  Новгород 
﻿26.12.2020;15636; 1  758.00 ;Санкт-Петербург
﻿26.12.2020;15637; 1  193.00 ;Самара
﻿27.12.2020;15639;504.00;Уфа
﻿27.12.2020;15642; 1  566.00 ;Ульяновск
﻿27.12.2020;15643; 1  546.00 ;Ульяновск
﻿28.12.2020;15649; 2  934.00 ;Самара
﻿28.12.2020;15652; 1  362.00 ;Курган
﻿28.12.2020;15656; 3  068.00 ;Уфа
﻿28.12.2020;15660; 1  170.00 ;Калининград
﻿28.12.2020;15661; 1  335.00 ;Калининград
﻿28.12.2020;15663; 2  637.00 ;Санкт-Петербург
﻿29.12.2020;15664; 1  471.00 ;Нефтекамск
﻿29.12.2020;15666; 4  093.00 ;Санкт-Петербург
﻿30.12.2020;15674;247.00; Нижний  Новгород 
﻿03.01.2021;15676; 2  534.00 ;Самара
﻿03.01.2021;15680; 2  204.00 ;Санкт-Петербург
﻿05.01.2021;15691; 5  191.00 ;Екатеринбург
﻿06.01.2021;15693;675.00;Сургут
﻿06.01.2021;15697; 2  385.00 ;Санкт-Петербург
﻿07.01.2021;15698; 1  367.00 ;Санкт-Петербург
﻿08.01.2021;15702; 2  203.00 ;Санкт-Петербург
﻿08.01.2021;15703; 6  472.00 ;Ставрополь
﻿08.01.2021;15704;345.00;Санкт-Петербург
﻿08.01.2021;15705; 6  571.00 ;Тверь
﻿08.01.2021;15708;891.00;Краснодар
﻿08.01.2021;15710; 1  968.00 ;Омск
﻿08.01.2021;15712; 1  268.00 ;Санкт-Петербург
﻿09.01.2021;15715;583.00;Санкт-Петербург
﻿09.01.2021;15716;602.00;Новосибирск
﻿09.01.2021;15723;555.00;Воронеж
﻿10.01.2021;15725; 6  551.00 ;Санкт-Петербург
﻿10.01.2021;15727; 1  352.00 ;Тверь
﻿10.01.2021;15728; 1  938.00 ;Ковров
﻿10.01.2021;15730; 1  852.00 ;Санкт-Петербург
﻿10.01.2021;15733; 1  742.00 ;Санкт-Петербург
﻿10.01.2021;15735; 1  953.00 ;Рязань
﻿11.01.2021;15739; 1  784.00 ;Тбилиси
﻿11.01.2021;15740; 2  325.00 ;Санкт-Петербург
﻿11.01.2021;15743;965.00;Санкт-Петербург
﻿12.01.2021;15748;768.00;Новосибирск
﻿12.01.2021;15759; 4  014.00 ;Санкт-Петербург
﻿12.01.2021;15765;620.00;Тверь
﻿13.01.2021;15766;769.00;Кызылорда
﻿13.01.2021;15770; 1  482.00 ;Ульяновск
﻿13.01.2021;15775; 14  169.00 ; Нижний  Новгород 
﻿13.01.2021;15777; 3  292.00 ;Санкт-Петербург
﻿14.01.2021;15778;930.00;Владивосток
﻿14.01.2021;15779; 1  365.00 ;Санкт-Петербург
﻿14.01.2021;15780; 4  013.00 ;Санкт-Петербург
﻿14.01.2021;15782; 2  804.00 ;Ростов-на-Дону
﻿14.01.2021;15783; 2  010.00 ;Санкт-Петербург
﻿14.01.2021;15784; 1  825.00 ;Санкт-Петербург
﻿14.01.2021;15787; 2  020.00 ;Санкт-Петербург
﻿14.01.2021;15788; 2  297.00 ;Санкт-Петербург
﻿14.01.2021;15789; 1  027.00 ;Санкт-Петербург
﻿14.01.2021;15792;923.00;Калуга
﻿14.01.2021;15793; 2  297.00 ;Краснодар
﻿14.01.2021;15796;814.00;Тюмень
﻿14.01.2021;15797; 1  206.00 ;Вологда
﻿15.01.2021;15803; 5  716.00 ;Рязань
﻿15.01.2021;15805;555.00;Калининград
﻿15.01.2021;15807;642.00;Санкт-Петербург
﻿15.01.2021;15808;854.00;Санкт-Петербург
﻿16.01.2021;15809;991.00;Санкт-Петербург
﻿16.01.2021;15812; 1  800.00 ;Кемерово
﻿16.01.2021;15815; 2  029.00 ;Севастополь
﻿17.01.2021;15818; 4  365.00 ;Санкт-Петербург
﻿17.01.2021;15823; 8  789.00 ;Санкт-Петербург
﻿18.01.2021;15826;854.00;Санкт-Петербург
﻿18.01.2021;15827; 4  239.00 ; Нижний  Новгород 
﻿18.01.2021;15830; 1  266.00 ;Магнитогорск
﻿18.01.2021;15834; 1  180.00 ;Санкт-Петербург
﻿18.01.2021;15838; 5  526.00 ;Магнитогорск
﻿19.01.2021;15841; 1  061.00 ;Санкт-Петербург
﻿19.01.2021;15843; 1  381.00 ;Санкт-Петербург
﻿19.01.2021;15844; 2  505.00 ;Санкт-Петербург
﻿20.01.2021;15856; 2  025.00 ;Новосибирск
﻿20.01.2021;15859; 3  210.00 ;Санкт-Петербург
﻿20.01.2021;15862; 1  430.00 ;Сочи
﻿21.01.2021;15865; 7  441.00 ;Ростов-на-Дону
﻿21.01.2021;15869; 1  962.00 ;Санкт-Петербург
﻿21.01.2021;15870;936.00;Санкт-Петербург
﻿22.01.2021;15883; 3  704.00 ;Псков
﻿22.01.2021;15884;459.00;Красноярск
﻿22.01.2021;15885; 3  736.00 ;Брянск
﻿22.01.2021;15886;730.00;Калининград
﻿22.01.2021;15888;849.00;Ярославль
﻿22.01.2021;15890; 1  268.00 ;Санкт-Петербург
﻿23.01.2021;15893;969.00;Санкт-Петербург
﻿23.01.2021;15894; 36  176.00 ;Новосибирск
﻿23.01.2021;15895; 1  274.00 ;Оренбург
﻿24.01.2021;15897; 1  621.00 ;Ульяновск
﻿24.01.2021;15898; 6  265.00 ;Санкт-Петербург
﻿24.01.2021;15899;634.00;Санкт-Петербург
﻿24.01.2021;15900; 4  264.00 ;Санкт-Петербург
﻿24.01.2021;15901; 3  198.00 ;Калининград
﻿24.01.2021;15903; 2  217.00 ;Мурманск
﻿25.01.2021;15909; 4  910.00 ;Симферополь
﻿25.01.2021;15911; 2  112.00 ;Екатеринбург
﻿25.01.2021;15912; 28  404.00 ;Самара
﻿25.01.2021;15913; 23  443.00 ;Самара
﻿25.01.2021;15914; 1  995.00 ;Санкт-Петербург
﻿26.01.2021;15915; 1  430.00 ;Сыктывкар
﻿26.01.2021;15919; 1  980.00 ;Брянск
﻿26.01.2021;15920; 1  980.00 ;Брянск
﻿26.01.2021;15923; 1  753.00 ;Тула
﻿27.01.2021;15925; 4  319.00 ;Челябинск
﻿27.01.2021;15929;684.00;Санкт-Петербург
﻿27.01.2021;15930; 2  073.00 ;Мурманск
﻿27.01.2021;15931; 1  266.00 ;Санкт-Петербург
﻿27.01.2021;15932; 5  477.00 ;Мурманск
﻿27.01.2021;15934; 1  750.00 ;Санкт-Петербург
﻿27.01.2021;15935; 7  764.00 ;Санкт-Петербург
﻿27.01.2021;15937; 1  653.00 ;Челябинск
﻿27.01.2021;15939; 5  181.00 ;Брянск
﻿27.01.2021;15941;652.00;Санкт-Петербург
﻿27.01.2021;15942; 1  435.00 ;Санкт-Петербург
﻿28.01.2021;15944; 1  875.00 ;Санкт-Петербург
﻿28.01.2021;15946; 2  829.00 ;Омск
﻿28.01.2021;15947; 1  764.00 ;Санкт-Петербург
﻿28.01.2021;15951;605.00;Воронеж
﻿28.01.2021;15954; 2  206.00 ;Курск
﻿29.01.2021;15955; 2  167.00 ;Минск
﻿29.01.2021;15958;779.00;Улан-Удэ
﻿29.01.2021;15960; 9  114.00 ;Краснодар
﻿30.01.2021;15961; 2  860.00 ;Уфа
﻿30.01.2021;15962; 1  731.00 ;Ростов-на-Дону
﻿30.01.2021;15963; 1  774.00 ;Севастополь
﻿31.01.2021;15965; 1  538.00 ;Санкт-Петербург
﻿31.01.2021;15966; 1  674.00 ; Новый  Уренгой 
﻿31.01.2021;15971; 8  288.00 ;Санкт-Петербург
﻿31.01.2021;15972; 4  387.00 ;Санкт-Петербург
﻿31.01.2021;15973;677.00;Новоуральск
﻿01.02.2021;15975;677.00;Иркутск
﻿01.02.2021;15980; 3  383.00 ;Санкт-Петербург
﻿01.02.2021;15981;420.00;Санкт-Петербург
﻿01.02.2021;15982; 1  315.00 ;Уфа
﻿01.02.2021;15983; 1  451.00 ;Курган
﻿01.02.2021;15987;832.00; Нижний  Новгород 
﻿02.02.2021;15989; 1  503.00 ;Санкт-Петербург
﻿02.02.2021;15998;269.00;Киров
﻿02.02.2021;16001; 3  991.00 ;Ульяновск
﻿03.02.2021;16010; 1  361.00 ;Санкт-Петербург
﻿03.02.2021;16011; 3  817.00 ;Нефтекамск
﻿04.02.2021;16018; 1  663.00 ;Тюмень
﻿04.02.2021;16020; 1  430.00 ;Новосибирск
﻿04.02.2021;16021;597.00;Пермь
﻿04.02.2021;16022;594.00;Санкт-Петербург
﻿04.02.2021;16023; 9  861.00 ;Вологда
﻿04.02.2021;16024;557.00;Ярославль
﻿04.02.2021;16027; 3  659.00 ;Санкт-Петербург
﻿05.02.2021;16031;330.00;Октябрьский
﻿05.02.2021;16033;730.00;Челябинск
﻿05.02.2021;16034;597.00;Ульяновск
﻿05.02.2021;16035; 1  034.00 ;Краснодар
﻿05.02.2021;16037; 1  920.00 ;Иваново
﻿05.02.2021;16040; 1  775.00 ;Чебоксары
﻿05.02.2021;16041; 3  506.00 ;Челябинск
﻿06.02.2021;16046;597.00;Самара
﻿06.02.2021;16047; 1  606.00 ;Санкт-Петербург
﻿07.02.2021;16054;965.00;Санкт-Петербург
﻿07.02.2021;16055; 1  775.00 ;Чебоксары
﻿07.02.2021;16056; 1  077.00 ;Липецк
﻿07.02.2021;16057;789.00;Липецк
﻿07.02.2021;16058; 2  181.00 ;Пермь
﻿07.02.2021;16059; 3  400.00 ;Новосибирск
﻿08.02.2021;16065; 1  193.00 ;Екатеринбург
﻿08.02.2021;16067;634.00;Санкт-Петербург
﻿08.02.2021;16069; 1  360.00 ;Санкт-Петербург
﻿08.02.2021;16076; 1  741.00 ;Екатеринбург
﻿08.02.2021;16077; 4  668.00 ;Ростов-на-Дону
﻿08.02.2021;16080; 1  350.00 ;Санкт-Петербург
﻿08.02.2021;16081;605.00;Муром
﻿09.02.2021;16083; 1  990.00 ;Санкт-Петербург
﻿09.02.2021;16088;946.00;Санкт-Петербург
﻿09.02.2021;16089; 1  659.00 ;Калининград
﻿09.02.2021;16090; 1  904.00 ;Санкт-Петербург
﻿09.02.2021;16091;239.00;Ульяновск
﻿10.02.2021;16094; 2  520.00 ;Киров
﻿10.02.2021;16095; 6  317.00 ;Санкт-Петербург
﻿10.02.2021;16097; 3  660.00 ;Краснодар
﻿10.02.2021;16100; 1  313.00 ;Псков
﻿10.02.2021;16101; 10  293.00 ;Мурманск
﻿10.02.2021;16102; 16  584.00 ;Волгоград
﻿10.02.2021;16103;906.00;Санкт-Петербург
﻿11.02.2021;16105; 3  463.00 ;Санкт-Петербург
﻿11.02.2021;16107;919.00;Минск
﻿11.02.2021;16111; 1  884.00 ;Санкт-Петербург
﻿11.02.2021;16112;965.00;Санкт-Петербург
﻿11.02.2021;16113; 2  629.00 ;Калининград
﻿12.02.2021;16121; 4  631.00 ;Новороссийск
﻿12.02.2021;16123; 1  924.00 ;Санкт-Петербург
﻿12.02.2021;16126; 3  776.00 ;Ульяновск
﻿13.02.2021;16128;762.00;Санкт-Петербург
﻿14.02.2021;16130;577.00;Екатеринбург
﻿14.02.2021;16131; 16  545.00 ;Краснодар
﻿14.02.2021;16132; 19  667.00 ;Пермь
﻿14.02.2021;16134; 17  275.00 ;Краснодар
﻿15.02.2021;16137; 1  742.00 ;Санкт-Петербург
﻿15.02.2021;16138; 1  157.00 ;Минск
﻿15.02.2021;16140; 1  206.00 ;Екатеринбург
﻿16.02.2021;16143; 6  879.00 ; Нижний  Тагил 
﻿16.02.2021;16145; 4  161.00 ;Санкт-Петербург
﻿16.02.2021;16146; 2  095.00 ;Санкт-Петербург
﻿16.02.2021;16148; 9  238.00 ;Южно-Сахалинск
﻿16.02.2021;16153; 6  513.00 ;Барнаул
﻿16.02.2021;16154; 1  281.00 ;Санкт-Петербург
﻿17.02.2021;16156; 2  097.00 ;Санкт-Петербург
﻿17.02.2021;16157; 2  718.00 ;Ирбит
﻿18.02.2021;16178; 1  394.00 ;Санкт-Петербург
﻿18.02.2021;16179;730.00;Калуга
﻿19.02.2021;16182;755.00;Новосибирск
﻿19.02.2021;16183; 2  607.00 ; Нижний  Новгород 
﻿19.02.2021;16184; 1  702.00 ;Санкт-Петербург
﻿19.02.2021;16188; 8  390.00 ;Саранск
﻿20.02.2021;16194; 2  061.00 ;Санкт-Петербург
﻿21.02.2021;16196; 1  208.00 ;Белгород
﻿21.02.2021;16199;585.00;Самара
﻿22.02.2021;16206; 1  748.00 ;Севастополь
﻿22.02.2021;16209; 4  945.00 ;Усть-Каменогорск
﻿22.02.2021;16213; 11  438.00 ;Санкт-Петербург
﻿23.02.2021;16219; 2  022.00 ;Владивосток
﻿23.02.2021;16222;975.00;Санкт-Петербург
﻿24.02.2021;16225; 5  099.00 ;Абакан
﻿24.02.2021;16226; 1  465.00 ;Мурманск
﻿24.02.2021;16227; 1  300.00 ;Уфа
﻿24.02.2021;16239; 10  403.00 ;Нижневартовск
﻿24.02.2021;16240; 1  758.00 ;Санкт-Петербург
﻿24.02.2021;16241; 1  794.00 ;Краснодар
﻿25.02.2021;16244; 1  332.00 ;Екатеринбург
﻿25.02.2021;16246; 1  983.00 ;Сочи
﻿25.02.2021;16247; 1  298.00 ; Нижний  Новгород 
﻿25.02.2021;16248;787.00;Казань
﻿25.02.2021;16252; 1  536.00 ;Тюмень
﻿26.02.2021;16256;709.00;Санкт-Петербург
﻿27.02.2021;16261; 3  575.00 ;Санкт-Петербург
﻿27.02.2021;16262;890.00;Петрозаводск
﻿27.02.2021;16263; 22  998.00 ;Краснодар
﻿27.02.2021;16266; 1  682.00 ;Санкт-Петербург
﻿28.02.2021;16277;956.00;Санкт-Петербург
﻿01.03.2021;16279;934.00;Курск
﻿01.03.2021;16282; 2  148.00 ;Краснодар
﻿01.03.2021;16286; 4  913.00 ;Краснодар
﻿02.03.2021;16298; 2  694.00 ;Санкт-Петербург
﻿02.03.2021;16300;638.00;Новосибирск
﻿02.03.2021;16301; 2  033.00 ;Санкт-Петербург
﻿02.03.2021;16302; 1  923.00 ;Белгород
﻿02.03.2021;16304; 4  477.00 ;Санкт-Петербург
﻿02.03.2021;16306; 1  713.00 ;Санкт-Петербург
﻿03.03.2021;16315;912.00;Калининград
﻿03.03.2021;16316;605.00;Муром
﻿04.03.2021;16317; 10  185.00 ;Иркутск
﻿04.03.2021;16319;605.00;Санкт-Петербург
﻿04.03.2021;16320; 1  254.00 ;Краснодар
﻿04.03.2021;16324; 1  383.00 ;Якутск
﻿04.03.2021;16334;404.00;Калуга
﻿04.03.2021;16335;424.00;Санкт-Петербург
﻿05.03.2021;16336;330.00;Ярославль
﻿05.03.2021;16337; 3  154.00 ;Санкт-Петербург
﻿05.03.2021;16340; 2  982.00 ;Санкт-Петербург
﻿05.03.2021;16341;975.00;Санкт-Петербург
﻿05.03.2021;16344; 1  990.00 ;Владимир
﻿06.03.2021;16345;787.00;Тюмень
﻿06.03.2021;16349; 1  701.00 ;Калуга
﻿07.03.2021;16353; 9  896.00 ;Санкт-Петербург
﻿07.03.2021;16355; 1  484.00 ; Нижний  Новгород 
﻿07.03.2021;16357;634.00;Санкт-Петербург
﻿08.03.2021;16367;594.00;Санкт-Петербург
﻿08.03.2021;16368;888.00;Екатеринбург
﻿09.03.2021;16371; 2  300.00 ; Нижний  Новгород 
﻿09.03.2021;16373; 1  506.00 ;Санкт-Петербург
﻿09.03.2021;16379; 1  744.00 ;Санкт-Петербург
﻿10.03.2021;16381;949.00;Санкт-Петербург
﻿10.03.2021;16383; 1  678.00 ;Иркутск
﻿10.03.2021;16385;689.00;Санкт-Петербург
﻿10.03.2021;16386; 3  046.00 ; Новый  Уренгой 
﻿10.03.2021;16388; 2  443.00 ;Самара
﻿11.03.2021;16395; 1  399.00 ;Санкт-Петербург
﻿11.03.2021;16398; 1  208.00 ;Нижневартовск
﻿11.03.2021;16400;622.00;Санкт-Петербург
﻿11.03.2021;16402; 11  648.00 ;Ростов-на-Дону
﻿11.03.2021;16403; 7  518.00 ;Курск
﻿11.03.2021;16407;400.00;Сургут
﻿12.03.2021;16410; 4  004.00 ;Магнитогорск
﻿12.03.2021;16411; 2  852.00 ;Ярославль
﻿12.03.2021;16415;620.00;Санкт-Петербург
﻿12.03.2021;16418;638.00;Смоленск
﻿12.03.2021;16419;915.00;Санкт-Петербург
﻿12.03.2021;16420; 1  392.00 ;Санкт-Петербург
﻿12.03.2021;16421; 14  330.00 ;Самара
﻿13.03.2021;16423;731.00;Петропавловск-Камчатский
﻿13.03.2021;16428; 2  291.00 ;Вологда
﻿13.03.2021;16429; 6  948.00 ;Мурманск
﻿13.03.2021;16430; 5  079.00 ;Санкт-Петербург
﻿14.03.2021;16431; 2  688.00 ;Белгород
﻿14.03.2021;16432; 6  948.00 ;Мурманск
﻿14.03.2021;16434; 1  858.00 ;Санкт-Петербург
﻿14.03.2021;16439; 1  613.00 ;Санкт-Петербург
﻿14.03.2021;16440; 2  056.00 ;Екатеринбург
﻿15.03.2021;16443; 1  991.00 ;Екатеринбург
﻿15.03.2021;16449; 1  739.00 ;Санкт-Петербург
﻿15.03.2021;16450;642.00;Санкт-Петербург
﻿15.03.2021;16452; 1  904.00 ;Санкт-Петербург
﻿15.03.2021;16453; 1  794.00 ; Набережные  Челны   
﻿15.03.2021;16454; 4  355.00 ;Екатеринбург
﻿16.03.2021;16455;738.00;Минск
﻿16.03.2021;16457; 1  598.00 ;Санкт-Петербург
﻿16.03.2021;16458; 2  652.00 ;Самара
﻿16.03.2021;16459; 2  307.00 ;Санкт-Петербург
﻿16.03.2021;16463; 1  799.00 ;Казань
﻿16.03.2021;16465;999.00;Санкт-Петербург
﻿16.03.2021;16466;999.00;Псков
﻿17.03.2021;16469; 1  766.00 ;Сыктывкар
﻿17.03.2021;16474; 5  591.00 ;Тверь
﻿17.03.2021;16475;666.00;Астрахань
﻿17.03.2021;16481; 1  829.00 ;Псков
﻿18.03.2021;16485;816.00;Воронеж
﻿18.03.2021;16487; 1  496.00 ;Сочи
﻿19.03.2021;16490; 1  466.00 ;Челябинск
﻿19.03.2021;16492;892.00;Санкт-Петербург
﻿19.03.2021;16495; 1  247.00 ;Белгород
﻿19.03.2021;16497; 2  508.00 ;Екатеринбург
﻿19.03.2021;16500; 5  802.00 ;Санкт-Петербург
﻿19.03.2021;16503; 2  108.00 ;Воронеж
﻿19.03.2021;16504; 2  550.00 ;Кемерово
﻿20.03.2021;16507; 5  052.00 ;Санкт-Петербург
﻿20.03.2021;16508; 1  829.00 ;Саратов
﻿20.03.2021;16509; 1  866.00 ;Ярославль
﻿21.03.2021;16510; 2  195.00 ;Ярославль
﻿21.03.2021;16511; 3  026.00 ;Ярославль
﻿22.03.2021;16518; 1  634.00 ;Санкт-Петербург
﻿22.03.2021;16519;946.00;Тюмень
﻿22.03.2021;16520; 1  390.00 ;Мурманск
﻿22.03.2021;16522; 6  022.00 ;Симферополь
﻿22.03.2021;16526; 1  196.00 ;Владивосток
﻿22.03.2021;16528;426.00;Санкт-Петербург
﻿23.03.2021;16531; 5  553.00 ;Воронеж
﻿23.03.2021;16532; 7  589.00 ;Челябинск
﻿23.03.2021;16535; 2  915.00 ;Сочи
﻿23.03.2021;16543; 2  277.00 ;Санкт-Петербург
﻿24.03.2021;16549; 2  332.00 ;Санкт-Петербург
﻿24.03.2021;16551; 2  003.00 ;Махачкала
﻿24.03.2021;16552; 2  464.00 ;Екатеринбург
﻿24.03.2021;16553; 10  509.00 ;Санкт-Петербург
﻿24.03.2021;16556; 2  587.00 ;Санкт-Петербург
﻿25.03.2021;16559; 6  913.00 ;Санкт-Петербург
﻿25.03.2021;16560; 20  806.00 ;Оренбург
﻿25.03.2021;16564; 2  003.00 ;Санкт-Петербург
﻿25.03.2021;16565; 1  869.00 ;Воронеж
﻿25.03.2021;16568; 7  119.00 ;Саратов
﻿25.03.2021;16571; 1  744.00 ;Симферополь
﻿25.03.2021;16573; 1  666.00 ;Екатеринбург
﻿25.03.2021;16575;685.00;Санкт-Петербург
﻿25.03.2021;16577; 1  931.00 ;Кызылорда
﻿26.03.2021;16582; 2  089.00 ;Санкт-Петербург
﻿26.03.2021;16584; 1  106.00 ;Санкт-Петербург
﻿26.03.2021;16586; 1  591.00 ;Санкт-Петербург
﻿27.03.2021;16588;767.00;Санкт-Петербург
﻿27.03.2021;16590;815.00;Екатеринбург
﻿27.03.2021;16591; 1  467.00 ;Хабаровск
﻿27.03.2021;16593;827.00;Архангельск
﻿28.03.2021;16598; 2  862.00 ;Санкт-Петербург
﻿28.03.2021;16600; 5  546.00 ;Санкт-Петербург
﻿29.03.2021;16605; 4  238.00 ;Челябинск
﻿29.03.2021;16606;816.00;Краснодар
﻿29.03.2021;16610; 3  675.00 ;Екатеринбург
﻿29.03.2021;16613;307.00;Санкт-Петербург
﻿29.03.2021;16614; 1  056.00 ;Уфа
﻿30.03.2021;16615;651.00;Новосибирск
﻿30.03.2021;16618; 1  805.00 ;Краснодар
﻿30.03.2021;16619;321.00;Санкт-Петербург
﻿30.03.2021;16620;899.00;Санкт-Петербург
﻿30.03.2021;16621; 4  750.00 ; Нижний  Новгород 
﻿31.03.2021;16625; 2  025.00 ;Ульяновск
﻿31.03.2021;16631; 2  575.00 ;Кострома
﻿31.03.2021;16633; 2  703.00 ;Мурманск
﻿01.04.2021;16634; 2  366.00 ;Санкт-Петербург
﻿01.04.2021;16637; 1  334.00 ;Казань
﻿01.04.2021;16642; 9  738.00 ;Воронеж
﻿01.04.2021;16643;688.00;Тюмень
﻿02.04.2021;16645; 1  299.00 ;Санкт-Петербург
﻿02.04.2021;16646; 41  747.00 ;Санкт-Петербург
﻿02.04.2021;16647; 1  124.00 ;Краснодар
﻿02.04.2021;16653; 5  663.00 ;Санкт-Петербург
﻿02.04.2021;16654; 3  869.00 ;Краснодар
﻿02.04.2021;16655; 3  078.00 ;Краснодар
﻿03.04.2021;16657; 1  397.00 ;Самара
﻿03.04.2021;16660; 4  405.00 ;Тула
﻿04.04.2021;16661; 2  724.00 ;Санкт-Петербург
﻿04.04.2021;16662;827.00;Оренбург
﻿04.04.2021;16663; 2  877.00 ;Санкт-Петербург
﻿04.04.2021;16664;982.00;Санкт-Петербург
﻿04.04.2021;16665;671.00;Екатеринбург
﻿04.04.2021;16666; 3  184.00 ;Ростов-на-Дону
﻿04.04.2021;16668; 1  963.00 ;Волгоград
﻿05.04.2021;16671;827.00;Оренбург
﻿05.04.2021;16676; 1  690.00 ;Пермь
﻿05.04.2021;16677; 2  305.00 ; Нижний  Новгород 
﻿05.04.2021;16678; 3  373.00 ;Санкт-Петербург
﻿06.04.2021;16689; 8  144.00 ;Краснодар
﻿06.04.2021;16696; 2  427.00 ;Санкт-Петербург
﻿06.04.2021;16697; 1  291.00 ;Уфа
﻿06.04.2021;16698; 5  240.00 ;Кострома
﻿07.04.2021;16702; 2  943.00 ;Владимир
﻿07.04.2021;16703; 3  701.00 ;Волгоград
﻿07.04.2021;16708; 1  192.00 ;Тюмень
﻿07.04.2021;16709;499.00;Красноярск
﻿07.04.2021;16710;641.00;Челябинск
﻿07.04.2021;16711;347.00;Челябинск
﻿07.04.2021;16713;879.00;Санкт-Петербург
﻿07.04.2021;16715; 23  444.00 ;Санкт-Петербург
﻿08.04.2021;16716; 4  094.00 ;Сочи
